mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_regressor__bootstrap,param_regressor__criterion,param_regressor__max_depth,param_regressor__max_features,param_regressor__min_samples_leaf,param_regressor__min_samples_split,param_regressor__n_estimators,params,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse
1.3404845714569091,0.21734986986110766,0.22724781036376954,0.046687994625075904,True,squared_error,20,0.33,4,2,1000,"{'regressor__bootstrap': True, 'regressor__criterion': 'squared_error', 'regressor__max_depth': 20, 'regressor__max_features': 0.33, 'regressor__min_samples_leaf': 4, 'regressor__min_samples_split': 2, 'regressor__n_estimators': 1000}",0.5759476376146627,0.4947272689634065,0.5263263945720977,0.626997220854964,0.6446570989651907,0.5737311241940644,0.05720402331008713,1,46664.56496391282,55674.79089447646,56159.50328553727,51120.827078192364,51803.459668368414,52284.629178097464,3454.820603391861,1
