DHSID,minor_roads_count,minor_roads_length,small_roads_count,small_roads_length,nocars_roads_count,nocars_roads_length,major_roads_count,major_roads_length,links_roads_count,links_roads_length,unknown_roads_count,unknown_roads_length,minor_roads_nearest-osmid,minor_roads_nearestdist,small_roads_nearest-osmid,small_roads_nearestdist,nocars_roads_nearest-osmid,nocars_roads_nearestdist,major_roads_nearest-osmid,major_roads_nearestdist,links_roads_nearest-osmid,links_roads_nearestdist,unknown_roads_nearest-osmid,unknown_roads_nearestdist,all_roads_length,all_roads_count,all_roads_nearestdist
PH201700000398,571.0,202124.6893428069,23.0,10576.994627533695,17.0,3469.3780471471146,44.0,12631.82308992554,2.0,2379.4125407310617,0.0,0.0,342539480,0.003975929673935497,677692214,0.004194777590037267,840128912,0.003445665452644517,342539481,0.0005003878034370531,843917950,0.024550803665987237,446720423,0.20822003211475051,231182.2976481443,657.0,0.0005003878034370531
PH201700000399,191.0,98474.21512574295,8.0,5622.2717621401225,0.0,0.0,23.0,6477.66804425182,0.0,0.0,0.0,0.0,699239340,0.0033852741923711526,870309574,0.004277338717113968,680017470,0.01188321543720376,23435806,0.0033852741923711526,40552474,0.036782487624336065,274982761,0.20497633426435416,110574.1549321349,222.0,0.0033852741923711526
PH201700000400,164.0,57695.14765617078,3.0,2322.7819140987376,1.0,146.9318251869666,8.0,4892.204921036257,0.0,0.0,0.0,0.0,832143220,0.006085083243172696,832143219,0.00429506504026359,614083919,0.011088670333654911,832120430,0.01724471417140121,252225475,0.06444236454970395,274982761,0.18830736270850862,65057.066316492754,176.0,0.00429506504026359
PH201700000401,708.0,276442.0285098476,66.0,24490.612133086834,7.0,2569.136477998217,66.0,18982.67218167506,1.0,465.53028693319976,0.0,0.0,246014908,9.32399366711861e-05,837768974,0.0002684918544581509,870652802,0.000996403003550393,674350919,0.0012334833481838022,840092581,0.007016637635989238,202395554,0.2870643296857016,322949.97958954086,848.0,9.32399366711861e-05
PH201700000402,512.0,207551.71516855608,21.0,18619.839125498416,3.0,339.0370101187917,54.0,11784.995669656748,0.0,0.0,0.0,0.0,343232813,0.0013735627269216041,887811905,0.0018648464856737385,657821859,0.01741380412971905,90287610,0.0006975616697121568,840456351,0.04926292708277351,202395554,0.26879564405955264,238295.58697383007,590.0,0.0006975616697121568
PH201700000403,557.0,214643.94726172264,85.0,29102.987182287503,5.0,2111.5107180614405,39.0,9998.131390929191,2.0,773.1917906396309,0.0,0.0,162064667,0.0004239762032832514,162094162,0.013366871434111851,162064655,0.0010154909617725587,149374983,0.010290844954762821,840456351,0.016343175887753556,202395554,0.3182937820362195,256629.7683436404,688.0,0.0004239762032832514
PH201700000405,424.0,119982.02328583869,69.0,16867.769498852114,13.0,3655.515558243713,85.0,24633.143114079747,9.0,4381.404708106778,0.0,0.0,840084998,0.0004623239875253616,342955350,0.0006866634263925663,761201312,0.004475329017868889,338807191,0.002101900745556738,761201336,0.005896228001088752,446720423,0.20992649289153006,169519.85616512102,600.0,0.0004623239875253616
PH201700000406,1115.0,342629.3885189447,119.0,33955.96383276688,35.0,12317.820611465208,156.0,49277.853959135704,9.0,4381.404708106778,0.0,0.0,149337238,7.875635515531254e-05,653508904,0.0018312121198462534,647119573,0.0013702089792634866,149337152,7.875635515531254e-05,842090087,0.007955819929764862,446720423,0.21873586928686797,442562.4316304192,1434.0,7.875635515531254e-05
PH201700000407,354.0,168089.17086455005,9.0,4789.888274278726,1.0,64.00889473012516,43.0,9832.491318592412,0.0,0.0,0.0,0.0,890641017,0.0005263472186300981,117893601,0.004483567974259099,53627171,0.020812413538242643,106747377,0.003066604252950745,57899103,0.05956232909843044,202395554,0.2290570002311242,182775.55935215132,407.0,0.0005263472186300981
PH201700000408,252.0,86795.48257054861,16.0,14333.370609183383,2.0,336.8236870240772,19.0,4219.846879797483,0.0,0.0,0.0,0.0,669468403,0.0019427201829504785,122212121,0.004269118697055239,826233820,0.004172840897921915,669468402,0.0018959664352179197,40553037,0.05863993112490653,202395554,0.2310187991766003,105685.52374655356,289.0,0.0018959664352179197
PH201700000409,76.0,22044.165883070826,7.0,2935.5351901897884,13.0,4267.368405565239,15.0,3499.6877193034875,0.0,0.0,0.0,0.0,346703566,0.00040120548944708173,593153642,0.003115768877405169,312340449,0.006565481528339216,418209878,0.0033120648841579374,757760004,0.0260392391826987,654366685,0.036348119835802585,32746.757198129344,111.0,0.00040120548944708173
PH201700000410,473.0,227184.40319561437,68.0,28771.50880140662,6.0,1195.6469658927929,75.0,14364.817223033544,0.0,0.0,0.0,0.0,838449672,0.00021322980038451607,597935051,0.001367231889545688,247912372,0.023793519474592215,247917963,0.000300461962633815,837817690,0.05776388434987267,684684227,0.27086861315682986,271516.37618594733,622.0,0.00021322980038451607
PH201700000411,194.0,78196.33526241682,16.0,13717.321283973888,5.0,813.048517588913,57.0,12516.791343402288,0.0,0.0,0.0,0.0,835212917,0.00044610833760548477,813413703,0.0034535674329095605,782107234,0.024310442878754297,347456817,0.00759833566449188,808753671,0.07548863769608712,684684227,0.18986808342446407,105243.49640738191,272.0,0.00044610833760548477
PH201700000412,161.0,68326.47734287444,15.0,8298.359101292033,3.0,280.0456092243485,46.0,19034.487828263704,0.0,0.0,0.0,0.0,833798240,0.003385728717371204,808639875,0.007420643250485925,721102568,0.019305404673744298,189319699,0.0014487032658635909,808753671,0.10661120186112978,684684227,0.17791890390741513,95939.36988165454,225.0,0.0014487032658635909
PH201700000414,722.0,248729.3972832275,171.0,87864.71647203832,32.0,7648.4612744808,98.0,29135.00635038347,3.0,1295.803370334288,0.0,0.0,837046198,0.0007998684251054564,822415669,0.008655780676967373,822409360,0.005855500510530717,42349761,0.0006588650423090404,808753671,0.02239658279850374,684684227,0.21519155495376754,374673.38475046435,1026.0,0.0006588650423090404
PH201700000416,347.0,90576.83533457354,112.0,61535.48722850468,43.0,16702.466870627322,111.0,35731.9200920965,2.0,745.1304607958016,0.0,0.0,618766616,0.000271785710225258,691388265,0.00027956756263068975,649773338,0.001478163449694062,691357495,0.0004318619586163199,47440191,0.011210668500038148,684684227,0.2488763476914715,205291.83998659786,615.0,0.000271785710225258
PH201700000417,526.0,283344.529659681,47.0,11863.176076648177,13.0,3002.147300547298,67.0,14921.353671031537,1.0,185.25503698501126,0.0,0.0,343431502,0.000468953156641295,346101742,0.006964214623930492,720255156,0.01780167725697312,315830191,0.0013484061230347347,837817690,0.03530528368585462,684684227,0.30067600971940084,313316.46174489305,654.0,0.000468953156641295
PH201700000418,791.0,253583.64277395778,259.0,137996.00267718194,83.0,33242.84843560399,198.0,70377.66289575773,2.0,745.1304607958016,0.0,0.0,42349558,0.0002208102777888129,346157664,0.0024619017423357236,778881400,0.008215680962187293,126576439,0.003090084189226716,47440191,0.025711335161206494,684684227,0.260640645696023,495945.2872432973,1333.0,0.0002208102777888129
PH201700000419,26.0,18217.64551721899,1.0,6244.864481621119,1.0,125.85984317611722,2.0,2531.023273822373,0.0,0.0,0.0,0.0,844187901,0.004173648854572105,839299459,0.01150871346190889,345819725,0.01765544516606223,836015417,0.020199255804085665,837817690,0.026256469047713255,684684227,0.28806151530242197,27119.393115838597,30.0,0.004173648854572105
PH201700000420,388.0,160703.0915977941,47.0,8968.198655269625,23.0,3259.503959754046,24.0,10392.748822330026,0.0,0.0,0.0,0.0,347454073,0.00015290997422153605,839285328,0.006737870205428566,839277505,0.007890224480367827,666327471,0.002765688076066972,808753671,0.09457651926321407,684684227,0.14635271344258094,183323.5430351478,482.0,0.00015290997422153605
PH201700000421,192.0,80303.35656698485,21.0,3769.000445232293,20.0,4976.753292508077,12.0,3333.492528900645,0.0,0.0,0.0,0.0,781896703,0.00017262867706935986,834943360,0.00621076347044955,879887410,0.009705637141764594,380720927,0.004223738717906281,191071184,0.07425066216954122,684684227,0.10389710870049061,92382.60283362586,245.0,0.00017262867706935986
PH201700000422,1027.0,338813.74058798497,164.0,73389.81687592964,41.0,7650.814931221939,83.0,20998.741264489654,0.0,0.0,0.0,0.0,683764179,0.0005949225306721402,683772710,0.0009345973298116691,51459663,0.004579737568528385,785007883,0.004101894048168967,45310702,0.05579841917598379,834547150,0.07875116689874123,440853.1136596262,1315.0,0.0005949225306721402
