DHSID,minor_roads_count,minor_roads_length,small_roads_count,small_roads_length,nocars_roads_count,nocars_roads_length,major_roads_count,major_roads_length,links_roads_count,links_roads_length,unknown_roads_count,unknown_roads_length,minor_roads_nearest-osmid,minor_roads_nearestdist,small_roads_nearest-osmid,small_roads_nearestdist,nocars_roads_nearest-osmid,nocars_roads_nearestdist,major_roads_nearest-osmid,major_roads_nearestdist,links_roads_nearest-osmid,links_roads_nearestdist,unknown_roads_nearest-osmid,unknown_roads_nearestdist,all_roads_length,all_roads_count,all_roads_nearestdist
PH201700000810,413.0,134890.57677082226,80.0,38084.584215454604,54.0,12852.256514077797,38.0,10113.810144719555,0.0,0.0,1.0,346.9005827299234,768300335,0.00032462477253018655,768300334,0.0022975298606722223,730459359,0.009100796353174031,31401479,0.0028769210784398693,826795321,0.14431833528639795,369590729,0.026117646617317917,196288.12822780415,586.0,0.00032462477253018655
PH201700000811,47.0,19359.60539872146,9.0,7382.627560229244,10.0,2279.986166842585,25.0,6756.072317791813,0.0,0.0,0.0,0.0,314320002,0.006001545373033934,420023532,0.001198239393180387,271863058,0.008856010705536793,420023525,0.00018686007325472643,848711362,0.11563675254006789,196431766,0.042903642080403426,35778.2914435851,91.0,0.00018686007325472643
PH201700000812,135.0,75437.66965737917,13.0,2588.9537708598646,9.0,2216.6468861307203,9.0,2406.0586097248392,0.0,0.0,0.0,0.0,720390265,0.00044172277794985506,720390271,0.00047841536880159516,648243507,0.006463120931006538,857164163,0.022584110810394208,861048301,0.09730013272901471,477312477,0.08428363618766897,82649.3289240946,166.0,0.00044172277794985506
PH201700000813,45.0,15058.346561157141,8.0,7358.848702667594,10.0,2762.5732403640136,25.0,7126.047905313497,0.0,0.0,0.0,0.0,271863090,0.0027796557716203733,420023544,0.0031670945312649674,490494952,0.0045582058998005805,271863029,0.0006212920808694627,848825477,0.1062358072568221,196431750,0.05932103144532079,32305.816409502244,88.0,0.0006212920808694627
PH201700000814,94.0,34530.726060013345,17.0,2939.852703051499,23.0,10343.047022270817,31.0,6515.189902441731,0.0,0.0,0.0,0.0,826090014,4.840284526300802e-05,642707879,0.00914483549571161,625837960,0.029234204423210418,749294110,0.0029480806828436706,731972989,0.20917417542904135,195137804,0.12344789056754504,54328.81568777739,165.0,4.840284526300802e-05
PH201700000815,240.0,123919.61397098035,54.0,22093.73283695574,107.0,27499.293847365792,42.0,7264.2977777005335,0.0,0.0,1.0,146.78354733826745,829593480,0.002771421061195452,640260666,0.003435912469843862,342650371,0.011608630142864078,168812522,0.005635232453199569,341095044,0.07388078625304678,477312477,0.046033068707260115,180923.7219803407,444.0,0.002771421061195452
PH201700000816,104.0,30936.556766257436,14.0,2066.111586230876,7.0,1728.855315357846,33.0,5857.554978589147,0.0,0.0,0.0,0.0,247313599,0.0004587660918209222,861040676,0.00443911639136803,642090471,0.0029431954485083186,247784580,0.004093111145511562,861048301,0.009441945163585104,505968238,0.1077356534675313,40589.07864643531,158.0,0.0004587660918209222
PH201700000817,145.0,76101.33484821332,11.0,3131.4915584025975,17.0,3782.2121356269527,29.0,41615.812854578486,0.0,0.0,0.0,0.0,779746223,0.0013939834243540238,664582555,0.01620800437086269,810345489,0.022598702538908236,166606663,0.0005080626433889593,587349000,0.08961670777465004,303092307,0.06534250973582076,124630.85139682135,202.0,0.0005080626433889593
PH201700000818,138.0,54298.95218226489,8.0,716.876571809942,16.0,4262.73144155823,40.0,21122.503388306886,0.0,0.0,0.0,0.0,271863018,0.0006057892890274315,875417088,0.006448453606810675,311045218,0.02613324349613312,161929075,0.004212215292752989,848825477,0.1260840678989199,196431750,0.12846289212978654,80401.06358393995,202.0,0.0006057892890274315
PH201700000819,139.0,64439.84072991537,2.0,307.93626790699716,0.0,0.0,15.0,4388.891630833887,1.0,466.64139678085644,0.0,0.0,245784772,0.0023242361094727563,866275857,0.013198775942964256,875903209,0.02976854038620738,245784768,0.0016033921696631476,749089120,0.03764852906747828,586854912,0.06240868152592567,69603.31002543711,157.0,0.0016033921696631476
PH201700000820,54.0,20867.69419252021,11.0,1965.4456262037697,24.0,10695.358814463469,27.0,4227.014447328613,0.0,0.0,0.0,0.0,826422482,0.0018901949920838775,441754483,0.003928927266336601,564533871,0.023711072546025065,246717087,0.00013503324588888012,731972989,0.17739488784711654,195137804,0.1169154935657469,37755.513080516066,116.0,0.00013503324588888012
PH201700000821,246.0,153786.8199841077,19.0,9700.726638536624,96.0,41766.358927819565,51.0,10801.312151329414,0.0,0.0,1.0,99.44630121736441,827255824,0.00011199009474217444,90582547,0.00177524557004446,505971789,0.0007429773636954554,342660566,0.005735440852024159,341095044,0.05855854548708778,505968238,0.0359223486013138,216154.66400301064,413.0,0.00011199009474217444
PH201700000822,34.0,29120.919205030295,7.0,1071.3533839928427,9.0,3984.0368009287126,4.0,1557.062947390228,0.0,0.0,2.0,395.5039288628853,198509591,0.00510171298844585,198509578,0.0019981193189282788,198674436,0.008827750567073973,749294083,0.007672058883300016,876456436,0.04821846544108523,311043180,0.02634795875662985,36128.87626620496,56.0,0.0019981193189282788
PH201700000823,593.0,328027.68121901253,156.0,44297.058395797736,73.0,20134.043181389945,100.0,31003.417181251818,4.0,3500.597586444767,9.0,2291.7003840602456,171383256,0.001364563955094907,246024902,0.003718751161893125,248240257,0.00023247424868700692,171392761,0.0018544207673196972,171544042,0.016403768550733645,245730350,0.010832877978413114,429254.497947957,935.0,0.00023247424868700692
PH201700000824,169.0,47061.27505086912,354.0,107344.98769265637,52.0,16298.337742211525,40.0,5496.778692247631,0.0,0.0,1.0,337.46460567720123,246895846,0.003099382962156955,247059726,0.000935787602940217,248011280,0.001961000619562983,245647183,0.004680301581570327,251704049,0.15861706445760707,615657482,0.019354739673545958,176538.84378366187,616.0,0.000935787602940217
PH201700000825,97.0,61457.02305725903,149.0,74062.58173856598,43.0,10964.099724343958,5.0,6067.416789305935,0.0,0.0,19.0,5029.156968449314,247689172,0.010863693375484328,257702023,0.0005559414307887224,195670848,0.01751014703530913,257702022,0.022067406757856387,300090331,0.07620547078157426,251380227,0.025036521341530674,157580.27827792417,313.0,0.0005559414307887224
PH201700000826,257.0,113498.30939613069,83.0,40432.18363971758,73.0,36686.05745693411,61.0,19628.842345462228,0.0,0.0,11.0,6895.882404979202,372611944,0.0016779882645679915,760632874,0.003148128428468493,760867481,0.008672699042947136,259811490,0.0023873571714914444,514050444,0.19426490479199532,372611954,0.01954779687872578,217141.27524322382,485.0,0.0016779882645679915
PH201700000827,86.0,20734.021430722787,32.0,21044.531006023935,13.0,4210.975917842426,65.0,11493.329701132487,0.0,0.0,1.0,85.00528411493337,781729072,0.0022452904098869547,850068047,0.0010605323225375955,596540660,0.024880920618879084,302230594,0.004475833155903021,251704049,0.054395729310292226,245729676,0.05024452974287376,57567.863339836564,197.0,0.0010605323225375955
PH201700000828,81.0,24262.807992307055,67.0,13527.79561682442,3.0,1279.1576917469358,8.0,1570.4346671666533,0.0,0.0,0.0,0.0,247121279,0.0007660780541292738,247085777,0.0038471905666750145,251720046,0.017850812839252717,246519786,0.02260116528305798,855241573,0.1436957652770554,252005866,0.0564130599002389,40640.19596804506,159.0,0.0007660780541292738
PH201700000829,413.0,170425.6699874295,82.0,24240.161071529434,29.0,5774.359964892948,42.0,12723.995716801886,24.0,11837.335357160951,11.0,2492.784594155046,171539462,0.00022717140563332982,787021835,0.0075254137913884425,246454460,0.007496118309080681,221577952,0.0010034681690739324,171544036,0.0010034681690739324,245730176,0.005086517430252266,227494.30669196972,601.0,0.00022717140563332982
PH201700000830,193.0,50723.37806017003,298.0,91895.04111826459,52.0,15786.414183820518,41.0,5106.5208178895655,0.0,0.0,1.0,337.46460567720123,246363350,0.005052122518693881,246075436,0.0010656467533262533,246278370,0.0013956295209813503,245674397,0.004750089891310677,251704049,0.14263549303867115,615657482,0.03487134065116055,163848.8187858219,585.0,0.0010656467533262533
PH201700000831,103.0,35389.62357251811,29.0,9170.116519958006,4.0,2419.4994769089826,7.0,4519.9684518450895,0.0,0.0,2.0,2138.9872726060426,773717247,0.00020898055141291605,773717249,0.0025663721194055552,246236771,0.006863079266357538,245611953,0.0042051959254844565,251704049,0.07055678042799654,246355890,0.019814736637056646,53638.19529383623,145.0,0.00020898055141291605
PH201700000832,224.0,101776.67831608301,84.0,27836.487677603916,50.0,26654.859962680253,63.0,11064.314705511433,0.0,0.0,0.0,0.0,370339238,0.0038359478815472906,583825064,0.01887154009463029,596551423,0.010522917351856566,84883414,0.009570369063279554,251704049,0.12654721178306133,245881011,0.07109477578002288,167332.3406618786,421.0,0.0038359478815472906
PH201700000834,91.0,41568.274623492216,95.0,38537.49674897957,36.0,9422.433466669025,28.0,11177.940741541104,0.0,0.0,55.0,14170.80237826667,849691168,0.005058170509046911,771537014,0.004146467718784486,246597381,0.001637465833697305,739679362,0.003195029749631449,246739995,0.2018006380048991,251247908,0.020825985176112383,114876.94795894859,305.0,0.001637465833697305
PH201700000835,571.0,288875.7001514687,418.0,147913.38353867145,120.0,39492.05793054546,244.0,78816.36092033584,7.0,1858.8070946425998,0.0,0.0,857039560,0.006263702383851619,863082735,0.0027662939237747355,728960729,0.008186207043068052,166902743,0.0015619856234592112,826979390,0.03086285395056656,246723722,0.10779198407564176,556956.309635664,1360.0,0.0015619856234592112
PH201700000836,69.0,55073.67203278659,71.0,23715.167986488912,20.0,2926.7232626583095,38.0,11653.433480852284,0.0,0.0,0.0,0.0,166903508,0.004977252404556041,180357037,0.0023930822331729544,540957035,0.0019464121981935354,180347441,0.007221619868804246,826979390,0.11731722050014065,246723722,0.12791774545237178,93368.9967627861,198.0,0.0019464121981935354
PH201700000837,57.0,23198.189122033793,67.0,21282.037066820318,19.0,2945.195796884111,35.0,19390.61268981396,0.0,0.0,0.0,0.0,247352166,0.0015619617644967315,247429798,0.004253747766348254,878729448,0.010750878995272368,510103546,0.0044108189854554945,826979390,0.14360549402988745,246723722,0.17138958698159482,66816.03467555218,178.0,0.0015619617644967315
PH201700000838,135.0,53333.395878983865,11.0,5110.783423418025,3.0,415.5100482809868,11.0,2821.0416893098063,0.0,0.0,0.0,0.0,521432929,0.002013417498575524,730043139,0.0011900582321455336,365620998,0.00409743331139499,150875341,0.0008718691348388352,826979390,0.09213058953583267,639930952,0.1824875078791709,61680.73103999269,160.0,0.0008718691348388352
PH201700000839,66.0,52752.05572474993,74.0,22531.59390818411,20.0,4800.228190781638,33.0,8723.878790718007,0.0,0.0,0.0,0.0,832030615,0.0011018005731258096,561133341,0.0011789359756898322,540957032,0.004859964487336118,180348262,0.0013323674465846411,826979390,0.11614655108665842,246723722,0.11269665156726162,88807.75661443369,193.0,0.0011018005731258096
PH201700000840,18.0,9515.940504295642,42.0,8567.371574131388,2.0,259.2774251201066,30.0,17832.122081141944,0.0,0.0,0.0,0.0,304683766,0.002051616684375878,783281271,0.004550609820907278,539501342,0.011795481822789576,723678779,0.0015884887396855364,640796669,0.15482857665437855,246723722,0.24594603835342016,36174.71158468908,92.0,0.0015884887396855364
PH201700000841,142.0,72034.75330682061,104.0,34556.36024373309,8.0,2915.4694626506716,44.0,19899.992009094276,0.0,0.0,1.0,204.76820183427492,598541378,0.0006667664611794373,246667781,0.0032472607855121263,682323276,0.014058139209801592,246726056,0.0014036391211427145,94871562,0.053732268103324224,246723722,0.033836358573389694,129611.34322413293,299.0,0.0006667664611794373
PH201700000842,51.0,35690.14011333635,56.0,19997.205196475377,18.0,2626.938454400513,27.0,16677.047640947938,0.0,0.0,0.0,0.0,246850835,0.0060526430375175,246910055,0.0015685647270513097,528751280,0.009622431361017446,680879264,0.00197506266870074,826979390,0.1397262261950791,246723722,0.15075563101572936,74991.33140516018,152.0,0.0015685647270513097
PH201700000843,21.0,12499.28764896727,44.0,12366.319537513999,6.0,1792.6609395905684,36.0,22191.246832891527,0.0,0.0,0.0,0.0,694823169,0.002562213307097395,694814681,0.0003896556610095823,540301181,0.011528333393347854,180360220,0.002396252245946744,860592874,0.12710023753834207,639930952,0.2553627650124229,48849.514958963366,107.0,0.0003896556610095823
PH201700000844,83.0,49215.41967542822,120.0,38642.85667671883,31.0,11473.913533621635,59.0,22685.195917524816,0.0,0.0,0.0,0.0,180357030,0.000546414073275031,540957047,0.0027663415218613183,540957051,0.0016295875766200805,180353426,0.0011549416613653484,826979390,0.058970710557855306,246723722,0.1135099404112999,122017.38580329351,293.0,0.000546414073275031
PH201700000845,76.0,48694.43431995226,66.0,20521.5125680678,34.0,30557.46685449994,52.0,17575.965026214406,0.0,0.0,1.0,204.76820183427492,361370437,0.0023303767504087823,680949275,0.0007104841699270751,480329633,0.008279871576509883,169794158,0.004378682493280656,258874718,0.07702031244407383,246723722,0.047663559322908895,117554.14697056868,229.0,0.0007104841699270751
PH201700000846,24.0,10992.437570723501,39.0,8330.068729995255,1.0,490.2300302449797,24.0,11387.976868537893,0.0,0.0,0.0,0.0,180351558,0.0017769887467192218,699273965,0.0016396626230089533,699273962,0.0007188743755918498,180351575,0.0030656880358657743,149144616,0.15452106964904883,246723722,0.29735219728340306,31200.71319950163,88.0,0.0007188743755918498
PH201700000847,2974.0,1387348.8296767124,608.0,163480.5679697483,186.0,74473.22756618379,182.0,57246.601809056134,27.0,6652.022750219747,2.0,273.1480459332863,231405420,0.001574875014148327,194258680,0.0003358105614625549,859535295,0.006031113983021662,145712306,0.0006468779156510614,819388023,0.022591762456124664,639927760,0.017565386888757313,1689474.3978178538,3979.0,0.0003358105614625549
PH201700000848,1058.0,486992.6978546363,417.0,134125.59126359515,89.0,18300.108720883807,207.0,53127.50359770918,30.0,6209.068123046765,0.0,0.0,108396749,0.0005142001951440716,196946243,0.001336606866578961,689794441,0.0028603434610804976,689794397,0.0005142001951440716,884002267,0.0018157278059979817,639930952,0.050758301880263854,698754.9695598714,1801.0,0.0005142001951440716
PH201700000849,1113.0,486420.5746419871,259.0,88944.23901383643,71.0,12369.988385092478,145.0,42353.22624868465,22.0,2593.9119470293676,0.0,0.0,598264951,0.00030157645350092135,670349976,0.00028216772750032094,626576508,0.0017849035449290296,813357897,0.0005788783972152746,347771277,0.005232412850157901,639930952,0.03597616433446779,632681.94023663,1610.0,0.00028216772750032094
PH201700000850,337.0,184707.4408499929,273.0,98940.90438503378,74.0,17779.281081955494,146.0,42171.600526630835,5.0,1482.9731103529366,0.0,0.0,821716210,0.0002043252716829667,821716206,0.0007469958202678465,250905354,0.0015091697943511013,821716207,0.0005053191460404243,826979390,0.012328602369905784,639930952,0.08538612411271866,345082.1999539659,835.0,0.0002043252716829667
PH201700000851,471.0,174074.7018132668,66.0,20206.18660877129,2.0,608.517987813602,23.0,22997.90669657253,0.0,0.0,0.0,0.0,171028122,0.00015672374011005766,660555750,0.0004440753658580054,660555749,0.0007506215053871206,129814609,0.0015688095570337186,129814798,0.028364935049308437,639930952,0.0940245800502161,217887.3131064242,562.0,0.00015672374011005766
PH201700000852,4247.0,1863203.327091019,1388.0,493294.01170247624,223.0,58496.33193042519,525.0,179878.82221581845,77.0,17885.586613517156,0.0,0.0,98123551,0.00014972670049999282,819719470,0.0022236445031152715,606521964,0.00397895015769398,85049445,0.002906482830149649,291607237,0.003915234488449179,639930952,0.05445612605269825,2612758.079553256,6460.0,0.00014972670049999282
PH201700000853,909.0,373091.26827005594,532.0,205663.92126488034,88.0,22769.685742588626,264.0,78885.17446795828,47.0,12317.311567885336,0.0,0.0,373898741,0.0007727743465757808,821324808,0.0005190653352547461,682029722,0.0022084956957314455,52092083,0.0009654893707394875,374199124,0.0024122863883702366,639930952,0.061285340130369285,692727.3613133685,1840.0,0.0005190653352547461
PH201700000854,824.0,358845.1641198032,586.0,216747.04955526275,115.0,28939.19827425441,323.0,101449.61444831974,46.0,10206.283308917074,0.0,0.0,91899303,0.00024813472294776264,821372890,0.0010073351198157197,884247299,0.003421102275493938,70509777,0.0012273790715655343,165933217,0.006097060021942872,639930952,0.06817815271603918,716187.3097065572,1894.0,0.00024813472294776264
PH201700000855,96.0,52541.381543003576,50.0,8983.520173815736,10.0,2690.4674782626607,32.0,5842.2597181880865,0.0,0.0,6.0,856.5062977333099,368154469,0.0013956448612520945,643417430,0.011355676531152508,368154487,0.00717434416110032,367337378,0.0024938672729858135,514050444,0.06243532142978097,647595670,0.01948819510544632,70914.13521100338,194.0,0.0013956448612520945
PH201700000856,87.0,31011.755348678224,518.0,192284.65089159377,179.0,37093.20090307204,24.0,8214.784964900502,0.0,0.0,19.0,8527.48456483078,246594482,0.002064573787286398,246652361,0.00014711642133002776,249656236,0.0009060457781538726,247138613,0.011345004403944864,246863428,0.0914160074936892,258299732,0.02901885791249108,277131.8766730753,827.0,0.00014711642133002776
PH201700000857,140.0,61442.46750140416,239.0,60897.36835684502,86.0,17671.0968182523,12.0,2694.512295667656,0.0,0.0,11.0,2135.7331510060462,850366357,0.0018614165702963079,419223339,0.0035492345990611185,814500093,0.006964965421353842,851382107,0.0015407044018944703,109858708,0.08174518921340516,250550739,0.01666349322742835,144841.1781231752,488.0,0.0015407044018944703
PH201700000858,101.0,44901.51716767274,28.0,4855.851265708203,17.0,3005.075821794479,27.0,4422.795185253301,0.0,0.0,0.0,0.0,245672855,0.0016005926649357027,661080498,0.002819965239248346,304482504,0.0072287706838096676,245886506,0.002487231016683803,186076802,0.061929812254671354,505968238,0.1944822189063893,57185.239440428726,173.0,0.0016005926649357027
PH201700000859,470.0,193418.71729610188,166.0,35374.27147047595,43.0,10047.595298740993,44.0,8261.242301162269,0.0,0.0,0.0,0.0,247040046,0.001206624856284109,180959567,0.0009285231250075503,253478819,0.006566283578089641,125571861,0.001214102265618113,866264336,0.04511366867856706,639930952,0.1040869390379414,247101.82636648108,723.0,0.0009285231250075503
PH201700000860,159.0,54190.52150950298,32.0,10401.27130604765,14.0,2350.435807416724,36.0,7840.744296664245,2.0,71.40630801058947,0.0,0.0,240470302,0.0007998472766104678,130645920,0.005205684843059863,691023002,0.004084109977139632,130645546,0.009212518865668378,184273686,0.035263791059804976,254732849,0.1687374293984848,74854.37922764217,243.0,0.0007998472766104678
PH201700000861,124.0,69881.63902433898,228.0,58421.77327515144,23.0,6604.090767309135,22.0,15828.675898850977,0.0,0.0,0.0,0.0,303244633,0.001263046154873764,247483691,0.0010199085094391217,247045584,0.02280945433123299,246622162,0.019508909691929772,514050443,0.16246789961588579,246736068,0.05571400450530808,150736.17896565053,397.0,0.0010199085094391217
PH201700000862,260.0,100238.27662760275,203.0,55023.4366118504,26.0,10321.06938497725,58.0,23738.135198729247,0.0,0.0,0.0,0.0,246712595,0.0002569883317193546,709496867,0.0024094610247423656,248118148,0.011687355924872174,300932603,0.00623701122760728,94871562,0.0993311254332012,246723722,0.1360875051650451,189320.91782315966,547.0,0.0002569883317193546
PH201700000863,230.0,79768.88226462212,146.0,64688.08795322686,19.0,4578.7862667148165,37.0,7565.927152660481,2.0,1152.1769784563187,11.0,3241.665031881991,868877203,0.0008614801799607906,728291303,0.004878843041792799,639604000,0.02160117140860721,676127654,0.0013860676448494756,121903656,0.02638326735646896,247787701,0.011491687062197643,160995.5256475626,445.0,0.0008614801799607906
PH201700000864,93.0,59804.35499663705,31.0,8399.856532298109,17.0,2717.1117148403214,37.0,8442.612421416994,0.0,0.0,0.0,0.0,246652858,0.004135648170175137,298717296,0.0072778103280100774,299038255,0.0035106418171922077,843687341,0.0005292407684059528,186076802,0.06522817537113981,505968238,0.19981757842869402,79363.93566519248,178.0,0.0005292407684059528
PH201700000865,33.0,8406.546670532964,18.0,3877.425876043354,10.0,3062.938118053151,22.0,5888.409820292317,0.0,0.0,0.0,0.0,245644082,0.002419486693046689,606044642,0.0009846405549917212,248419561,0.030819391533263997,130633940,0.006585896713567204,866651846,0.0340335529104659,254732849,0.08950021369046261,21235.320484921787,83.0,0.0009846405549917212
PH201700000866,176.0,82800.31630606882,34.0,12643.07873191597,31.0,4357.492065012855,52.0,14763.69945175125,0.0,0.0,0.0,0.0,246082795,0.0007844214525859194,739109156,0.004960247683958028,869765148,0.00604318225008022,801004961,0.0036227564121287465,246746938,0.09038609756434476,246638592,0.06769905342241656,114564.58655474891,293.0,0.0007844214525859194
PH201700000374,198.0,71600.8928283834,99.0,25556.584441589916,15.0,12567.812163412631,23.0,6059.237164121903,2.0,462.1213382703514,0.0,0.0,642068293,0.0013601594435052355,841717359,0.0008970397973804821,642068282,0.0032413298706065,282580079,0.006317430536541387,846009310,0.01335964819431068,688935319,0.06143210373459775,116246.64793577821,337.0,0.0008970397973804821
PH201700000375,161.0,71606.82613629659,89.0,23556.606168120987,34.0,16895.84634768806,47.0,21532.30172292974,2.0,462.1213382703514,0.0,0.0,706954838,0.0015171752238823822,840786182,0.005236434760526657,783219786,0.009434469156808695,648336797,0.0047450040819623325,846009311,0.04416522402366236,688935319,0.10987971832376696,134053.7017133057,333.0,0.0015171752238823822
PH201700000376,70.0,55397.44865777904,103.0,18334.202003745613,42.0,14758.82947216724,31.0,9556.309343579347,0.0,0.0,0.0,0.0,862424669,0.007251193295505845,867171889,0.013778590062910533,867175657,0.011102540588005347,648346493,0.0036924416353137147,846009311,0.07043466663469665,688935319,0.1430140218958462,98046.78947727123,246.0,0.0036924416353137147
PH201700000377,1320.0,587860.3887304586,522.0,164083.2170275666,428.0,137376.437255277,103.0,38418.355317834146,0.0,0.0,2.0,212.24683181510642,24695667,0.0004923861476651819,285866804,0.0007665248651026827,793276365,0.0009709293320504373,24695632,0.0004923861476651819,245101954,0.0924208927370606,810111534,0.03342044970850419,927950.6451629514,2375.0,0.0004923861476651819
PH201700000378,53.0,21200.372049832098,20.0,3845.630378695696,12.0,2280.622323763606,17.0,9175.558312397157,0.0,0.0,0.0,0.0,760198763,0.008498794815909589,837716888,0.0004125611454106249,868540971,0.009962633404021894,760198759,0.005847208320419364,628857133,0.1040165224491139,724468925,0.10627229559011664,36502.18306468856,102.0,0.0004125611454106249
PH201700000379,316.0,140992.71457930552,69.0,43843.639761753075,78.0,23081.34625072642,53.0,26952.797938942163,0.0,0.0,1.0,1084.7386255761346,714493509,0.001677798566875414,698758775,0.00046552401942414576,725070293,0.004457602471905207,664299094,0.003828101972468196,822301762,0.1281208223697713,366752319,0.0385400222767206,235955.2371563033,517.0,0.00046552401942414576
PH201700000380,180.0,77319.33052154188,91.0,50303.31331816092,16.0,5204.2926082785825,33.0,7280.92770484158,0.0,0.0,0.0,0.0,866538524,0.0004090393709132085,246295006,0.001754125790088719,829955479,0.009814259324033136,277857158,0.002256808408408996,304415419,0.09490257744412457,369790603,0.13717090227399842,140107.86415282293,320.0,0.0004090393709132085
PH201700000381,1.0,163.94127519598203,30.0,12703.648319460595,1.0,30.907320787775458,4.0,1053.9798948425823,0.0,0.0,0.0,0.0,865276579,5.075851286387002e-05,845241874,0.0019106966430903142,641205114,0.0004946730461788504,635401102,0.00046705137071824214,390172001,0.08827201214701616,873329939,0.2009841836808004,13952.476810286935,36.0,5.075851286387002e-05
PH201700000382,35.0,31962.42498662482,12.0,988.2110144925724,1.0,390.54078370033335,2.0,82.05609537731723,0.0,0.0,0.0,0.0,149050449,0.0025210839024559996,386589070,0.0060562711352430635,386588601,0.0008850848207585935,386588356,0.0018442786863074121,251479786,0.05219560828528926,512727217,0.06329058240937162,33423.23288019505,50.0,0.0008850848207585935
PH201700000383,135.0,88486.50299651838,15.0,6006.064564034515,19.0,7963.274162369994,16.0,7547.800016693959,0.0,0.0,0.0,0.0,783217988,0.0014344697031021367,284494045,0.005895458702468529,783218000,0.003242658464678967,279203348,0.002081974068814655,643598656,0.037395265039407176,322724672,0.34717265836265015,110003.64173961685,185.0,0.0014344697031021367
PH201700000384,65.0,21711.155826230373,15.0,2361.2160373796,9.0,1511.2855633496265,24.0,6896.21933404196,0.0,0.0,0.0,0.0,727017530,0.0014554141667095179,838023967,0.009505134826840239,783916251,0.023079473238336676,664314724,0.007886382639113588,628857133,0.10169530713248333,724468925,0.15000065549863767,32479.876761001557,113.0,0.0014554141667095179
PH201700000385,20.0,11855.665906425296,28.0,11550.784776702218,2.0,171.048357177414,2.0,444.3256213787322,0.0,0.0,0.0,0.0,151460609,0.0004975993325578807,694836228,0.0015106198091231176,827066838,0.005910507889987238,287533815,0.0034715586263125795,824042203,0.00880617865922603,366752319,0.16518384493862837,24021.82466168366,52.0,0.0004975993325578807
PH201700000867,67.0,42217.08742207537,44.0,10557.805872080504,14.0,2090.629169916631,5.0,775.5115877646675,0.0,0.0,1.0,602.89568257309,247006550,0.00022633123513526353,808669462,0.002973782193765236,315269538,0.0016421114209394494,247308698,0.0019405531181552601,731199106,0.039648425878631106,247006506,0.023251801160715378,56243.92973441027,131.0,0.00022633123513526353
PH201700000868,60.0,28790.04161247131,43.0,29252.90127333812,26.0,10480.367254941017,41.0,12222.366604410341,2.0,350.7221706848559,7.0,2356.1743949225834,250252178,0.0005389070385420308,246758699,0.000481260907780251,250252162,0.0015157534540539955,155133523,0.00018203868189456973,661720574,0.017953426032596344,250252166,0.00795677358947032,83452.57331076822,179.0,0.00018203868189456973
PH201700000869,76.0,43734.90538258659,53.0,13508.294077141418,9.0,2908.8812668346345,35.0,9716.503610995791,0.0,0.0,0.0,0.0,554009443,0.0015606061404453001,554009442,0.0015606061404453001,553792185,0.0048797079410095884,155966597,0.0010461082715187326,222919821,0.06999070814391879,367201281,0.00909197646122792,69868.58433755844,173.0,0.0010461082715187326
PH201700000870,121.0,64274.6432330228,69.0,33431.402590820646,55.0,22258.296567818397,7.0,1731.7658630040896,0.0,0.0,2.0,1098.6108885917206,756870428,0.00021746073308707167,756874314,0.0019335069233299108,756874315,0.002336672827145691,874149428,1.5500899134924217e-05,661081795,0.03614959902526572,53729323,0.006247671738695961,122794.71914325767,254.0,1.5500899134924217e-05
PH201700000871,201.0,248855.7569695093,221.0,93839.182458167,169.0,89096.09826922337,30.0,5645.290745070501,0.0,0.0,0.0,0.0,376192342,0.0001112738324625887,376192336,0.0002508540810541915,376031003,0.0004303574201643786,359756822,0.0001112738324625887,661081795,0.026534743434672346,53729450,0.0091479645827207,437436.3284419701,621.0,0.0001112738324625887
PH201700000872,69.0,31338.08810229075,38.0,9883.365098960876,18.0,2454.119069115581,14.0,4258.092456398381,0.0,0.0,0.0,0.0,49313551,0.00034426916956850184,247797916,0.004220066402543463,662244930,0.014032566962573784,251114150,0.0006067520528585875,389642600,0.07546182061736012,363453596,0.023007161793611574,47933.664726765586,139.0,0.00034426916956850184
PH201700000873,79.0,45184.42431525114,49.0,13375.727661841322,15.0,2355.1984423016897,6.0,918.7863997577981,0.0,0.0,1.0,602.89568257309,319114063,0.0002842388779232476,733996553,0.0011882749049557657,315269538,0.0006905484937431841,247308698,0.0037189691793795532,731199106,0.04667278223931394,343134562,0.01909637079376126,62437.03250172504,150.0,0.0002842388779232476
PH201700000875,71.0,32014.243623636685,39.0,35649.428199678456,20.0,6127.153945346927,55.0,11563.22187618994,0.0,0.0,0.0,0.0,660068687,0.002719697341101514,660068683,0.003767279758021124,344201238,0.005982316584712008,156451538,0.0001731652900780527,275894630,0.056368857728090103,179434598,0.020018144276641513,85354.04764485202,185.0,0.0001731652900780527
