DHSID,minor_roads_count,minor_roads_length,nocars_roads_count,nocars_roads_length,small_roads_count,small_roads_length,major_roads_count,major_roads_length,links_roads_count,links_roads_length,unknown_roads_count,unknown_roads_length,minor_roads_nearest-osmid,minor_roads_nearestdist,nocars_roads_nearest-osmid,nocars_roads_nearestdist,small_roads_nearest-osmid,small_roads_nearestdist,major_roads_nearest-osmid,major_roads_nearestdist,links_roads_nearest-osmid,links_roads_nearestdist,unknown_roads_nearest-osmid,unknown_roads_nearestdist,all_roads_length,all_roads_count,all_roads_nearestdist
TG201300000011,56.0,44597.365202502304,2.0,410.16073051460677,5.0,1516.5079967051179,2.0,711.6536337948954,0.0,0.0,0.0,0.0,800258540,1.0396158999821339,460034143,1.0346520189006356,853233196,1.0336985564949421,276210072,1.0528166515543014,644490866,1.4230469796696386,930159554,1.6768566515153744,47235.68756351693,65.0,1.0336985564949421
TG201300000012,8.0,2199.3041319139134,2.0,2577.570441690848,0.0,0.0,2.0,11822.697275786128,0.0,0.0,0.0,0.0,372155933,0.8114879425906393,372171552,0.8568188700276408,898440169,0.969250074657875,171809806,0.7843920326897187,690365460,1.4665672990196275,410309485,2.0656496741214774,16599.57184939089,12.0,0.7843920326897187
TG201300000013,97.0,32620.225491719088,34.0,4942.231510745825,44.0,11161.40505705714,13.0,16059.264554913141,0.0,0.0,0.0,0.0,246412420,1.0414753731534814,460034143,1.050010893429909,1008778873,1.0467883523067836,447746188,1.0087444741301708,644490866,1.4143393281939505,873262814,1.793288442259889,64783.1266144352,188.0,1.0087444741301708
TG201300000014,82.0,62999.71624926229,4.0,4336.798896019515,82.0,20895.299610634665,22.0,68362.19751717227,0.0,0.0,0.0,0.0,210274818,0.1421291020946657,361897527,0.23241593295306756,361894529,0.18942039388549078,210274810,0.1421291020946657,976237866,0.6340303620960491,930159553,1.126279543670619,156594.01227308874,190.0,0.1421291020946657
TG201300000015,6.0,3385.422172786579,0.0,0.0,2.0,848.7612305016171,4.0,13402.758954336698,0.0,0.0,0.0,0.0,246412420,1.5211873273829524,460034143,1.5269229656618173,1008778873,1.52715732126135,447746188,1.5000464908734092,976237867,1.8404114952796233,873262814,2.292320678681877,17636.942357624896,12.0,1.5000464908734092
TG201300000016,20.0,8837.53669289819,39.0,11843.777538825083,28.0,10354.62308518493,7.0,2050.7088053488787,0.0,0.0,0.0,0.0,333640644,0.9362203638918724,365211530,0.9541671670606002,368948780,0.949664804141614,260801647,0.9290091666956871,976237867,1.0731270439392524,930159554,1.5365073541794836,33086.64612225708,94.0,0.9290091666956871
TG201300000017,3748.0,1392439.3890478131,901.0,434629.22954394546,275.0,438498.5478615214,95.0,167649.35651271656,14.0,103311.07709464291,0.0,0.0,800258540,0.2111695823604553,460034143,0.20609445047119726,853233196,0.2051423152449582,276210072,0.22594703349824877,644490866,0.6071771909385119,873262814,0.9458291520275598,2536527.6000606394,5033.0,0.2051423152449582
TG201300000018,25.0,21723.159618303733,70.0,15481.050215712581,81.0,28542.65600083896,0.0,0.0,0.0,0.0,0.0,0.0,372155949,0.48679744238694056,372171552,0.5293727605962968,372362898,0.6646181245045266,171809806,0.5301008304803546,690365460,1.2053634326958105,410309485,1.7598651512321577,65746.86583485527,176.0,0.48679744238694056
TG201300000019,339.0,162807.7229760139,104.0,45340.13386641032,81.0,11233.316743561563,6.0,21382.85618721958,0.0,0.0,0.0,0.0,374638512,0.007310347592676277,905222555,0.003568881193937391,480931136,0.006590087455194606,30910501,0.01394162017803078,680278737,0.29776473538378107,873262814,0.04108087936610942,240764.02977320537,530.0,0.003568881193937391
TG201300000020,1404.0,971721.0586634709,61.0,23111.855742877422,92.0,39106.49655186455,101.0,246222.86162906242,3.0,27401.106451663953,0.0,0.0,246370707,0.05387621374159164,401763551,0.1170850565831759,430667539,0.0560785614935145,184719481,0.09590586495645517,690366990,0.2568744532516602,410309485,0.7126562526262463,1307563.3790389393,1661.0,0.05387621374159164
TG201300000021,991.0,346984.4741648565,157.0,47532.49175715928,12.0,9592.189736083072,30.0,48734.80183321931,8.0,65680.64633184258,0.0,0.0,685545573,0.012133862014679572,754034113,0.030999028386021414,949869525,0.037485534857514775,184714555,0.03579367555763094,690365461,0.1931216366530062,410309485,0.6815358014377206,518524.60382316075,1198.0,0.012133862014679572
TG201300000022,35.0,14970.664720730521,12.0,2977.796540489568,9.0,1337.1903520928115,8.0,3383.0833702063915,0.0,0.0,0.0,0.0,372155933,0.020731912425409997,372155953,0.09271850164833084,898440169,0.18453914296755022,171809806,0.0884516382495087,690365460,0.7123852433595995,410309485,1.2785976397412662,22668.73498351929,64.0,0.020731912425409997
TG201300000023,13.0,10302.311698841477,0.0,0.0,40.0,13389.322703921405,1.0,1821.1075519423327,0.0,0.0,0.0,0.0,417015347,0.024283515781219657,416735804,0.07445959487661469,417185074,0.058579748871270806,415861362,0.010261163579567542,331761934,0.24287052971273704,873262814,0.658183199949824,25512.741954705212,54.0,0.010261163579567542
TG201300000024,78.0,26750.175992494726,286.0,150386.2552310719,180.0,29913.877308415063,3.0,21653.32030145021,0.0,0.0,0.0,0.0,246412420,1.1894552637188631,460034143,1.1914731400867258,853233196,1.1932485251487543,447746188,1.186495915779858,644490866,1.6006720883482521,873262814,1.9559530715244493,228703.62883343193,547.0,1.186495915779858
TG201300000025,1600.0,710918.2344099795,590.0,237126.09031920054,174.0,231827.526600514,30.0,53268.13131203626,1.0,2200.9251238129045,0.0,0.0,375131464,0.0010149674638782389,423740029,0.02932416076239203,375131465,0.00467457267104989,423792107,0.001260288795213542,331751185,0.09248828094255974,410309485,0.24401081440773875,1235340.907765543,2395.0,0.0010149674638782389
TG201300000026,1256.0,443801.50266759255,54.0,21761.911631619205,78.0,14675.92177469539,130.0,417439.7435827522,6.0,32155.65965276961,0.0,0.0,383932082,0.13923877480361585,894631528,0.1689830048519657,384260717,0.12748367238081218,238834127,0.10198126970931622,331761934,0.3792687499391849,873262814,0.4570187179023434,929834.739309429,1524.0,0.10198126970931622
TG201300000027,35.0,9586.69541570698,347.0,213122.89870500308,70.0,64433.522947772464,1.0,612.215408987866,0.0,0.0,0.0,0.0,246412420,1.4167634954813435,460034143,1.4272010223001086,1008778873,1.4214278765263262,447746188,1.3738538394250535,644490866,1.7525325213509937,873262814,2.1203460823841573,287755.33247747045,453.0,1.3738538394250535
TG201300000028,19.0,4764.995941498151,0.0,0.0,0.0,0.0,7.0,20103.990630045595,0.0,0.0,0.0,0.0,246412420,1.2233357638918334,460034143,1.2347429351317103,1008778873,1.2276151618611342,447746188,1.1761755830616394,644490866,1.546468618192321,873262814,1.9127920227300916,24868.986571543748,26.0,1.1761755830616394
