run_id,name,parent,max_depth,max_features,min_samples_split,min_samples_leaf,n_estimators,r2,version,gender,classification
5df7e0f052614e5dbc754b833546b172,treasured-flea-134,349292958fe54e2c98d7497a16ee81d2,10,0.33,2,1,500,0.7581170194026309,1.5.0,female,hoh
c2a66c010329416099163a6509b4e81b,burly-fowl-299,9a1d352e0dac44139e73e4de8459bf31,10,0.33,2,1,500,0.6702587703770343,1.5.0,female,hoh
e88d8354188c43fcbd06b3783d076e89,overjoyed-eel-289,1e6573c711cf413c8511b2ad5c973821,10,0.33,2,1,500,0.6857090108038417,1.5.0,female,hoh
be13ad93566d4820bb3f9f6fb819af2b,stately-hawk-701,3fa743dc48f44d5fb029e82af16377f8,10,0.33,2,1,500,0.706758137943636,1.5.0,female,hoh
ed9cde31d1de486fab575076848e1dd6,painted-donkey-449,759ac759e91a409bb495652a2f30a1da,10,0.33,2,1,500,0.8542426422255653,1.5.0,male,hoh
8de00f0ce3f744b79ed2c09c384ef39f,gentle-grub-556,bed05a37a6774447ae69667f272795b5,10,0.33,2,1,500,0.8524947736861537,1.5.0,male,hoh
6aee1c9447114f4586480f63aebd9b33,bittersweet-fawn-25,fafe03525517430fb8e3e265b535535e,10,0.33,2,1,500,0.8600635679941909,1.5.0,male,hoh
72e083a48f1740b08baa33636a4e2e03,chill-lynx-375,ce39c231ca2a4a5d95271b563cc5dbc8,10,0.33,2,1,500,0.8542426422255653,1.5.0,male,hoh
38233968750b40d3b0ce4476a1700912,unequaled-chick-777,12b4a144187c424d84d581081f7613df,10,0.33,2,1,500,0.6330256827423522,1.5.0,male,hoh
8b81afbf8b214932b5dfaeccf2658b94,rebellious-moose-363,1a394bc619d141ffaae78c2db43fbd6b,10,0.33,2,1,500,0.761217819757787,1.5.0,male,hoh
cc542330f4134e2ca1d18f6b38e336e3,loud-trout-741,6f5e58c21d2d4bdaade2e551dfa61d3b,10,0.33,2,1,500,0.5763652618398801,1.5.0,male,hoh
70d331eb2dfc45c598c493e912b1313f,beautiful-finch-490,c573627aac4d4cd481188bb9135da82b,10,0.33,2,1,500,0.8578993775692771,1.5.0,male,hoh
fb44835f7a9a438485cba93d3a242992,carefree-chimp-954,b842a7af9f364f1b98bbe09e5d928c63,10,0.33,2,1,500,0.7159450271366414,1.5.0,male,hoh
393a518d5b95460c9ef50038071632e1,debonair-newt-481,9ca1d3f609774315840746ce82d76b03,10,0.33,2,1,500,0.7215983299333791,1.5.0,male,hoh
7a44dedf78c54df6b6423694af6115d7,gaudy-jay-488,0ba85816b66b4341a983eeea17d8d7c7,10,0.33,2,1,500,0.7584839075421239,1.5.0,male,hoh
4f0d14cf568a40238665208cf2789134,popular-shrimp-82,28859dfeae654c68b44e7bf260eec0ae,10,0.33,2,1,500,0.6049750925791313,1.4.2,female,mf2assets
bfb01c65a45c43448bec0f172f7fda9d,dashing-robin-964,5ff1dd5894004c628b46d16a3cabf06f,10,0.33,2,1,500,0.5973600983390246,1.4.2,female,mf2assets
6dea2f94f3e64bb0aa83d679ad37d437,thoughtful-hog-519,c794e3211d7c4ac0a554a928782eeb40,10,0.33,2,1,500,0.6041413425820406,1.4.2,female,mf2assets
8000f7971902474899171fff73304d07,zealous-calf-610,3c5073c0760c49ce929bd2916cdd47dc,10,0.33,2,1,500,0.6049750925791313,1.4.2,female,mf2assets
857725e287bf424f8ccf3d76316b7f68,brawny-chick-94,e0db7d6e0ee448de9fe0eda8ebf2205b,10,0.33,2,1,500,0.39877466717181226,1.4.2,female,mf2assets
b41255b58ced4fc88a2c3a245cd91718,selective-elk-162,2ff75c42361749418adf06328ae5365e,10,0.33,2,1,500,0.5514410747243413,1.4.2,female,mf2assets
531f1e633f984b2787510452efe16534,defiant-steed-545,7452eae77ab74e409830329e1d7e8998,10,0.33,2,1,500,0.3653607556079167,1.4.2,female,mf2assets
b17ad3cce842468e8fa7016a4a787ec8,treasured-asp-426,b3a34b6c4def442481fd3c0011a2f526,10,0.33,2,1,500,0.6011239756968995,1.4.2,female,mf2assets
fc6afd0ef93e4167bd118503c5329062,victorious-gnat-559,99652cdf9f8a4cda95e9d1b6d47f2038,10,0.33,2,1,500,0.4821463111767875,1.4.2,female,mf2assets
9be9a04b5624455fb8feec6b2b8047dd,thundering-horse-55,9585cf8f26b34c01bae7035c59a71021,10,0.33,2,1,500,0.5265491139483963,1.4.2,female,mf2assets
18d79870087e4651a6c67885c1025634,beautiful-perch-844,93bfc8532d8e42d7b72d16c1a745c66b,10,0.33,2,1,500,0.5545282835930258,1.4.2,female,mf2assets
726dbb401ae04ca189f0475643270b84,omniscient-toad-589,04e7af8898644ab4ba2a8dba82fd742d,10,0.33,2,1,500,0.8125871693206868,1.4.2,male,mf2assets
ef0ebde6874a4abd9d94c24de1644f94,nimble-crab-366,2a28eab596cc4a779d8d6c03b5b7e0ac,10,0.33,2,1,500,0.8156005858667357,1.4.2,male,mf2assets
0885a99c0cf4486ab76b454c6d7949be,funny-mink-442,a6e2654a09264cb9aecc22410d725060,10,0.33,2,1,500,0.8189624151839462,1.4.2,male,mf2assets
5bddd9f4f3dc4f0a91fa7a941b6db3c3,welcoming-asp-0,e558aa7d5f984ead82ac81801b2b7e63,10,0.33,2,1,500,0.8125871693206868,1.4.2,male,mf2assets
47e5747bafb440258143ab52820f97c6,bedecked-smelt-736,d2627728b44047d990fc66a602e47f69,10,0.33,2,1,500,0.6241770388462384,1.4.2,male,mf2assets
b91ee42ee71f45aaa67f2a334b9b17a7,ambitious-bass-399,05baf22619e943d18d2d8b1925abc974,10,0.33,2,1,500,0.7482785705181517,1.4.2,male,mf2assets
acdba93c33db4735bfb9c9056cc0a59e,magnificent-worm-481,30d514a18bcd4814978566363c7c68eb,10,0.33,2,1,500,0.5365911158287187,1.4.2,male,mf2assets
f424f584d97d4d4fb86d22970f91c4b4,righteous-swan-897,d9f530c39dd84aa98ee655e16bc27d33,10,0.33,2,1,500,0.8136758494186676,1.4.2,male,mf2assets
99d90e81db104726b2ea346809933563,languid-shrike-646,1ac838fd07ab4fa7881d592278ead8a9,10,0.33,2,1,500,0.7166811535472462,1.4.2,male,mf2assets
c6824823a66d4b5ba7ef2d084876a3bd,omniscient-sow-327,abbbbb99cf0842358c137e1e859d4314,10,0.33,2,1,500,0.7321513818905782,1.4.2,male,mf2assets
89e83ba6905c44cc93d158dcf57fc1d4,intrigued-lynx-876,45af255499e54b90a4a03b6dfc2a70d6,10,0.33,2,1,500,0.7517789855881907,1.4.2,male,mf2assets
c16a8d700534408b803bce22508ece4d,stately-fish-183,ad991990ffa546a6aed828cd560244f7,10,0.33,2,1,500,0.8052111354361117,1.4.2,female,mf1assets
d703330dc1684b3f9ee216b57d570746,rogue-snake-299,104ab469f78e40979ea90ab839927865,10,0.33,2,1,500,0.8042916142007955,1.4.2,female,mf1assets
15134a0675144648ab67c23b2d6d33d9,resilient-mule-668,57793aad6e7143e7ace50b061f526ea6,10,0.33,2,1,500,0.8166475381327085,1.4.2,female,mf1assets
710e153c82a846a5b15c9e651254bca0,dashing-shrew-158,16334d8b87b44f978c1b31ae66fe126a,10,0.33,2,1,500,0.8052111354361114,1.4.2,female,mf1assets
b02a01da0a3345aa94ed5a5b758be1fe,able-sponge-952,61de085283a64aed877fb250b2710afc,10,0.33,2,1,500,0.5607897394721226,1.4.2,female,mf1assets
7ed83eb548864f8ba6fe32809b5e0fef,big-perch-673,08d14b06fb1040e1a84dbf8cb44b01ea,10,0.33,2,1,500,0.709892052877642,1.4.2,female,mf1assets
b97204467dbf4dd0b18ea4ae14b199b5,gifted-pig-746,59d92f67df094436a78c5cafda451de7,10,0.33,2,1,500,0.5129420097619889,1.4.2,female,mf1assets
7a8321d945c2425e9d53e32ab7c00e2e,delightful-kit-563,bc1f0308f83b4d67a868b2056e67ad91,10,0.33,2,1,500,0.8112763892025002,1.4.2,female,mf1assets
7e29ab6a6660415fa5ab55dd24bcc1c1,sneaky-shad-422,4e9254c1528344f596a6eda6124a3374,10,0.33,2,1,500,0.6502457226548405,1.4.2,female,mf1assets
1db197eff9db487f81273b8f5866b097,intrigued-shrike-144,8596c5ab9bc74d419311df86e54f71c9,10,0.33,2,1,500,0.6772046864578541,1.4.2,female,mf1assets
c07f5cac03f548548fd30a323bf987e9,loud-donkey-913,4bed28e100b54479a626c54d3d6d15a1,10,0.33,2,1,500,0.7100568719937592,1.4.2,female,mf1assets
87bc82d8fcc445009dfd6fba32e36fee,bald-whale-221,f41d495a802e4b74aa499dacefbf1d38,10,0.33,2,1,500,0.8612611549652861,1.4.2,male,mf1assets
9a28cb6a095c413295ea3bf512bd9fad,sneaky-doe-526,ad9f08c1d6b448bb80f090895cbca452,10,0.33,2,1,500,0.8594535362639768,1.4.2,male,mf1assets
d140f78e5af646ddb883b58a50ede679,overjoyed-ant-759,35445872650f4177ab6990c9b92ad882,10,0.33,2,1,500,0.865494746432503,1.4.2,male,mf1assets
7c4f68a350c947e4bbcd5cfb35ee4cf4,gifted-ray-228,595cdd93a88341f9a151bb5e0fe38dbe,10,0.33,2,1,500,0.8612611549652861,1.4.2,male,mf1assets
a44e8847067d4f569937ccadd176d541,funny-snail-539,5c43882d8fbf426a909117b64ad802eb,10,0.33,2,1,500,0.6459968802850286,1.4.2,male,mf1assets
1ed18d2063c84e9d84b1644bad1e14ec,colorful-rook-667,38a1531e54cf4ba2a39d4cc7a9bec3d0,10,0.33,2,1,500,0.7773570386553017,1.4.2,male,mf1assets
b6c977f7616a4368b0e8391230f5f119,mercurial-goat-269,fa02f1e7101d496a9724181e168050fc,10,0.33,2,1,500,0.5873031412168295,1.4.2,male,mf1assets
76fd932106114b9e80d52af30bba4f27,nimble-conch-772,e5fd04f8a89542f8bfe6c8ce053963b6,10,0.33,2,1,500,0.863661971722515,1.4.2,male,mf1assets
255c98bd99f64c0189a78c7225a8944e,resilient-dove-645,1f7c8d59051f4fbcb66d5298c8419459,10,0.33,2,1,500,0.728962159185028,1.4.2,male,mf1assets
3ae02c49fed941e5850f08c472d5b852,useful-stag-686,57f83fbdb9a04e668c05ae411d6177f3,10,0.33,2,1,500,0.742792466422357,1.4.2,male,mf1assets
4152d1dedb0c408b83a7027c080dc933,clean-crab-961,b9cc74690f824b58b6fc31cac21992cc,10,0.33,2,1,500,0.7739502330723451,1.4.2,male,mf1assets
6e180184d5e446f4b47c54992460c99c,stylish-quail-111,de843645bf8a4eb788a93cfc79255616,10,0.33,2,1,500,0.8052111354361114,1.4.2,female,fassets
6315623295344d4f882b12d6b33b2f91,intrigued-mule-360,8750c285ff754024b74190a965608f9b,10,0.33,2,1,500,0.8042916142007955,1.4.2,female,fassets
932f924ee2c74b608848ca5d3c2b860c,angry-finch-854,e271b3ed3c1347c2b7e73c76e8d783ea,10,0.33,2,1,500,0.8166475381327085,1.4.2,female,fassets
9dec6ac586a84eb2a02fa241b1904af0,intrigued-donkey-260,a2232a66ec6e4fe09366a74cd5757d0c,10,0.33,2,1,500,0.8052111354361114,1.4.2,female,fassets
45c0788c21c240c2a62b66b9f26eda16,trusting-zebra-193,e7074b5d2cbf42259ca3140b9cfedcd5,10,0.33,2,1,500,0.5607897394721226,1.4.2,female,fassets
8d5c6997f98e467da434bd07a2defbff,youthful-lynx-587,df294281ebe54bcbb991f92fd0be2ee3,10,0.33,2,1,500,0.709892052877642,1.4.2,female,fassets
1f0c1dd7c9a34071b223c25cecf603cc,unequaled-pig-363,4b1adeabf1674aa096f18140be1d5469,10,0.33,2,1,500,0.512942009761989,1.4.2,female,fassets
d27bde6d8a68435cb30b86c8762b5749,angry-steed-101,400e72450b934715bef036f90bd57c37,10,0.33,2,1,500,0.8112763892025002,1.4.2,female,fassets
aa59494a9a324875b6936f345f09ca68,bemused-toad-872,04883ff1b36a4ab89943771f0bc657b4,10,0.33,2,1,500,0.6502457226548405,1.4.2,female,fassets
837f14dba058492db765a65e1a82f913,amazing-bass-804,176de239ab604af0a4e41473232f59e7,10,0.33,2,1,500,0.6772046864578541,1.4.2,female,fassets
7d1091253a294da68529f1ae8cb5a4df,fearless-cow-65,5ac2667d79a6436c80065e9cd4cc1374,10,0.33,2,1,500,0.7100568719937592,1.4.2,female,fassets
90b69aeb3b38481ebf1f2124101dfeb9,spiffy-bird-848,81e14a0d32804e69b1e2a517f712c2fa,10,0.33,2,1,500,0.8088450611665126,1.4.2,male,fassets
6d1535ef165e422f8d7f5253b7622060,unruly-goat-720,afe051ef9c05490aa82103285c2275fe,10,0.33,2,1,500,0.8035794248856719,1.4.2,male,fassets
32c95be3bb594b90a09375cfa491963b,glamorous-elk-224,bac77fcf799f4b33b6ca2bc2967b06d0,10,0.33,2,1,500,0.8136236368403711,1.4.2,male,fassets
b5b0bbc7bf5540efb2edc79883673f65,respected-mare-754,f8bda81525f64884a64625ce6b845a06,10,0.33,2,1,500,0.8088450611665126,1.4.2,male,fassets
0ccebf331e83478da89dbadd7bb2199b,painted-ram-499,023d7ed779ff42cdbebb0816e7626203,10,0.33,2,1,500,0.6140213509691593,1.4.2,male,fassets
35cf59e0bd9744c0a9c5969a043379fc,rumbling-gnat-407,813270d7f859404f80a247a11987d291,10,0.33,2,1,500,0.752575638894395,1.4.2,male,fassets
35d94b9e7c844cc6b0122bd05beb3ff4,big-midge-689,13cd824d9b5d44b294ed9e5556f6d816,10,0.33,2,1,500,0.5384839393304788,1.4.2,male,fassets
6f592bf7c4f6486c89bb51d46efb0f77,able-fawn-954,2fa13b73e5774422a5e1b0a3e8b2c840,10,0.33,2,1,500,0.8192188602604732,1.4.2,male,fassets
e56a5ca9d91a4c5c9b974c417fc07afd,agreeable-hound-959,a6b3c8acfea34999aafe5ce2fc51e3d3,10,0.33,2,1,500,0.701544185956352,1.4.2,male,fassets
1440efe47e5f4a9a9d57baed2200bb56,tasteful-hog-291,2fee557b042f4536ab98c01d0db6048e,10,0.33,2,1,500,0.7311392552028975,1.4.2,male,fassets
9cf6463cde4b43be85cde946fa5c96df,zealous-hawk-47,13c289a69eb94b108f4bc406a16d1595,10,0.33,2,1,500,0.7593417803258251,1.4.2,male,fassets
77193e4d4b04465cb462e13ed58a8657,able-elk-460,a16f5039b7bc41fb9e910f7d51e76490,10,0.33,2,1,500,0.713102369087135,1.4.2,female,massets
90815128d19d4166b5459ba011fb7f22,blushing-dove-314,3330e6b75eca40ff9b5dbd134a923660,10,0.33,2,1,500,0.7094530027826247,1.4.2,female,massets
db7d0719dbc743eeae74856ffb926154,rare-wolf-939,fcd7c32e40de499bb9f9531b48f0a70b,10,0.33,2,1,500,0.7245479523138398,1.4.2,female,massets
2d9cde7967eb45ada92766ec324483a7,thoughtful-shad-465,a358e276fadf4a82a9a11e85ad7450e5,10,0.33,2,1,500,0.7131023690871351,1.4.2,female,massets
d14f2d15d4254e3285ee427a9e515d3e,welcoming-wasp-875,4d9c995aca794bc8be7c631414466098,10,0.33,2,1,500,0.525268154649059,1.4.2,female,massets
25cbe4dbb4844007b3be7d58eb368a38,serious-chimp-37,a5b312adb7684c628fe3ed3c8ad3d2df,10,0.33,2,1,500,0.6721831051909398,1.4.2,female,massets
aa9f6c8444984372bdcb844697973003,inquisitive-deer-753,9b116d402e624918ace5052cf66390d1,10,0.33,2,1,500,0.4471402879837812,1.4.2,female,massets
66efce46ba8c4fdab9f318bae2253975,adventurous-shad-69,df535852293243f88b489c810d10aa90,10,0.33,2,1,500,0.7205979486533469,1.4.2,female,massets
40746e6c505c4be5ba646420b2870662,calm-cod-692,7ed8021f839d4ace9826268936dcd865,10,0.33,2,1,500,0.612910776659368,1.4.2,female,massets
bd7a3c32deb345629d7c8d77b992e320,gaudy-horse-80,2dd5a336e1c242b9a74a06f19ddc6728,10,0.33,2,1,500,0.6598380722404296,1.4.2,female,massets
cfde237339d743b7b2e93109b3f6dab5,secretive-fawn-103,80c1c8c581eb43ed9b3792d9730615d8,10,0.33,2,1,500,0.6636891727426057,1.4.2,female,massets
57dce5258535460d8e1c71862779f51a,orderly-sponge-779,2304be4180124969ba0425a5ad32f0b9,10,0.33,2,1,500,0.8612611549652861,1.4.2,male,massets
c2ed1408c98140c0ba5d930e8360d432,unique-kite-847,ca144168d10541528659545496c9f21c,10,0.33,2,1,500,0.8594535362639766,1.4.2,male,massets
7d922ec91bad4bd08cd8e10120bfad82,casual-fly-738,ab7ab5e267cd4b36adb73bdc8189603e,10,0.33,2,1,500,0.8654947464325031,1.4.2,male,massets
877ab00024c44370b9b1116966dc9265,fearless-roo-271,1768da8e4aff46e1905734eb02b9b405,10,0.33,2,1,500,0.8612611549652861,1.4.2,male,massets
165a86f29db44064b16bca6aa77989ce,redolent-goat-783,af634b207cdf4be2b63a01714b72752f,10,0.33,2,1,500,0.6459968802850286,1.4.2,male,massets
4c1ffa2d1ef54297af102fca92d0c5ec,flawless-sloth-473,c68d6a2d4bba4e0a95b878dd630b9e9c,10,0.33,2,1,500,0.7773570386553017,1.4.2,male,massets
2281a94b193441119551eb992abb8b34,receptive-fish-197,910eafa2957e4c4192c46bc8a84a8883,10,0.33,2,1,500,0.5873031412168295,1.4.2,male,massets
