links_roads_nearestid,links_roads_nearestdist,major_roads_nearestid,major_roads_nearestdist,minor_roads_nearestid,minor_roads_nearestdist,nocars_roads_nearestid,nocars_roads_nearestdist,small_roads_nearestid,small_roads_nearestdist,unknown_roads_nearestid,unknown_roads_nearestdist,all_roads_nearestdist,all_roads_nearest-osmid,links_roads_length,major_roads_length,minor_roads_length,nocars_roads_length,small_roads_length,unknown_roads_length,all_roads_length,DHSID
515100446,0.019758885821696038,33402782,0.007288569332577524,676976697,0.0007987413080700152,925014155,0.0018281772508720831,925014160,0.0017459581028038704,25747761,0.06693005182277646,0.0007987413080700152,minor_roads_nearestdist,0.0,3943.310111627172,167173.97138466136,13520.320994782256,25550.787923215168,0.0,210188.39041428597,KE201400000016
231508263,0.00599479161428905,231508270,0.0009806213333232335,26472167,0.0006274406015298778,658584057,0.00787765154536211,926999577,9.081404049699709e-05,25747761,0.07030740762633567,9.081404049699709e-05,small_roads_nearestdist,1665.8846066603273,8115.117935356446,48972.1140770434,917.6424151174426,67957.75450150581,0.0,127628.51353568342,KE201400000017
710374795,0.03065454498154008,685864460,0.0058801756986895165,828302641,0.004208049803290476,674920200,0.008832245530322363,674986133,0.0037723872320496246,25747761,0.08882709659140214,0.0037723872320496246,small_roads_nearestdist,0.0,3535.197671334056,48244.205877112574,2107.7099728402427,10097.624503953053,0.0,63984.73802523992,KE201400000018
714339009,0.01676930806215822,658223863,0.003701397659409816,677925792,0.00011725214654342035,849627271,0.0012694521892808205,861114261,0.0024285569334068858,25747761,0.06047766311692727,0.00011725214654342035,minor_roads_nearestdist,0.0,14104.507703197647,205073.38149899905,11552.802762309599,27743.989443134837,0.0,258474.68140764112,KE201400000019
714339009,0.02434673343533592,26469151,0.003613370546541852,658250209,0.0003635462757994307,658402325,0.005251601269706084,918503523,0.0032102546863004935,25747761,0.0756415996177893,0.0003635462757994307,minor_roads_nearestdist,0.0,7730.17600523944,154556.05114919855,2477.332246925411,11289.085100577466,0.0,176052.6445019409,KE201400000020
714339009,0.021268210447079102,26469151,0.0012257443504621777,676734768,0.00015158649548272489,657694362,0.006575859388107945,926455834,0.0021221534785355136,25747761,0.07254978807736091,0.00015158649548272489,minor_roads_nearestdist,0.0,10355.370069812854,159813.7624295553,1831.267401881159,15498.814249673373,0.0,187499.2141509227,KE201400000021
714339009,0.006230601463926053,678572285,0.0013950799514905578,678128582,0.00018342319699301424,126628895,0.006458209381723274,927586513,0.0007180091497298081,25747761,0.04864735845080368,0.00018342319699301424,minor_roads_nearestdist,1669.721647559594,33726.43278886873,212729.98388454874,1091.080310857275,27054.7274488877,0.0,276271.94608072203,KE201400000022
680281832,0.00735460269281859,39519106,0.0060707451995474495,128490110,0.0005152020631363548,680029870,0.0005152020631363548,74479352,0.004447469448458814,25747761,0.032836225702518644,0.0005152020631363548,minor_roads_nearestdist,1593.4132223913975,22268.591610351807,99457.18944745424,17767.788148869793,52996.52504772227,0.0,194083.5074767895,KE201400000023
679967612,0.007436556730047032,40350411,0.0069580569235138225,77517736,0.0001741316969224548,128383169,0.0006243156230875021,924696731,0.00113736145106103,25747761,0.038796010966169546,0.0001741316969224548,minor_roads_nearestdist,4572.565590955202,27174.803615149147,104619.2918749787,15785.972366129748,57526.72462273572,0.0,209679.35806994853,KE201400000024
679187470,0.005280721797924352,663223936,0.004824300919451366,924691433,0.0010432536461033523,239409015,0.003391728586789132,827209321,0.0008128648728887129,25747761,0.04412908178272996,0.0008128648728887129,small_roads_nearestdist,5570.126623121211,24376.70747943623,102308.62872454512,10696.06194775724,57964.537347929334,0.0,200916.06212278915,KE201400000025
918228908,0.004934004288691542,663223936,0.004782245657097857,128266246,0.00010302949411740321,239409015,0.0024756027204136935,924728283,0.0008187400612486894,25747761,0.041837167493570464,0.00010302949411740321,minor_roads_nearestdist,5218.467558950364,26249.753445576072,93501.90755701647,12605.324877020586,59671.79084623695,0.0,197247.24428480046,KE201400000026
247463078,0.028874137051321972,33402782,0.005456217667215824,828410862,4.77958041895401e-05,828410860,0.0006626712178324636,828410840,0.0014538066164187134,25747761,0.08990301611657027,4.77958041895401e-05,minor_roads_nearestdist,0.0,7987.588542205262,248675.85326844658,1819.3674933626448,7033.830852520382,0.0,265516.64015653485,KE201400000027
714339009,0.007511730406883218,427849273,0.0014131928137719304,86402284,0.0005305992983783421,678046855,0.003440238492813604,921938143,0.0009138003199464246,25747761,0.05874567308347687,0.0005305992983783421,minor_roads_nearestdist,23.72748672527443,15761.72943771157,207066.03968128606,1475.7023274543265,19163.2131143585,0.0,243490.4120475357,KE201400000028
678333050,0.003729206105187863,26702867,0.0006727044869117183,76775236,0.00034855336393523116,126628895,0.0021344861512916863,924069018,0.00048018992321458476,25747761,0.04091397828042711,0.00034855336393523116,minor_roads_nearestdist,3512.0052142380036,41005.25224982007,179846.9151622125,634.0997010184517,32767.563975657446,0.0,257765.83630294647,KE201400000029
714339009,0.011032464974174759,26469151,0.003519887683164843,450949710,0.0004927944256710903,678046856,0.0005613703324673893,926579657,0.0030548355628669515,25747761,0.06227529095746773,0.0004927944256710903,minor_roads_nearestdist,23.72748672527443,14204.385128130178,191972.0123402431,1707.3468029076034,17373.749636002707,0.0,225281.22139400887,KE201400000030
286033103,0.004410845984421784,39519106,0.002317845455445837,859412883,0.0006807459045222988,637439670,0.004267872397997133,786997824,0.00044037319851527706,25747761,0.02634238319550188,0.00044037319851527706,small_roads_nearestdist,3514.312000056575,25048.42151391331,92630.7899085352,16698.03932395059,51597.51941354165,0.0,189489.0821599973,KE201400000031
671410353,0.0031740137039336447,24716716,0.0004310969030996114,678634793,0.0007182755801195999,76767909,0.002292967408727265,921580585,0.000902178129737667,25747761,0.020809085925387025,0.0004310969030996114,major_roads_nearestdist,2095.208226297859,24381.237102125226,96859.16556451094,7702.269253034336,56934.98650720473,0.0,187972.86665317309,KE201400000032
369093060,0.002437646611759724,293560854,0.00010390178707332129,204541547,0.0020112434983395712,150473468,0.00010390178707332129,770404701,0.0002807241233322,25747761,0.013540868613911749,0.00010390178707332129,major_roads_nearestdist,2911.9775967043092,28843.763299656148,46222.36306756144,13153.183356418604,64963.70576537281,0.0,156094.9930857133,KE201400000033
680371182,0.004320543976430496,571774120,0.00016009885158475097,126828536,6.584813821106951e-05,126828540,0.0007511068686095184,926985221,0.0005205050848728423,25747761,0.016093396868620352,6.584813821106951e-05,minor_roads_nearestdist,1581.4073980551773,50581.70094927111,125828.75788123194,5895.515536327013,54573.83762931581,0.0,238461.21939420106,KE201400000034
680281832,0.0019105262959221902,39519106,0.0005832292845786379,766127583,0.0013630968741562134,637421181,0.0015937698992004186,923602259,0.00018212888934330352,25747761,0.035466701447230034,0.00018212888934330352,small_roads_nearestdist,3527.6306092894083,27511.3682247378,130219.15946857588,15061.594975286467,36770.86597391276,0.0,213090.6192518023,KE201400000035
584887778,0.009316855096420568,101074610,0.005075301133187003,139962852,0.0004839067696129183,138701746,0.0015418494326083455,924605812,0.001735582151040187,25747761,0.025484397794192083,0.0004839067696129183,minor_roads_nearestdist,249.43485185852654,15238.46212004742,68199.90515655403,17290.594698771216,70001.3679516707,0.0,170979.76477890188,KE201400000036
658273358,0.0024616022667619214,640085854,0.0014689504316085379,226881916,0.0001772069700601654,679997890,0.00057226728266999,923643375,0.0013862625415049612,25747761,0.04233324767462021,0.0001772069700601654,minor_roads_nearestdist,427.9719169957251,25390.853246536637,142560.0370951839,31829.66491955406,33680.95212794273,0.0,233889.47930621306,KE201400000037
566876107,0.00019049007548239068,231932782,0.00029809692618172655,730203007,0.000767036294085833,698622675,0.0018675135511490029,785953570,6.935693797558207e-05,25747761,0.03328951970029737,6.935693797558207e-05,small_roads_nearestdist,8765.991458816723,62095.17509927458,111562.43997907836,8845.31543634621,81730.86523656597,0.0,272999.7872100818,KE201400000038
710372168,0.0030210170008404076,231510709,0.00223028003518034,667221164,0.0008985122322036896,239559121,0.002737482581299124,828129666,0.000385842701269088,25747761,0.03230206092483823,0.000385842701269088,small_roads_nearestdist,5961.495686701879,41592.69940045155,92843.98380685574,15285.254506000325,57343.20777331713,0.0,213026.64117332664,KE201400000039
659308924,0.0031297743958568535,326666377,0.0015405342603055745,89550173,0.0006007530020985244,784390320,1.830620133750633e-05,921930131,0.001100732592267855,25747761,0.028278224046441144,1.830620133750633e-05,nocars_roads_nearestdist,2524.2848468680736,34484.86718505024,83125.67100440583,17987.84255130762,38459.173645564035,0.0,176581.8392331958,KE201400000040
668295093,0.009690044969619158,226151337,0.003081003734251809,184369622,0.0016833135610573875,674370362,0.0035875706090530064,793280524,0.0006440376731291795,25747761,0.08835947224080117,0.0006440376731291795,small_roads_nearestdist,37.93976612483962,12256.858010100781,148922.55182166302,4441.400372804074,21026.28081739633,0.0,186685.03078808906,KE201400000041
231499826,0.008209403792569793,166963148,0.001071643793783101,674356086,5.5409308313678295e-06,863439875,0.00023918102921447167,924644464,0.0005271578546348951,25747761,0.08341235303970412,5.5409308313678295e-06,minor_roads_nearestdist,2469.856638981615,26167.691422477314,151900.41451516643,4429.5825215961495,36742.09435521741,0.0,221709.6394534389,KE201400000042
668295093,0.0031588842515295223,668295096,0.0004991318120383804,668432066,0.00023696583051199965,668432061,0.004548832502831401,921927569,0.001420637274073121,25747761,0.09811910545469023,0.00023696583051199965,minor_roads_nearestdist,352.20319174601616,10333.322386515198,134484.17421338445,2485.9928969879575,37353.10013355735,0.0,185008.79282219097,KE201400000043
658273358,0.0005320450299167723,640085854,5.7500447896780884e-05,728733448,0.00034733361966557565,679997888,0.0017560885480797225,923643372,0.00046677130012948625,25747761,0.04502497456497614,5.7500447896780884e-05,major_roads_nearestdist,1631.6491715371308,27590.364047487896,140836.0343403009,32471.431909545987,37867.09401135159,0.0,240396.57348022348,KE201400000044
247463078,0.025593934928175598,25786642,0.00566741778288772,658144304,0.00020914732345162832,819107623,0.00530627800523119,926154096,0.0005290999489503188,25747761,0.10325705544952751,0.00020914732345162832,minor_roads_nearestdist,0.0,3779.6834691453864,159948.90984364555,498.96750768726145,15560.14742559777,0.0,179787.70824607596,KE201400000045
247463078,0.01949069987285416,25786642,0.0007292975418909719,657613765,8.500309040365185e-05,380165038,0.005602349111202019,920615014,0.0013486551294309966,25747761,0.09232342229184143,8.500309040365185e-05,minor_roads_nearestdist,0.0,4138.311074944056,200573.38405640295,2187.602914592983,11682.429055111763,0.0,218581.72710105177,KE201400000046
826489074,0.007691310934108365,643633767,0.007110647294136131,24951183,0.0058962633301832944,142777587,0.00046676840778889814,313840891,0.002282412463651728,25747761,0.0447305778797225,0.00046676840778889814,nocars_roads_nearestdist,94.92930366012816,6836.476871561382,38566.40931849504,31630.93624578747,23491.97720104236,0.0,100620.72894054638,KE201400000047
658273358,0.002871150713818596,112470688,0.002250232646008108,679176865,0.0004745038660380954,679997888,0.0030566995727255653,793858715,0.0007482672954726531,25747761,0.046197991107517086,0.0004745038660380954,minor_roads_nearestdist,216.97145967459224,23906.628531865812,155776.0555487335,30712.71025982024,33154.45769911253,0.0,243766.8234992067,KE201400000048
680032415,0.0012621202773554318,640082448,0.0011214451643544782,674860433,0.0013843026713150045,224515541,0.002936860117863128,828184363,4.41300006135667e-05,25747761,0.04925093641727693,4.41300006135667e-05,small_roads_nearestdist,2305.00034917606,29189.09103183011,116899.76878675734,28980.85901302379,53719.63170447347,0.0,231094.35088526076,KE201400000049
659308924,0.009727348690644736,326666377,0.00346024889731088,863551501,0.00039208067645277064,96054408,0.0034918214239660415,864581185,0.0012797067280816625,25747761,0.024980442834583685,0.00039208067645277064,minor_roads_nearestdist,299.20501938174954,25778.977883930533,97099.34084687487,15561.127844241153,32560.426579526687,0.0,171299.07817395497,KE201400000050
671940228,0.004308607172815252,659308913,0.00180665861478268,4821502,0.00010068652614648598,659308912,0.001751643044830635,126341544,0.00015513393831462937,25747761,0.01840929454444909,0.00010068652614648598,minor_roads_nearestdist,3023.595600266972,60711.53656100109,123591.999486552,7557.37724969516,58753.675103499074,0.0,253638.18400101428,KE201400000051
671410463,0.013469984759144559,166963150,0.0027536623028708465,859413349,0.002674715342356265,745711035,0.005535796163731544,926710058,0.002792873096766923,25747761,0.025819818747359186,0.002674715342356265,minor_roads_nearestdist,11.478691413432804,23867.009778548483,113818.04518234877,7633.895602216474,28116.170128050508,0.0,173446.59938257764,KE201400000052
227701266,0.0107947062403975,24011418,0.0004666508223796103,93671280,0.000546412724504478,280734650,0.0036179452601145566,918120072,0.0004808136875447823,25747761,0.061478284840576304,0.0004666508223796103,major_roads_nearestdist,1369.3941331863143,13177.891412780462,61211.78087649119,19499.993010291422,38548.297101790566,0.0,133807.35653453995,KE201400000053
987949123,0.0028403059454157613,87647441,0.0013580140236921982,88407346,0.0005494406503271362,625130271,0.003753778085028079,913048319,0.0011139697886004116,25747761,0.09852368576113914,0.0005494406503271362,minor_roads_nearestdist,627.22437164134,13605.761986173498,97274.04378783132,6831.8190567511465,21502.84508775621,0.0,139841.6942901535,KE201400000054
958745588,0.00047166220972606656,768420460,0.00047166220972606656,4752326,9.388889776858646e-05,45763003,0.0007479757561500159,239795148,3.355819949791811e-05,25747761,0.053366657071075706,3.355819949791811e-05,small_roads_nearestdist,3511.3726004870614,34590.221708237266,85275.69220605741,13393.524863025157,89656.80373260073,0.0,226427.6151104076,KE201400000055
89821743,0.0022652252924827386,4741915,0.0005666424990695889,113187445,0.00021953953119500767,113187437,0.0004967195511130197,113187438,9.456750338606642e-05,25747761,0.033957071665536125,9.456750338606642e-05,small_roads_nearestdist,6487.257013545607,75273.56593831618,85233.05494462737,19806.42470860384,93134.23803400013,0.0,279934.54063909315,KE201400000056
691251645,0.13103271610059952,315738273,0.013470731874996438,531547265,0.0011965822118192157,693590934,0.022094006158055863,883292955,0.004419987251898376,635317673,0.39941970217861206,0.0011965822118192157,minor_roads_nearestdist,0.0,0.0,20290.953598899352,0.0,2809.0640817285225,0.0,23100.017680627876,KE201400000057
691251645,0.09744124303040241,288920692,0.007856635525027708,485738037,0.008094434753154968,871443930,0.027602619827915353,485738038,0.006997850707989919,635317673,0.41740790714783516,0.006997850707989919,small_roads_nearestdist,0.0,25114.300183570893,91066.95183195984,0.0,1781.0822370067922,0.0,117962.33425253753,KE201400000058
710064520,0.09430297699497445,693327488,0.013859911248912563,1005374208,0.003992304987055141,1005374202,0.011606716014064758,692226962,0.005521553456789591,635317673,0.33746782309359946,0.003992304987055141,minor_roads_nearestdist,0.0,20568.046064802533,82530.57822353471,4213.896134640363,12580.387550171738,0.0,119892.90797314935,KE201400000059
710064520,0.03649700163142056,151766819,0.0010679757382265412,351924634,0.00023165607381572017,702775472,0.0014462246777833187,863164822,0.004292129865000006,635317673,0.2783168158822415,0.00023165607381572017,minor_roads_nearestdist,0.0,8274.094526822837,85311.5422083016,467.1824500207764,0.0,0.0,94052.81918514521,KE201400000060
710064520,0.10365345911616715,254913943,0.006295933840614139,865157309,0.001274257481447885,1005374207,0.015991599581464684,1005374217,0.013391025217424263,635317673,0.34543123657515395,0.001274257481447885,minor_roads_nearestdist,0.0,26154.77784824818,67826.8417796087,15.931795524486965,2723.312674231398,0.0,96720.86409761276,KE201400000061
700853210,0.05840956360642679,34129537,0.00540396034886016,693326259,0.0002269373333618219,863534393,0.017234848608352987,998684406,0.02672797199702951,646723855,0.19954204112500523,0.0002269373333618219,minor_roads_nearestdist,0.0,10807.438645403116,174763.32891029966,0.0,0.0,0.0,185570.76755570277,KE201400000062
700853210,0.05426342810219332,193496374,0.0009916744813144131,693502927,0.00047540594662331183,863556258,0.005967568615964361,1004641973,0.0046732122554983425,635317673,0.19571199147152984,0.00047540594662331183,minor_roads_nearestdist,0.0,18339.30134496209,166544.36114760576,1831.4009998948793,15200.740748529308,0.0,201915.80424099206,KE201400000063
718242974,0.029642283583743198,41792391,0.01065002505189825,692732066,0.0005241116807547662,1007403959,0.022741370714186214,1007404023,0.023618768378236073,635317673,0.24553210892387445,0.0005241116807547662,minor_roads_nearestdist,0.0,9819.15324132003,252651.05346696105,0.0,0.0,0.0,262470.20670828107,KE201400000064
710064520,0.028641228445508357,693327488,0.007355556295680455,691973072,0.0004425672896104919,864248035,0.0031865798044952683,1005639913,0.002035115009864121,635317673,0.24432387738280625,0.0004425672896104919,minor_roads_nearestdist,0.0,2323.4712076218602,79321.27908078863,4674.839681863258,1376.711240631549,0.0,87696.3012109053,KE201400000065
700853210,0.05990383390905223,193496374,0.0011232724668913388,693355360,0.0019044504124736646,863556258,0.008912196603677813,1004641973,0.003617202869248786,635317673,0.200635071908304,0.0011232724668913388,major_roads_nearestdist,0.0,19564.715343241263,224114.10384754796,2258.0164042066467,12446.045193997717,0.0,258382.88078899359,KE201400000066
710064520,0.030157883626631892,693327488,0.007702449411953434,691727143,0.00029346585239014287,939346446,0.003449717610259369,691973079,0.002361651797592662,635317673,0.2406739695428749,0.00029346585239014287,minor_roads_nearestdist,0.0,3708.447724822291,87737.47555653137,4407.707173201192,1627.0916918177045,0.0,97480.72214637257,KE201400000067
711599964,0.04330182975394256,437944545,0.002317599656620943,708669643,0.001291026147208421,697802419,0.021284692650537704,693530003,0.009960959925808083,646723855,0.16240745563214842,0.001291026147208421,minor_roads_nearestdist,0.0,22473.190062079884,117951.45337382072,0.0,998.5871203408766,0.0,141423.2305562415,KE201400000068
700853211,0.03181232519766521,237507682,0.0012272528438396473,693536045,0.00015372427155199998,863534393,0.019042307321978074,1002390248,0.02283633604685194,646723855,0.1325391230881999,0.00015372427155199998,minor_roads_nearestdist,0.0,28891.73893304262,188006.53839580866,203.44427030746814,150.03183518492213,0.0,217251.75343434367,KE201400000069
700853211,0.034349800573006475,237507682,0.006201357768176575,693499595,0.0008471999678484838,863534393,0.02422824115536921,693530005,0.01933767529070567,646723855,0.15752087867632114,0.0008471999678484838,minor_roads_nearestdist,0.0,17896.634461445767,145676.6006754014,0.0,0.0,0.0,163573.23513684716,KE201400000070
716042458,0.014483043279445836,151766817,0.0022100580639981093,692260236,0.000442168118351417,1006700484,0.01405695101719064,786549455,0.009779606846719057,646723855,0.25699716972970155,0.000442168118351417,minor_roads_nearestdist,0.0,7245.2539925258225,44456.461137319595,0.0,0.0,0.0,51701.71512984542,KE201400000071
716042458,0.016673922020759416,151766817,0.0007125028093401977,692260241,0.0004628341030938902,1006830576,0.015457252569947127,786549455,0.012299311140658941,646723855,0.24987587353311705,0.0004628341030938902,minor_roads_nearestdist,0.0,6404.674037273031,39277.57931537408,0.0,0.0,0.0,45682.25335264711,KE201400000072
718242974,0.012874237725532173,41792391,0.006411186802119803,1007404028,0.0007580323210081932,1007403942,0.0008528944278192399,1007404015,0.0010950242364493189,646723855,0.26176810037434634,0.0007580323210081932,minor_roads_nearestdist,0.0,3749.2450469532996,26250.490943760105,3549.9287838764812,284.47557721072485,0.0,33834.14035180061,KE201400000073
711599964,0.048643025786624286,193438640,0.003098526462775056,217794000,0.0010101403930442344,691490323,0.030952080053929732,998684406,0.010796276432678017,646723855,0.19947779877470273,0.0010101403930442344,minor_roads_nearestdist,0.0,2354.223109580447,21898.683836945598,0.0,0.0,0.0,24252.906946526044,KE201400000074
716042458,0.020172373208352797,41792391,0.012346018319937153,692239901,0.0008378725456864813,1006830084,0.012492471479152424,381084227,0.012053753942156823,646723855,0.23577678304356073,0.0008378725456864813,minor_roads_nearestdist,0.0,2711.2655060196184,33115.68336953274,0.0,0.0,0.0,35826.948875552356,KE201400000075
700819242,0.09442552421707229,188890167,0.013067546685185194,691477453,0.00038002318418974674,499924576,0.012686302099920088,333632770,0.028261308516848778,646723855,0.41462851242651255,0.00038002318418974674,minor_roads_nearestdist,0.0,12058.389931048929,110452.56901951478,3459.2939930134617,0.0,0.0,125970.25294357717,KE201400000076
700819242,0.10103960368304726,188890167,0.005297700913147696,691635324,0.0007256069559766886,499924576,0.020431578393405935,333632770,0.03595619462534418,646723855,0.4168463394388781,0.0007256069559766886,minor_roads_nearestdist,0.0,10944.9313154533,117101.04140093099,1092.8125550150878,0.0,0.0,129138.78527139938,KE201400000077
700819242,0.09998163320492051,132379516,0.021718378475386314,691632675,0.004882729109331509,692743882,0.008401630187926548,333635911,0.02290493491746766,646723855,0.3932625796847515,0.004882729109331509,minor_roads_nearestdist,0.0,9418.632932226867,135634.2596079659,3593.6870414001132,0.0,0.0,148646.5795815929,KE201400000078
716042458,0.06324387375650768,101171542,0.004951229890916559,693043008,0.0024758369468582514,334528313,0.045163960355955816,334353807,0.00853868768863658,646723855,0.30436653228942767,0.0024758369468582514,minor_roads_nearestdist,0.0,9013.963374833682,72547.96989064774,0.0,6175.997433819323,0.0,87737.93069930075,KE201400000079
675165242,0.04105276967933494,334353806,0.019322235795118985,692236956,0.0010962082253239808,1009009540,0.02229506247979037,673809845,0.008838128677508359,646723855,0.3415269640415094,0.0010962082253239808,minor_roads_nearestdist,0.0,13008.320089900475,174511.97256418393,10581.294294039413,23603.402444896994,0.0,221704.9893930208,KE201400000080
700819242,0.016603773875770816,203940523,0.005147885352076603,700878065,0.0006955746464754424,839709458,0.024397997767378773,335372543,0.012177655977105423,766595202,0.4297727486099309,0.0006955746464754424,minor_roads_nearestdist,49.263051336256964,4728.294298459278,50467.28107680522,0.0,888.4340257116432,0.0,56133.2724523124,KE201400000081
700819242,0.014826332958876023,515087561,0.0016105287591191841,329436480,0.00031138006321008093,1007403920,0.020061354057125735,1007896092,0.013243345487565835,766595202,0.4436652423709244,0.00031138006321008093,minor_roads_nearestdist,49.263051336256964,18965.43592107645,224597.92214921853,134.77343022472238,3055.1893773313127,0.0,246802.58392918727,KE201400000082
700819242,0.0540338440995127,34358224,0.006772697652232135,329436441,0.0004078746491258038,499924576,0.028415026040672392,499924574,0.02015434860207075,766595202,0.47553911599018606,0.0004078746491258038,minor_roads_nearestdist,0.0,19358.42575166725,97919.93877437741,0.0,3284.370541413255,0.0,120562.73506745792,KE201400000083
693467889,0.08956347678406937,128065500,0.006864934579611795,672278743,0.0009380935737774623,165630967,0.053433336170168565,692266435,0.008905333676921296,25747761,0.3882066675926246,0.0009380935737774623,minor_roads_nearestdist,0.0,4923.9018379566405,40160.631237108835,0.0,2946.802637127569,0.0,48031.335712193046,KE201400000084
693467889,0.12531547137612647,128065500,0.003226441630316847,863897954,0.00022579500722085842,279104952,0.06274732483423416,969254512,0.020899833446040336,25747761,0.36663324452520374,0.00022579500722085842,minor_roads_nearestdist,0.0,13549.19999952905,36895.88649264798,0.0,10402.074278562684,0.0,60847.16077073971,KE201400000085
