DHSID,water_transport_count,air_transport_count,ground_transport_count,all_transport_count
KE201400001229,0.0,0.0,0.0,0.0
KE201400001230,0.0,1.0,0.0,1.0
KE201400001231,0.0,0.0,0.0,0.0
KE201400001232,0.0,0.0,0.0,0.0
KE201400001233,0.0,0.0,0.0,0.0
KE201400001234,0.0,0.0,0.0,0.0
KE201400001235,0.0,0.0,0.0,0.0
KE201400001236,0.0,0.0,0.0,0.0
KE201400001237,0.0,0.0,1.0,1.0
KE201400001238,0.0,0.0,0.0,0.0
KE201400001239,0.0,0.0,0.0,0.0
KE201400001240,0.0,0.0,0.0,0.0
KE201400001241,0.0,0.0,0.0,0.0
KE201400001242,0.0,0.0,0.0,0.0
KE201400001243,0.0,0.0,0.0,0.0
KE201400001244,0.0,0.0,0.0,0.0
KE201400001245,0.0,0.0,0.0,0.0
KE201400001246,0.0,0.0,0.0,0.0
KE201400001247,0.0,0.0,0.0,0.0
KE201400001248,0.0,0.0,0.0,0.0
KE201400001249,0.0,0.0,0.0,0.0
KE201400001250,0.0,0.0,0.0,0.0
KE201400001251,0.0,0.0,0.0,0.0
KE201400001252,0.0,0.0,0.0,0.0
KE201400001253,0.0,0.0,0.0,0.0
KE201400001254,0.0,0.0,0.0,0.0
KE201400001255,0.0,1.0,0.0,1.0
KE201400001256,0.0,0.0,0.0,0.0
KE201400001257,0.0,0.0,0.0,0.0
KE201400001258,0.0,1.0,0.0,1.0
KE201400001259,0.0,0.0,0.0,0.0
KE201400001260,0.0,1.0,0.0,1.0
KE201400001261,0.0,0.0,0.0,0.0
KE201400001262,0.0,1.0,0.0,1.0
KE201400001263,0.0,0.0,0.0,0.0
KE201400001264,0.0,0.0,0.0,0.0
KE201400001265,0.0,0.0,0.0,0.0
KE201400001266,0.0,0.0,0.0,0.0
KE201400001267,0.0,0.0,0.0,0.0
KE201400001268,0.0,1.0,0.0,1.0
KE201400001269,0.0,1.0,0.0,1.0
KE201400001270,0.0,0.0,0.0,0.0
KE201400001272,0.0,0.0,0.0,0.0
KE201400001273,0.0,0.0,0.0,0.0
KE201400001274,0.0,0.0,0.0,0.0
KE201400001275,0.0,4.0,0.0,4.0
KE201400001276,0.0,1.0,0.0,1.0
KE201400001277,0.0,0.0,0.0,0.0
KE201400001278,0.0,1.0,0.0,1.0
KE201400001279,0.0,1.0,0.0,1.0
KE201400001280,0.0,0.0,0.0,0.0
KE201400001281,0.0,0.0,3.0,3.0
KE201400001282,0.0,0.0,3.0,3.0
KE201400001283,0.0,2.0,3.0,5.0
KE201400001284,0.0,0.0,3.0,3.0
KE201400001285,0.0,4.0,3.0,7.0
KE201400001286,0.0,0.0,0.0,0.0
KE201400001287,0.0,0.0,2.0,2.0
KE201400001288,0.0,0.0,2.0,2.0
KE201400001289,0.0,0.0,0.0,0.0
KE201400001290,0.0,0.0,0.0,0.0
KE201400001291,0.0,0.0,4.0,4.0
KE201400001292,0.0,0.0,0.0,0.0
KE201400001293,0.0,0.0,0.0,0.0
KE201400001294,0.0,0.0,0.0,0.0
KE201400001295,0.0,0.0,0.0,0.0
KE201400001296,0.0,0.0,0.0,0.0
KE201400001297,0.0,0.0,0.0,0.0
KE201400001298,0.0,0.0,0.0,0.0
KE201400001299,0.0,0.0,0.0,0.0
KE201400001300,0.0,1.0,0.0,1.0
KE201400001301,0.0,0.0,0.0,0.0
KE201400001302,0.0,0.0,0.0,0.0
KE201400001303,0.0,0.0,0.0,0.0
KE201400001304,0.0,0.0,5.0,5.0
KE201400001305,0.0,0.0,0.0,0.0
KE201400001306,0.0,0.0,0.0,0.0
KE201400001307,0.0,0.0,5.0,5.0
KE201400001308,0.0,0.0,5.0,5.0
KE201400001309,0.0,0.0,0.0,0.0
KE201400001310,0.0,0.0,0.0,0.0
KE201400001311,0.0,0.0,0.0,0.0
KE201400001312,0.0,1.0,1.0,2.0
KE201400001313,0.0,0.0,0.0,0.0
KE201400001314,0.0,1.0,1.0,2.0
KE201400001315,0.0,0.0,0.0,0.0
KE201400001316,0.0,0.0,0.0,0.0
KE201400001317,0.0,1.0,2.0,3.0
KE201400001318,0.0,0.0,0.0,0.0
KE201400001319,0.0,0.0,0.0,0.0
KE201400001320,0.0,0.0,0.0,0.0
KE201400001321,0.0,0.0,4.0,4.0
KE201400001322,0.0,0.0,0.0,0.0
KE201400001323,0.0,1.0,1.0,2.0
KE201400001324,0.0,0.0,0.0,0.0
KE201400001325,0.0,2.0,0.0,2.0
KE201400001326,0.0,0.0,2.0,2.0
KE201400001327,0.0,2.0,2.0,4.0
KE201400001328,0.0,3.0,1.0,4.0
KE201400001329,0.0,0.0,2.0,2.0
KE201400001330,0.0,0.0,2.0,2.0
KE201400001331,0.0,0.0,1.0,1.0
KE201400001332,0.0,0.0,0.0,0.0
KE201400001333,0.0,0.0,0.0,0.0
KE201400001334,0.0,0.0,0.0,0.0
KE201400001335,0.0,0.0,0.0,0.0
KE201400001336,0.0,0.0,0.0,0.0
KE201400001337,0.0,0.0,0.0,0.0
KE201400001338,0.0,0.0,0.0,0.0
KE201400001339,0.0,0.0,0.0,0.0
KE201400001340,0.0,0.0,0.0,0.0
KE201400001341,0.0,0.0,0.0,0.0
KE201400001342,0.0,0.0,2.0,2.0
KE201400001343,0.0,0.0,2.0,2.0
KE201400001344,0.0,0.0,1.0,1.0
KE201400001345,0.0,0.0,2.0,2.0
KE201400001346,0.0,0.0,2.0,2.0
KE201400001347,0.0,0.0,0.0,0.0
KE201400001348,0.0,0.0,0.0,0.0
KE201400001349,0.0,0.0,0.0,0.0
KE201400001350,0.0,0.0,0.0,0.0
KE201400001351,0.0,1.0,0.0,1.0
KE201400001352,0.0,0.0,0.0,0.0
KE201400001353,0.0,0.0,0.0,0.0
KE201400001354,0.0,0.0,0.0,0.0
KE201400001355,0.0,0.0,0.0,0.0
KE201400001356,0.0,3.0,0.0,3.0
KE201400001357,0.0,1.0,0.0,1.0
KE201400001358,0.0,0.0,0.0,0.0
KE201400001359,0.0,0.0,1.0,1.0
KE201400001360,0.0,0.0,0.0,0.0
KE201400001361,0.0,0.0,0.0,0.0
KE201400001363,0.0,0.0,0.0,0.0
KE201400001364,0.0,0.0,0.0,0.0
KE201400001365,0.0,0.0,0.0,0.0
KE201400001366,0.0,1.0,0.0,1.0
KE201400001367,0.0,0.0,0.0,0.0
KE201400001368,0.0,1.0,0.0,1.0
KE201400001369,0.0,0.0,0.0,0.0
KE201400001370,0.0,0.0,0.0,0.0
KE201400001371,0.0,1.0,0.0,1.0
KE201400001372,0.0,0.0,0.0,0.0
KE201400001373,0.0,0.0,0.0,0.0
KE201400001374,0.0,0.0,0.0,0.0
KE201400001375,0.0,1.0,1.0,2.0
KE201400001376,0.0,0.0,0.0,0.0
KE201400001377,0.0,0.0,1.0,1.0
KE201400001378,0.0,0.0,0.0,0.0
KE201400001379,0.0,0.0,1.0,1.0
KE201400001380,0.0,0.0,0.0,0.0
KE201400001381,0.0,0.0,0.0,0.0
KE201400001382,0.0,0.0,0.0,0.0
KE201400001383,0.0,0.0,0.0,0.0
KE201400001384,0.0,0.0,0.0,0.0
KE201400001385,0.0,1.0,0.0,1.0
KE201400001386,0.0,0.0,0.0,0.0
KE201400001387,0.0,0.0,0.0,0.0
KE201400001388,0.0,0.0,0.0,0.0
KE201400001389,0.0,0.0,1.0,1.0
KE201400001390,0.0,0.0,2.0,2.0
KE201400001391,0.0,0.0,3.0,3.0
KE201400001392,0.0,0.0,2.0,2.0
KE201400001393,0.0,0.0,2.0,2.0
KE201400001394,0.0,0.0,0.0,0.0
KE201400001395,0.0,0.0,0.0,0.0
KE201400001396,0.0,0.0,3.0,3.0
KE201400001397,0.0,0.0,4.0,4.0
KE201400001398,0.0,0.0,0.0,0.0
KE201400001399,0.0,0.0,0.0,0.0
KE201400001400,0.0,0.0,2.0,2.0
KE201400001401,0.0,0.0,2.0,2.0
KE201400001402,0.0,0.0,1.0,1.0
KE201400001403,0.0,0.0,9.0,9.0
KE201400001404,0.0,0.0,9.0,9.0
KE201400001405,0.0,0.0,4.0,4.0
KE201400001406,0.0,0.0,1.0,1.0
KE201400001407,0.0,0.0,0.0,0.0
KE201400001408,0.0,0.0,0.0,0.0
KE201400001409,0.0,0.0,0.0,0.0
KE201400001410,0.0,0.0,0.0,0.0
KE201400001411,0.0,0.0,0.0,0.0
KE201400001412,0.0,0.0,0.0,0.0
KE201400001413,0.0,1.0,0.0,1.0
KE201400001415,0.0,0.0,0.0,0.0
KE201400001416,0.0,0.0,0.0,0.0
KE201400001417,0.0,0.0,0.0,0.0
KE201400001418,0.0,1.0,0.0,1.0
KE201400001419,0.0,0.0,0.0,0.0
KE201400001420,0.0,0.0,0.0,0.0
KE201400001421,0.0,0.0,0.0,0.0
KE201400001422,0.0,0.0,0.0,0.0
KE201400001423,0.0,0.0,0.0,0.0
KE201400001424,0.0,0.0,0.0,0.0
KE201400001425,0.0,0.0,0.0,0.0
KE201400001426,0.0,2.0,0.0,2.0
KE201400001427,0.0,0.0,2.0,2.0
KE201400001428,0.0,0.0,1.0,1.0
KE201400001429,0.0,0.0,0.0,0.0
KE201400001430,0.0,0.0,0.0,0.0
KE201400001431,0.0,0.0,0.0,0.0
KE201400001432,0.0,0.0,1.0,1.0
KE201400001433,0.0,0.0,0.0,0.0
KE201400001434,0.0,0.0,1.0,1.0
KE201400001435,0.0,0.0,0.0,0.0
KE201400001437,0.0,0.0,0.0,0.0
KE201400001438,0.0,0.0,0.0,0.0
KE201400001439,0.0,1.0,0.0,1.0
KE201400001440,0.0,0.0,0.0,0.0
KE201400001441,0.0,0.0,0.0,0.0
KE201400001442,0.0,1.0,0.0,1.0
KE201400001443,0.0,0.0,0.0,0.0
KE201400001444,0.0,0.0,0.0,0.0
KE201400001445,0.0,0.0,0.0,0.0
KE201400001446,0.0,0.0,0.0,0.0
KE201400001447,0.0,0.0,0.0,0.0
KE201400001448,0.0,0.0,0.0,0.0
KE201400001449,0.0,0.0,0.0,0.0
KE201400001450,0.0,0.0,0.0,0.0
KE201400001451,0.0,0.0,0.0,0.0
KE201400001452,0.0,0.0,0.0,0.0
KE201400001453,0.0,0.0,0.0,0.0
KE201400001454,0.0,0.0,0.0,0.0
KE201400001455,0.0,0.0,2.0,2.0
KE201400001456,0.0,0.0,0.0,0.0
KE201400001457,0.0,0.0,2.0,2.0
KE201400001458,0.0,0.0,0.0,0.0
KE201400001459,0.0,0.0,0.0,0.0
KE201400001460,0.0,0.0,0.0,0.0
KE201400001461,0.0,0.0,0.0,0.0
KE201400001462,0.0,0.0,0.0,0.0
KE201400001463,0.0,0.0,2.0,2.0
KE201400001464,0.0,0.0,0.0,0.0
KE201400001465,0.0,0.0,0.0,0.0
KE201400001466,0.0,0.0,0.0,0.0
KE201400001467,0.0,0.0,0.0,0.0
KE201400001468,0.0,0.0,0.0,0.0
KE201400001469,0.0,0.0,0.0,0.0
KE201400001470,0.0,1.0,0.0,1.0
KE201400001471,0.0,0.0,0.0,0.0
KE201400001472,0.0,0.0,0.0,0.0
KE201400001473,0.0,0.0,0.0,0.0
KE201400001474,0.0,0.0,0.0,0.0
KE201400001475,0.0,0.0,2.0,2.0
KE201400001476,0.0,0.0,0.0,0.0
KE201400001477,0.0,0.0,0.0,0.0
KE201400001478,0.0,0.0,3.0,3.0
KE201400001479,0.0,0.0,3.0,3.0
KE201400001480,0.0,0.0,0.0,0.0
KE201400001481,0.0,0.0,3.0,3.0
KE201400001482,0.0,0.0,0.0,0.0
KE201400001483,0.0,0.0,0.0,0.0
KE201400001484,0.0,0.0,1.0,1.0
KE201400001485,0.0,0.0,0.0,0.0
KE201400001486,0.0,0.0,0.0,0.0
KE201400001487,0.0,0.0,0.0,0.0
KE201400001488,0.0,0.0,0.0,0.0
KE201400001489,0.0,0.0,0.0,0.0
KE201400001490,0.0,2.0,0.0,2.0
KE201400001491,0.0,0.0,1.0,1.0
KE201400001492,0.0,0.0,1.0,1.0
KE201400001493,0.0,0.0,1.0,1.0
KE201400001494,0.0,0.0,1.0,1.0
KE201400001495,0.0,0.0,0.0,0.0
KE201400001496,0.0,0.0,0.0,0.0
KE201400001497,0.0,0.0,1.0,1.0
KE201400001498,0.0,0.0,0.0,0.0
KE201400001499,0.0,0.0,0.0,0.0
KE201400001500,0.0,0.0,0.0,0.0
KE201400001501,0.0,0.0,1.0,1.0
KE201400001502,0.0,0.0,1.0,1.0
KE201400001503,0.0,0.0,3.0,3.0
KE201400001504,0.0,0.0,4.0,4.0
KE201400001505,0.0,0.0,0.0,0.0
KE201400001506,0.0,0.0,0.0,0.0
KE201400001507,0.0,0.0,0.0,0.0
KE201400001508,0.0,0.0,0.0,0.0
KE201400001509,0.0,0.0,1.0,1.0
KE201400001510,0.0,0.0,0.0,0.0
KE201400001511,0.0,0.0,1.0,1.0
KE201400001512,0.0,0.0,1.0,1.0
KE201400001513,0.0,0.0,0.0,0.0
KE201400001514,0.0,0.0,0.0,0.0
KE201400001515,0.0,0.0,0.0,0.0
KE201400001516,0.0,0.0,0.0,0.0
KE201400001517,0.0,0.0,0.0,0.0
KE201400001518,0.0,0.0,0.0,0.0
KE201400001519,0.0,0.0,0.0,0.0
KE201400001520,0.0,0.0,0.0,0.0
KE201400001521,0.0,0.0,0.0,0.0
KE201400001522,0.0,0.0,0.0,0.0
KE201400001523,0.0,0.0,1.0,1.0
KE201400001524,0.0,0.0,0.0,0.0
KE201400001525,0.0,0.0,0.0,0.0
KE201400001526,0.0,0.0,0.0,0.0
KE201400001527,0.0,0.0,0.0,0.0
KE201400001528,0.0,0.0,0.0,0.0
KE201400001529,0.0,0.0,1.0,1.0
KE201400001530,0.0,0.0,0.0,0.0
KE201400001531,0.0,0.0,2.0,2.0
KE201400001532,0.0,0.0,1.0,1.0
KE201400001533,0.0,0.0,1.0,1.0
KE201400001534,0.0,0.0,1.0,1.0
KE201400001535,0.0,0.0,3.0,3.0
KE201400001536,0.0,0.0,0.0,0.0
KE201400001537,0.0,0.0,0.0,0.0
KE201400001538,0.0,0.0,0.0,0.0
KE201400001539,0.0,0.0,0.0,0.0
KE201400001540,0.0,0.0,0.0,0.0
KE201400001541,0.0,0.0,0.0,0.0
KE201400001542,0.0,0.0,0.0,0.0
KE201400001543,0.0,0.0,0.0,0.0
KE201400001544,0.0,0.0,3.0,3.0
KE201400001545,0.0,0.0,2.0,2.0
KE201400001546,0.0,0.0,2.0,2.0
KE201400001547,0.0,0.0,3.0,3.0
KE201400001548,0.0,0.0,0.0,0.0
KE201400001549,0.0,0.0,0.0,0.0
KE201400001550,0.0,0.0,0.0,0.0
KE201400001551,0.0,0.0,0.0,0.0
KE201400001552,0.0,0.0,0.0,0.0
KE201400001553,0.0,0.0,0.0,0.0
KE201400001554,0.0,0.0,0.0,0.0
KE201400001555,0.0,0.0,0.0,0.0
KE201400001556,0.0,0.0,0.0,0.0
KE201400001557,0.0,0.0,0.0,0.0
KE201400001558,0.0,0.0,0.0,0.0
KE201400001559,0.0,0.0,0.0,0.0
KE201400001560,0.0,0.0,0.0,0.0
KE201400001561,0.0,0.0,0.0,0.0
KE201400001562,0.0,0.0,0.0,0.0
KE201400001563,0.0,0.0,0.0,0.0
KE201400001564,0.0,0.0,0.0,0.0
KE201400001565,0.0,0.0,1.0,1.0
KE201400001566,0.0,0.0,0.0,0.0
KE201400001567,0.0,1.0,0.0,1.0
KE201400001568,0.0,0.0,0.0,0.0
KE201400001569,0.0,0.0,0.0,0.0
KE201400001570,0.0,0.0,0.0,0.0
KE201400001571,0.0,0.0,0.0,0.0
KE201400001572,0.0,0.0,0.0,0.0
KE201400001573,0.0,0.0,0.0,0.0
KE201400001574,0.0,0.0,0.0,0.0
KE201400001575,0.0,0.0,0.0,0.0
KE201400001576,0.0,0.0,0.0,0.0
KE201400001577,0.0,0.0,0.0,0.0
KE201400001578,0.0,0.0,0.0,0.0
KE201400001579,0.0,0.0,0.0,0.0
KE201400001580,0.0,1.0,0.0,1.0
KE201400001581,0.0,1.0,0.0,1.0
KE201400001582,0.0,1.0,0.0,1.0
KE201400001583,0.0,0.0,0.0,0.0
KE201400001584,0.0,0.0,0.0,0.0
KE201400001585,0.0,0.0,0.0,0.0
KE201400001586,0.0,0.0,0.0,0.0
KE201400001587,0.0,0.0,0.0,0.0
KE201400001588,0.0,0.0,0.0,0.0
KE201400001589,0.0,0.0,0.0,0.0
KE201400001590,0.0,0.0,0.0,0.0
KE201400001591,0.0,0.0,0.0,0.0
KE201400001592,0.0,0.0,0.0,0.0
KE201400001593,0.0,0.0,0.0,0.0
KE201400001594,0.0,0.0,0.0,0.0
KE201400001595,0.0,0.0,0.0,0.0
KE201400001596,0.0,0.0,1.0,1.0
KE201400001597,0.0,0.0,2.0,2.0
KE201400001598,0.0,0.0,2.0,2.0
KE201400001599,0.0,0.0,0.0,0.0
KE201400001600,0.0,0.0,0.0,0.0
KE201400001601,0.0,0.0,0.0,0.0
KE201400001602,0.0,1.0,0.0,1.0
KE201400001603,0.0,0.0,0.0,0.0
KE201400001604,0.0,0.0,0.0,0.0
KE201400001605,0.0,0.0,0.0,0.0
KE201400001606,0.0,0.0,0.0,0.0
KE201400001607,0.0,0.0,0.0,0.0
KE201400001608,0.0,0.0,0.0,0.0
KE201400001609,0.0,0.0,0.0,0.0
KE201400001610,0.0,1.0,0.0,1.0
KE201400001611,0.0,1.0,0.0,1.0
KE201400001612,0.0,0.0,0.0,0.0
