DHSID,water_transport_count,air_transport_count,ground_transport_count,all_transport_count
KE201400000605,0.0,0.0,0.0,0.0
KE201400000606,0.0,0.0,0.0,0.0
KE201400000607,0.0,0.0,0.0,0.0
KE201400000608,0.0,0.0,0.0,0.0
KE201400000609,0.0,0.0,0.0,0.0
KE201400000610,0.0,0.0,0.0,0.0
KE201400000611,0.0,0.0,0.0,0.0
KE201400000612,0.0,0.0,0.0,0.0
KE201400000613,0.0,0.0,0.0,0.0
KE201400000614,0.0,0.0,0.0,0.0
KE201400000615,0.0,0.0,0.0,0.0
KE201400000616,0.0,0.0,0.0,0.0
KE201400000617,0.0,0.0,0.0,0.0
KE201400000618,0.0,0.0,1.0,1.0
KE201400000619,0.0,0.0,1.0,1.0
KE201400000620,0.0,0.0,0.0,0.0
KE201400000621,0.0,0.0,0.0,0.0
KE201400000622,0.0,0.0,1.0,1.0
KE201400000623,0.0,0.0,0.0,0.0
KE201400000624,0.0,0.0,0.0,0.0
KE201400000625,0.0,0.0,0.0,0.0
KE201400000626,0.0,0.0,0.0,0.0
KE201400000627,0.0,0.0,0.0,0.0
KE201400000628,0.0,0.0,0.0,0.0
KE201400000629,0.0,0.0,0.0,0.0
KE201400000630,0.0,0.0,3.0,3.0
KE201400000631,0.0,0.0,2.0,2.0
KE201400000632,0.0,0.0,1.0,1.0
KE201400000633,0.0,0.0,0.0,0.0
KE201400000634,0.0,0.0,0.0,0.0
KE201400000635,0.0,0.0,0.0,0.0
KE201400000636,0.0,0.0,0.0,0.0
KE201400000637,0.0,0.0,0.0,0.0
KE201400000638,0.0,0.0,0.0,0.0
KE201400000639,0.0,0.0,0.0,0.0
KE201400000640,0.0,0.0,0.0,0.0
KE201400000641,0.0,0.0,0.0,0.0
KE201400000642,0.0,0.0,0.0,0.0
KE201400000643,0.0,0.0,0.0,0.0
KE201400000644,0.0,0.0,0.0,0.0
KE201400000645,0.0,0.0,0.0,0.0
KE201400000646,0.0,0.0,0.0,0.0
KE201400000647,0.0,0.0,0.0,0.0
KE201400000648,0.0,0.0,0.0,0.0
KE201400000649,0.0,0.0,0.0,0.0
KE201400000650,0.0,0.0,0.0,0.0
KE201400000651,0.0,0.0,0.0,0.0
KE201400000652,0.0,0.0,0.0,0.0
KE201400000653,0.0,0.0,0.0,0.0
KE201400000654,0.0,0.0,0.0,0.0
KE201400000655,0.0,0.0,0.0,0.0
KE201400000656,0.0,0.0,0.0,0.0
KE201400000657,0.0,1.0,0.0,1.0
KE201400000658,0.0,0.0,0.0,0.0
KE201400000659,0.0,0.0,0.0,0.0
KE201400000660,0.0,0.0,0.0,0.0
KE201400000661,0.0,0.0,0.0,0.0
KE201400000662,0.0,0.0,0.0,0.0
KE201400000663,0.0,0.0,0.0,0.0
KE201400000664,0.0,0.0,0.0,0.0
KE201400000665,0.0,0.0,0.0,0.0
KE201400000666,0.0,0.0,0.0,0.0
KE201400000667,0.0,0.0,0.0,0.0
KE201400000668,0.0,0.0,0.0,0.0
KE201400000669,0.0,0.0,1.0,1.0
KE201400000670,0.0,0.0,0.0,0.0
KE201400000671,0.0,0.0,0.0,0.0
KE201400000672,0.0,0.0,1.0,1.0
KE201400000673,0.0,0.0,0.0,0.0
KE201400000674,0.0,0.0,0.0,0.0
KE201400000675,0.0,0.0,0.0,0.0
KE201400000676,0.0,1.0,0.0,1.0
KE201400000677,0.0,0.0,0.0,0.0
KE201400000678,0.0,0.0,0.0,0.0
KE201400000679,0.0,0.0,0.0,0.0
KE201400000680,0.0,0.0,0.0,0.0
KE201400000681,0.0,0.0,0.0,0.0
KE201400000682,0.0,0.0,0.0,0.0
KE201400000683,0.0,0.0,2.0,2.0
KE201400000684,0.0,0.0,1.0,1.0
KE201400000685,0.0,0.0,0.0,0.0
KE201400000686,0.0,0.0,1.0,1.0
KE201400000687,0.0,1.0,1.0,2.0
KE201400000688,0.0,1.0,2.0,3.0
KE201400000689,0.0,0.0,0.0,0.0
KE201400000690,0.0,0.0,0.0,0.0
KE201400000691,0.0,0.0,0.0,0.0
KE201400000692,0.0,0.0,2.0,2.0
KE201400000693,0.0,0.0,0.0,0.0
KE201400000694,0.0,0.0,0.0,0.0
KE201400000696,0.0,0.0,0.0,0.0
KE201400000697,0.0,0.0,0.0,0.0
KE201400000698,0.0,0.0,1.0,1.0
KE201400000699,0.0,0.0,1.0,1.0
KE201400000700,0.0,2.0,0.0,2.0
KE201400000701,0.0,2.0,0.0,2.0
KE201400000702,0.0,0.0,0.0,0.0
KE201400000703,0.0,1.0,0.0,1.0
KE201400000704,0.0,0.0,0.0,0.0
KE201400000705,0.0,2.0,0.0,2.0
KE201400000706,0.0,2.0,0.0,2.0
KE201400000707,0.0,1.0,0.0,1.0
KE201400000708,0.0,2.0,0.0,2.0
KE201400000709,0.0,0.0,0.0,0.0
KE201400000710,0.0,0.0,0.0,0.0
KE201400000712,0.0,0.0,0.0,0.0
KE201400000714,0.0,0.0,0.0,0.0
KE201400000715,0.0,0.0,0.0,0.0
KE201400000716,0.0,0.0,0.0,0.0
KE201400000717,0.0,1.0,0.0,1.0
KE201400000718,0.0,0.0,0.0,0.0
KE201400000719,0.0,0.0,0.0,0.0
KE201400000720,0.0,0.0,0.0,0.0
KE201400000721,0.0,1.0,0.0,1.0
KE201400000722,0.0,0.0,0.0,0.0
KE201400000724,0.0,0.0,0.0,0.0
KE201400000726,0.0,0.0,0.0,0.0
KE201400000727,0.0,0.0,0.0,0.0
KE201400000728,0.0,0.0,0.0,0.0
KE201400000729,0.0,0.0,0.0,0.0
KE201400000730,0.0,0.0,0.0,0.0
KE201400000731,0.0,0.0,0.0,0.0
KE201400000732,0.0,0.0,0.0,0.0
KE201400000733,0.0,0.0,0.0,0.0
KE201400000734,0.0,0.0,0.0,0.0
KE201400000735,0.0,0.0,0.0,0.0
KE201400000736,0.0,0.0,0.0,0.0
KE201400000737,0.0,0.0,0.0,0.0
KE201400000738,0.0,0.0,0.0,0.0
KE201400000739,0.0,0.0,0.0,0.0
KE201400000741,0.0,0.0,0.0,0.0
KE201400000742,0.0,0.0,0.0,0.0
KE201400000743,0.0,0.0,0.0,0.0
KE201400000744,0.0,0.0,0.0,0.0
KE201400000745,0.0,0.0,0.0,0.0
KE201400000746,0.0,1.0,0.0,1.0
KE201400000747,0.0,0.0,0.0,0.0
KE201400000748,0.0,0.0,0.0,0.0
KE201400000749,0.0,0.0,0.0,0.0
KE201400000750,0.0,0.0,0.0,0.0
KE201400000751,0.0,0.0,0.0,0.0
KE201400000752,0.0,2.0,0.0,2.0
KE201400000753,0.0,0.0,0.0,0.0
KE201400000754,0.0,2.0,0.0,2.0
KE201400000755,0.0,1.0,0.0,1.0
KE201400000756,0.0,0.0,0.0,0.0
KE201400000757,0.0,0.0,0.0,0.0
KE201400000760,0.0,0.0,0.0,0.0
KE201400000761,0.0,0.0,0.0,0.0
KE201400000762,0.0,0.0,0.0,0.0
KE201400000764,0.0,0.0,0.0,0.0
KE201400000766,0.0,0.0,0.0,0.0
KE201400000768,0.0,0.0,0.0,0.0
KE201400000769,0.0,0.0,0.0,0.0
KE201400000770,0.0,0.0,0.0,0.0
KE201400000771,0.0,0.0,0.0,0.0
KE201400000772,0.0,0.0,0.0,0.0
KE201400000773,0.0,0.0,0.0,0.0
KE201400000774,0.0,0.0,0.0,0.0
KE201400000775,0.0,0.0,0.0,0.0
KE201400000776,0.0,0.0,0.0,0.0
KE201400000777,0.0,0.0,0.0,0.0
KE201400000778,0.0,1.0,0.0,1.0
KE201400000779,0.0,0.0,0.0,0.0
KE201400000780,0.0,0.0,0.0,0.0
KE201400000781,0.0,0.0,0.0,0.0
KE201400000782,0.0,0.0,0.0,0.0
KE201400000783,0.0,0.0,0.0,0.0
KE201400000784,0.0,0.0,0.0,0.0
KE201400000785,0.0,0.0,0.0,0.0
KE201400000786,0.0,0.0,0.0,0.0
KE201400000787,0.0,0.0,0.0,0.0
KE201400000788,0.0,0.0,0.0,0.0
KE201400000789,0.0,3.0,0.0,3.0
KE201400000790,0.0,3.0,0.0,3.0
KE201400000791,0.0,0.0,0.0,0.0
KE201400000792,0.0,3.0,0.0,3.0
KE201400000793,0.0,0.0,0.0,0.0
KE201400000794,0.0,0.0,0.0,0.0
KE201400000795,0.0,0.0,0.0,0.0
KE201400000796,0.0,0.0,0.0,0.0
KE201400000797,0.0,0.0,0.0,0.0
KE201400000798,0.0,0.0,0.0,0.0
KE201400000799,0.0,0.0,0.0,0.0
KE201400000801,0.0,0.0,0.0,0.0
KE201400000802,0.0,0.0,0.0,0.0
KE201400000803,0.0,1.0,13.0,14.0
KE201400000804,0.0,0.0,0.0,0.0
KE201400000805,0.0,0.0,0.0,0.0
KE201400000806,0.0,0.0,0.0,0.0
KE201400000807,0.0,0.0,0.0,0.0
KE201400000808,0.0,0.0,0.0,0.0
KE201400000809,0.0,0.0,0.0,0.0
KE201400000810,0.0,1.0,0.0,1.0
KE201400000811,0.0,0.0,0.0,0.0
KE201400000812,0.0,1.0,0.0,1.0
KE201400000813,0.0,0.0,9.0,9.0
KE201400000814,0.0,1.0,8.0,9.0
KE201400000815,0.0,0.0,9.0,9.0
KE201400000816,0.0,0.0,9.0,9.0
KE201400000817,0.0,0.0,0.0,0.0
KE201400000818,0.0,0.0,3.0,3.0
KE201400000819,0.0,0.0,1.0,1.0
KE201400000820,0.0,0.0,3.0,3.0
KE201400000821,0.0,0.0,0.0,0.0
KE201400000822,0.0,0.0,0.0,0.0
KE201400000823,0.0,0.0,0.0,0.0
KE201400000824,0.0,0.0,0.0,0.0
KE201400000825,0.0,0.0,0.0,0.0
KE201400000826,0.0,0.0,0.0,0.0
KE201400000827,1.0,0.0,0.0,1.0
KE201400000828,0.0,0.0,0.0,0.0
KE201400000829,1.0,0.0,0.0,1.0
KE201400000830,0.0,0.0,0.0,0.0
KE201400000831,0.0,0.0,0.0,0.0
KE201400000832,0.0,0.0,0.0,0.0
KE201400000833,0.0,0.0,0.0,0.0
KE201400000834,0.0,0.0,0.0,0.0
KE201400000835,1.0,0.0,0.0,1.0
KE201400000836,0.0,0.0,84.0,84.0
KE201400000837,0.0,2.0,5.0,7.0
KE201400000838,0.0,0.0,36.0,36.0
KE201400000839,0.0,1.0,30.0,31.0
KE201400000840,0.0,0.0,12.0,12.0
KE201400000841,0.0,0.0,14.0,14.0
KE201400000842,0.0,0.0,49.0,49.0
KE201400000843,0.0,0.0,10.0,10.0
KE201400000844,0.0,1.0,1.0,2.0
KE201400000845,0.0,2.0,11.0,13.0
KE201400000846,0.0,0.0,9.0,9.0
KE201400000847,0.0,0.0,0.0,0.0
KE201400000848,0.0,0.0,0.0,0.0
KE201400000849,0.0,0.0,0.0,0.0
KE201400000850,0.0,0.0,0.0,0.0
KE201400000851,0.0,0.0,2.0,2.0
KE201400000852,0.0,0.0,0.0,0.0
KE201400000853,0.0,0.0,3.0,3.0
KE201400000854,0.0,0.0,0.0,0.0
KE201400000855,0.0,0.0,0.0,0.0
KE201400000856,0.0,0.0,0.0,0.0
KE201400000857,0.0,0.0,0.0,0.0
KE201400000858,0.0,0.0,1.0,1.0
KE201400000859,0.0,0.0,0.0,0.0
KE201400000860,0.0,0.0,0.0,0.0
KE201400000861,0.0,0.0,0.0,0.0
KE201400000862,0.0,0.0,0.0,0.0
KE201400000863,0.0,0.0,0.0,0.0
KE201400000864,0.0,0.0,0.0,0.0
KE201400000865,0.0,0.0,1.0,1.0
KE201400000866,0.0,0.0,0.0,0.0
KE201400000867,0.0,0.0,1.0,1.0
KE201400000868,0.0,0.0,0.0,0.0
KE201400000869,0.0,0.0,0.0,0.0
KE201400000870,0.0,0.0,0.0,0.0
KE201400000871,0.0,0.0,1.0,1.0
KE201400000872,0.0,1.0,0.0,1.0
KE201400000873,0.0,1.0,0.0,1.0
KE201400000874,0.0,0.0,1.0,1.0
KE201400000875,0.0,0.0,0.0,0.0
KE201400000876,0.0,0.0,0.0,0.0
KE201400000877,0.0,0.0,0.0,0.0
KE201400000878,0.0,0.0,0.0,0.0
KE201400000879,0.0,0.0,0.0,0.0
KE201400000880,0.0,0.0,0.0,0.0
KE201400000881,0.0,0.0,0.0,0.0
KE201400000882,0.0,0.0,0.0,0.0
KE201400000883,0.0,0.0,0.0,0.0
KE201400000884,0.0,0.0,0.0,0.0
KE201400000885,0.0,0.0,0.0,0.0
KE201400000886,0.0,0.0,0.0,0.0
KE201400000887,0.0,0.0,0.0,0.0
KE201400000888,0.0,0.0,0.0,0.0
KE201400000889,0.0,0.0,0.0,0.0
KE201400000890,0.0,0.0,0.0,0.0
KE201400000891,0.0,0.0,0.0,0.0
KE201400000892,0.0,0.0,0.0,0.0
KE201400000893,0.0,0.0,0.0,0.0
KE201400000894,0.0,0.0,0.0,0.0
KE201400000895,0.0,0.0,0.0,0.0
KE201400000896,0.0,0.0,0.0,0.0
KE201400000897,0.0,0.0,0.0,0.0
KE201400000898,0.0,0.0,0.0,0.0
KE201400000899,0.0,0.0,0.0,0.0
KE201400000900,0.0,0.0,0.0,0.0
KE201400000901,0.0,0.0,0.0,0.0
KE201400000902,0.0,0.0,0.0,0.0
KE201400000903,0.0,0.0,0.0,0.0
KE201400000904,0.0,0.0,0.0,0.0
KE201400000905,0.0,0.0,0.0,0.0
KE201400000906,0.0,0.0,0.0,0.0
KE201400000907,0.0,0.0,1.0,1.0
KE201400000908,0.0,0.0,1.0,1.0
KE201400000909,0.0,0.0,1.0,1.0
KE201400000910,0.0,0.0,0.0,0.0
KE201400000911,0.0,0.0,0.0,0.0
KE201400000912,0.0,0.0,1.0,1.0
KE201400000913,0.0,0.0,0.0,0.0
KE201400000914,0.0,0.0,0.0,0.0
KE201400000915,0.0,0.0,0.0,0.0
KE201400000916,0.0,0.0,0.0,0.0
KE201400000917,0.0,0.0,0.0,0.0
KE201400000918,0.0,0.0,0.0,0.0
KE201400000919,0.0,0.0,0.0,0.0
KE201400000920,3.0,1.0,1.0,5.0
KE201400000921,0.0,0.0,0.0,0.0
KE201400000922,0.0,0.0,0.0,0.0
KE201400000923,0.0,0.0,0.0,0.0
KE201400000924,0.0,0.0,0.0,0.0
KE201400000925,0.0,0.0,0.0,0.0
KE201400000926,0.0,0.0,0.0,0.0
KE201400000927,0.0,1.0,0.0,1.0
KE201400000928,0.0,0.0,0.0,0.0
KE201400000929,0.0,0.0,0.0,0.0
KE201400000930,0.0,0.0,0.0,0.0
KE201400000931,0.0,0.0,2.0,2.0
KE201400000932,0.0,0.0,0.0,0.0
KE201400000933,0.0,0.0,0.0,0.0
KE201400000934,0.0,0.0,0.0,0.0
KE201400000935,0.0,0.0,0.0,0.0
KE201400000936,0.0,0.0,0.0,0.0
KE201400000937,0.0,0.0,0.0,0.0
KE201400000938,0.0,0.0,0.0,0.0
KE201400000939,0.0,0.0,0.0,0.0
KE201400000940,0.0,0.0,3.0,3.0
KE201400000941,0.0,0.0,3.0,3.0
KE201400000942,0.0,0.0,0.0,0.0
KE201400000943,0.0,0.0,3.0,3.0
KE201400000944,0.0,0.0,4.0,4.0
KE201400000945,0.0,0.0,0.0,0.0
KE201400000946,0.0,0.0,0.0,0.0
KE201400000947,0.0,0.0,3.0,3.0
KE201400000948,0.0,0.0,5.0,5.0
KE201400000949,0.0,0.0,1.0,1.0
KE201400000950,0.0,0.0,9.0,9.0
KE201400000951,0.0,0.0,4.0,4.0
KE201400000952,0.0,0.0,2.0,2.0
KE201400000953,0.0,0.0,2.0,2.0
KE201400000954,0.0,0.0,3.0,3.0
KE201400000955,0.0,2.0,3.0,5.0
KE201400000956,0.0,2.0,0.0,2.0
KE201400000957,0.0,0.0,0.0,0.0
KE201400000958,0.0,0.0,0.0,0.0
KE201400000959,0.0,0.0,0.0,0.0
KE201400000960,0.0,0.0,1.0,1.0
KE201400000961,0.0,0.0,1.0,1.0
KE201400000962,0.0,0.0,2.0,2.0
KE201400000963,0.0,0.0,0.0,0.0
KE201400000964,0.0,0.0,1.0,1.0
KE201400000965,0.0,0.0,0.0,0.0
KE201400000966,0.0,0.0,0.0,0.0
KE201400000967,0.0,0.0,2.0,2.0
KE201400000968,0.0,0.0,1.0,1.0
KE201400000969,0.0,0.0,1.0,1.0
KE201400000970,0.0,0.0,1.0,1.0
KE201400000971,0.0,0.0,0.0,0.0
KE201400000972,0.0,0.0,0.0,0.0
KE201400000973,0.0,0.0,0.0,0.0
KE201400000974,0.0,0.0,0.0,0.0
KE201400000975,0.0,0.0,0.0,0.0
KE201400000976,0.0,0.0,1.0,1.0
KE201400000977,0.0,0.0,1.0,1.0
KE201400000978,0.0,0.0,0.0,0.0
KE201400000979,0.0,0.0,0.0,0.0
KE201400000980,0.0,0.0,0.0,0.0
KE201400000981,0.0,0.0,0.0,0.0
KE201400000982,0.0,0.0,1.0,1.0
KE201400000983,0.0,0.0,0.0,0.0
KE201400000984,0.0,0.0,0.0,0.0
KE201400000985,0.0,0.0,2.0,2.0
KE201400000986,0.0,0.0,0.0,0.0
KE201400000987,0.0,0.0,0.0,0.0
KE201400000988,0.0,0.0,0.0,0.0
KE201400000989,0.0,0.0,0.0,0.0
KE201400000990,0.0,0.0,0.0,0.0
KE201400000991,0.0,0.0,2.0,2.0
KE201400000992,0.0,1.0,0.0,1.0
KE201400000993,0.0,0.0,0.0,0.0
KE201400000994,0.0,0.0,1.0,1.0
KE201400000995,0.0,0.0,0.0,0.0
KE201400000996,0.0,0.0,1.0,1.0
KE201400000997,0.0,0.0,0.0,0.0
KE201400000998,0.0,0.0,0.0,0.0
KE201400000999,0.0,0.0,4.0,4.0
KE201400001000,0.0,0.0,2.0,2.0
KE201400001001,0.0,0.0,1.0,1.0
KE201400001002,0.0,0.0,3.0,3.0
KE201400001003,0.0,0.0,3.0,3.0
KE201400001004,0.0,0.0,2.0,2.0
KE201400001005,0.0,0.0,0.0,0.0
KE201400001006,0.0,0.0,0.0,0.0
KE201400001007,0.0,0.0,0.0,0.0
KE201400001008,0.0,0.0,0.0,0.0
KE201400001009,0.0,0.0,0.0,0.0
KE201400001010,0.0,2.0,0.0,2.0
KE201400001011,0.0,0.0,0.0,0.0
KE201400001012,0.0,0.0,0.0,0.0
KE201400001013,0.0,0.0,0.0,0.0
KE201400001014,0.0,0.0,0.0,0.0
KE201400001015,0.0,0.0,0.0,0.0
KE201400001016,0.0,0.0,0.0,0.0
KE201400001017,0.0,0.0,0.0,0.0
KE201400001018,0.0,0.0,0.0,0.0
KE201400001019,0.0,0.0,0.0,0.0
KE201400001020,0.0,0.0,0.0,0.0
KE201400001021,0.0,0.0,0.0,0.0
KE201400001022,0.0,0.0,0.0,0.0
KE201400001023,0.0,0.0,0.0,0.0
KE201400001024,0.0,0.0,0.0,0.0
KE201400001025,0.0,0.0,0.0,0.0
KE201400001026,0.0,0.0,0.0,0.0
KE201400001027,0.0,0.0,0.0,0.0
KE201400001028,0.0,0.0,0.0,0.0
KE201400001029,0.0,2.0,0.0,2.0
KE201400001030,0.0,0.0,0.0,0.0
KE201400001031,0.0,2.0,0.0,2.0
KE201400001032,0.0,2.0,0.0,2.0
KE201400001034,0.0,0.0,0.0,0.0
KE201400001035,0.0,0.0,0.0,0.0
KE201400001036,0.0,0.0,0.0,0.0
KE201400001037,0.0,0.0,0.0,0.0
KE201400001038,0.0,0.0,0.0,0.0
KE201400001039,0.0,0.0,0.0,0.0
KE201400001040,0.0,0.0,0.0,0.0
KE201400001041,0.0,0.0,0.0,0.0
KE201400001042,0.0,0.0,0.0,0.0
KE201400001043,0.0,0.0,0.0,0.0
KE201400001044,0.0,0.0,0.0,0.0
KE201400001045,0.0,0.0,0.0,0.0
KE201400001046,0.0,1.0,0.0,1.0
KE201400001047,0.0,0.0,0.0,0.0
KE201400001048,0.0,0.0,0.0,0.0
KE201400001049,0.0,0.0,0.0,0.0
KE201400001050,0.0,0.0,0.0,0.0
KE201400001051,0.0,0.0,0.0,0.0
KE201400001052,0.0,0.0,0.0,0.0
KE201400001053,0.0,0.0,0.0,0.0
KE201400001054,0.0,0.0,0.0,0.0
KE201400001055,0.0,0.0,0.0,0.0
KE201400001056,0.0,0.0,0.0,0.0
KE201400001058,0.0,0.0,0.0,0.0
KE201400001059,0.0,0.0,0.0,0.0
KE201400001060,0.0,0.0,0.0,0.0
KE201400001061,0.0,0.0,0.0,0.0
KE201400001062,0.0,0.0,0.0,0.0
KE201400001063,0.0,0.0,0.0,0.0
KE201400001064,0.0,0.0,0.0,0.0
KE201400001065,0.0,0.0,0.0,0.0
KE201400001067,0.0,0.0,0.0,0.0
KE201400001068,0.0,0.0,0.0,0.0
KE201400001069,0.0,0.0,0.0,0.0
KE201400001070,0.0,0.0,0.0,0.0
KE201400001071,0.0,0.0,0.0,0.0
KE201400001072,0.0,0.0,0.0,0.0
KE201400001073,0.0,1.0,2.0,3.0
KE201400001074,0.0,1.0,2.0,3.0
KE201400001075,0.0,1.0,2.0,3.0
KE201400001076,0.0,1.0,2.0,3.0
KE201400001077,0.0,0.0,0.0,0.0
KE201400001078,0.0,0.0,2.0,2.0
KE201400001079,0.0,1.0,2.0,3.0
KE201400001080,0.0,0.0,0.0,0.0
KE201400001081,0.0,0.0,0.0,0.0
KE201400001082,0.0,0.0,0.0,0.0
KE201400001083,0.0,0.0,0.0,0.0
KE201400001084,0.0,0.0,0.0,0.0
KE201400001085,0.0,0.0,0.0,0.0
KE201400001086,0.0,0.0,0.0,0.0
KE201400001087,0.0,0.0,0.0,0.0
KE201400001088,0.0,0.0,0.0,0.0
KE201400001089,0.0,1.0,0.0,1.0
KE201400001090,0.0,1.0,0.0,1.0
KE201400001091,0.0,0.0,0.0,0.0
KE201400001092,0.0,0.0,0.0,0.0
KE201400001093,0.0,0.0,0.0,0.0
KE201400001094,0.0,0.0,0.0,0.0
KE201400001095,0.0,2.0,0.0,2.0
KE201400001096,0.0,0.0,0.0,0.0
KE201400001097,0.0,0.0,0.0,0.0
KE201400001098,0.0,1.0,0.0,1.0
KE201400001099,0.0,1.0,0.0,1.0
KE201400001100,0.0,0.0,0.0,0.0
KE201400001101,0.0,0.0,0.0,0.0
KE201400001103,0.0,0.0,0.0,0.0
KE201400001104,0.0,0.0,0.0,0.0
KE201400001105,0.0,0.0,0.0,0.0
KE201400001106,0.0,0.0,0.0,0.0
KE201400001107,0.0,0.0,0.0,0.0
KE201400001108,0.0,0.0,0.0,0.0
KE201400001109,0.0,0.0,0.0,0.0
KE201400001110,0.0,0.0,0.0,0.0
KE201400001111,0.0,2.0,0.0,2.0
KE201400001112,0.0,0.0,0.0,0.0
KE201400001113,0.0,0.0,0.0,0.0
KE201400001114,0.0,0.0,0.0,0.0
KE201400001115,0.0,2.0,4.0,6.0
KE201400001116,0.0,0.0,0.0,0.0
KE201400001117,0.0,0.0,0.0,0.0
KE201400001118,0.0,0.0,0.0,0.0
KE201400001119,0.0,0.0,0.0,0.0
KE201400001120,0.0,0.0,0.0,0.0
KE201400001121,0.0,0.0,0.0,0.0
KE201400001122,0.0,1.0,0.0,1.0
KE201400001123,0.0,0.0,0.0,0.0
KE201400001124,0.0,0.0,0.0,0.0
KE201400001125,0.0,0.0,0.0,0.0
KE201400001126,0.0,0.0,0.0,0.0
KE201400001127,0.0,0.0,0.0,0.0
KE201400001128,0.0,0.0,0.0,0.0
KE201400001129,0.0,0.0,0.0,0.0
KE201400001130,0.0,0.0,0.0,0.0
KE201400001131,0.0,0.0,0.0,0.0
KE201400001132,0.0,1.0,0.0,1.0
KE201400001133,0.0,0.0,0.0,0.0
KE201400001134,0.0,0.0,0.0,0.0
KE201400001135,0.0,0.0,1.0,1.0
KE201400001136,0.0,0.0,0.0,0.0
KE201400001137,0.0,0.0,0.0,0.0
KE201400001138,0.0,0.0,0.0,0.0
KE201400001139,0.0,0.0,0.0,0.0
KE201400001140,0.0,0.0,0.0,0.0
KE201400001141,0.0,0.0,0.0,0.0
KE201400001142,0.0,0.0,2.0,2.0
KE201400001143,0.0,0.0,2.0,2.0
KE201400001144,0.0,0.0,0.0,0.0
KE201400001145,0.0,2.0,2.0,4.0
KE201400001146,0.0,0.0,0.0,0.0
KE201400001147,0.0,0.0,0.0,0.0
KE201400001148,0.0,0.0,0.0,0.0
KE201400001149,0.0,0.0,0.0,0.0
KE201400001150,0.0,0.0,0.0,0.0
KE201400001151,0.0,0.0,0.0,0.0
KE201400001152,0.0,0.0,0.0,0.0
KE201400001153,0.0,0.0,0.0,0.0
KE201400001154,0.0,0.0,0.0,0.0
KE201400001155,0.0,0.0,0.0,0.0
KE201400001156,0.0,0.0,0.0,0.0
KE201400001157,0.0,0.0,0.0,0.0
KE201400001158,0.0,0.0,0.0,0.0
KE201400001159,0.0,0.0,0.0,0.0
KE201400001160,0.0,0.0,0.0,0.0
KE201400001161,0.0,0.0,2.0,2.0
KE201400001162,0.0,0.0,1.0,1.0
KE201400001163,0.0,0.0,0.0,0.0
KE201400001164,0.0,0.0,0.0,0.0
KE201400001165,0.0,0.0,0.0,0.0
KE201400001166,0.0,0.0,0.0,0.0
KE201400001167,0.0,0.0,3.0,3.0
KE201400001168,0.0,0.0,0.0,0.0
KE201400001169,0.0,0.0,0.0,0.0
KE201400001170,0.0,0.0,0.0,0.0
KE201400001171,0.0,0.0,1.0,1.0
KE201400001172,0.0,0.0,0.0,0.0
KE201400001173,0.0,0.0,0.0,0.0
KE201400001174,0.0,0.0,0.0,0.0
KE201400001175,0.0,0.0,0.0,0.0
KE201400001176,0.0,0.0,0.0,0.0
KE201400001177,0.0,1.0,0.0,1.0
KE201400001178,0.0,0.0,0.0,0.0
KE201400001179,0.0,1.0,10.0,11.0
KE201400001180,0.0,0.0,0.0,0.0
KE201400001181,0.0,1.0,0.0,1.0
KE201400001182,0.0,1.0,0.0,1.0
KE201400001183,0.0,0.0,0.0,0.0
KE201400001184,0.0,0.0,1.0,1.0
KE201400001185,0.0,0.0,1.0,1.0
KE201400001186,0.0,0.0,2.0,2.0
KE201400001187,0.0,0.0,0.0,0.0
KE201400001188,0.0,0.0,0.0,0.0
KE201400001189,0.0,0.0,0.0,0.0
KE201400001190,0.0,0.0,0.0,0.0
KE201400001191,0.0,1.0,0.0,1.0
KE201400001192,0.0,0.0,0.0,0.0
KE201400001193,0.0,1.0,0.0,1.0
KE201400001194,0.0,1.0,1.0,2.0
KE201400001195,0.0,0.0,0.0,0.0
KE201400001196,0.0,0.0,0.0,0.0
KE201400001197,0.0,0.0,0.0,0.0
KE201400001198,0.0,0.0,0.0,0.0
KE201400001199,0.0,0.0,1.0,1.0
KE201400001200,0.0,2.0,0.0,2.0
KE201400001201,0.0,0.0,9.0,9.0
KE201400001202,0.0,0.0,0.0,0.0
KE201400001203,0.0,0.0,0.0,0.0
KE201400001204,0.0,0.0,0.0,0.0
KE201400001205,0.0,0.0,0.0,0.0
KE201400001206,0.0,0.0,0.0,0.0
KE201400001207,0.0,1.0,0.0,1.0
KE201400001208,0.0,0.0,0.0,0.0
KE201400001209,0.0,1.0,0.0,1.0
KE201400001210,0.0,1.0,0.0,1.0
KE201400001212,0.0,0.0,0.0,0.0
KE201400001213,0.0,0.0,0.0,0.0
KE201400001214,0.0,0.0,0.0,0.0
KE201400001215,0.0,0.0,0.0,0.0
KE201400001216,0.0,0.0,0.0,0.0
KE201400001217,0.0,0.0,0.0,0.0
KE201400001218,0.0,0.0,0.0,0.0
KE201400001219,0.0,1.0,0.0,1.0
KE201400001220,0.0,1.0,0.0,1.0
KE201400001221,0.0,0.0,0.0,0.0
KE201400001222,0.0,0.0,0.0,0.0
KE201400001223,0.0,0.0,0.0,0.0
KE201400001224,0.0,0.0,1.0,1.0
KE201400001225,0.0,0.0,0.0,0.0
KE201400001226,0.0,0.0,0.0,0.0
KE201400001227,0.0,0.0,0.0,0.0
KE201400001228,0.0,0.0,0.0,0.0
