wb_aid.na.sum,wdpa_iucn_cat_201704.na.categorical_count,wdpa_iucn_cat_201704.na.categorical_unprotected,wdpa_iucn_cat_201704.na.categorical_ia,wdpa_iucn_cat_201704.na.categorical_ib,wdpa_iucn_cat_201704.na.categorical_ii,wdpa_iucn_cat_201704.na.categorical_iii,wdpa_iucn_cat_201704.na.categorical_iv,wdpa_iucn_cat_201704.na.categorical_v,wdpa_iucn_cat_201704.na.categorical_vi,wdpa_iucn_cat_201704.na.categorical_not_applicable,wdpa_iucn_cat_201704.na.categorical_not_assigned,wdpa_iucn_cat_201704.na.categorical_not_reported,wdpa_iucn_cat_201704.na.categorical_mix,wdpa_iucn_cat_201704.na.count,viirs.2012.mean,viirs.2013.mean,viirs.2014.mean,viirs.2012.min,viirs.2013.min,viirs.2014.min,viirs.2012.max,viirs.2013.max,viirs.2014.max,viirs.2012.median,viirs.2013.median,viirs.2014.median,viirs.2012.sum,viirs.2013.sum,viirs.2014.sum,udel_precip_v501_mean.2012.mean,udel_precip_v501_mean.2013.mean,udel_precip_v501_mean.2014.mean,udel_precip_v501_sum.2012.sum,udel_precip_v501_sum.2013.sum,udel_precip_v501_sum.2014.sum,udel_air_temp_v501_mean.2012.mean,udel_air_temp_v501_mean.2013.mean,udel_air_temp_v501_mean.2014.mean,srtm_slope_500m.na.mean,srtm_elevation_500m.na.mean,ltdr_avhrr_ndvi_v5_yearly.2012.mean,ltdr_avhrr_ndvi_v5_yearly.2013.mean,ltdr_avhrr_ndvi_v5_yearly.2014.mean,esa_landcover.2012.categorical_count,esa_landcover.2012.categorical_mosaic_cropland,esa_landcover.2012.categorical_rainfed_cropland,esa_landcover.2012.categorical_urban,esa_landcover.2012.categorical_no_data,esa_landcover.2012.categorical_bare_areas,esa_landcover.2012.categorical_sparse_vegetation,esa_landcover.2012.categorical_water_bodies,esa_landcover.2012.categorical_grassland,esa_landcover.2012.categorical_forest,esa_landcover.2012.categorical_wetland,esa_landcover.2012.categorical_shrubland,esa_landcover.2012.categorical_irrigated_cropland,esa_landcover.2012.categorical_snow_ice,esa_landcover.2013.categorical_count,esa_landcover.2013.categorical_mosaic_cropland,esa_landcover.2013.categorical_rainfed_cropland,esa_landcover.2013.categorical_urban,esa_landcover.2013.categorical_no_data,esa_landcover.2013.categorical_bare_areas,esa_landcover.2013.categorical_sparse_vegetation,esa_landcover.2013.categorical_water_bodies,esa_landcover.2013.categorical_grassland,esa_landcover.2013.categorical_forest,esa_landcover.2013.categorical_wetland,esa_landcover.2013.categorical_shrubland,esa_landcover.2013.categorical_irrigated_cropland,esa_landcover.2013.categorical_snow_ice,esa_landcover.2014.categorical_count,esa_landcover.2014.categorical_mosaic_cropland,esa_landcover.2014.categorical_rainfed_cropland,esa_landcover.2014.categorical_urban,esa_landcover.2014.categorical_no_data,esa_landcover.2014.categorical_bare_areas,esa_landcover.2014.categorical_sparse_vegetation,esa_landcover.2014.categorical_water_bodies,esa_landcover.2014.categorical_grassland,esa_landcover.2014.categorical_forest,esa_landcover.2014.categorical_wetland,esa_landcover.2014.categorical_shrubland,esa_landcover.2014.categorical_irrigated_cropland,esa_landcover.2014.categorical_snow_ice,distance_to_coast_236.na.mean,dist_to_water.na.mean,accessibility_to_cities_2015_v1.0.mean,onshore_petroleum_v12.na.mean,globalwindatlas_windspeed.na.mean,globalsolaratlas_pvout.na.mean,gemdata_201708.na.sum,gdp_grid.na.sum,distance_to_gold_v12.na.mean,distance_to_gemdata_201708.na.mean,distance_to_drugdata_201708.na.mean,dist_to_onshore_petroleum_v12.na.mean,diamond_distance_201708.na.mean,diamond_binary_201708.na.mean,ambient_air_pollution_2013_o3.2013.mean,ambient_air_pollution_2013_fus_calibrated.2013.mean,worldpop_pop_count_1km_mosaic.2012.mean,worldpop_pop_count_1km_mosaic.2013.mean,worldpop_pop_count_1km_mosaic.2014.mean,modis_lst_mod11c3_006_day_annual_mean.2012.mean,modis_lst_mod11c3_006_day_annual_mean.2013.mean,modis_lst_mod11c3_006_day_annual_mean.2014.mean,DHSID
1358462.33494,63,63,0,0,0,0,0,0,0,0,0,0,0,66.2899932861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.48624424753338,82.31079109730169,82.07087558746248,22.157999504730107,19.113999572768808,18.599999584257603,28.347181259489417,28.54439324102844,28.783287250258926,0.427563059797,93.7563716262,3705.81441658,4045.91499052,3800.68387877,837,74,135,0,0,0,0,21,0,109,0,498,0,0,837,74,137,0,0,0,0,21,0,109,0,496,0,0,837,74,141,0,0,0,0,21,0,109,0,492,0,0,394385.300889,950.265704782,76.6548526899,0.0,3.12002600085,4.04259819669,0.0,0.178402245045,265467.223803,581707.880053,104744.757419,727025.898946,227552.481561,0.0,75.6632722037,24.2977052044,11.3916650278,14.2002363447,13.1577736245,304.518476543,305.934323764,306.062627878,GH201400000099
20517162.8644,10,10,0,0,0,0,0,0,0,0,0,0,0,10.9799995422,14.7372520142,18.3604237231,19.8473348644,2.8593943119,2.95826268196,3.40736269951,25.8959140778,37.3657417297,37.2777137756,14.5415458679,17.460849762,18.9043445587,870.720581055,1083.32666016,1172.04125977,69.875,43.69166666666668,70.76666666666667,8.384999812580645,5.242999882809817,8.491999810189009,26.975,27.56666666666667,27.56666666666667,0.835130735979,25.1212555466,1794.6995068,1616.08837151,2264.75728576,132,0,0,111,0,0,0,21,0,0,0,0,0,0,132,0,0,112,0,0,0,20,0,0,0,0,0,0,132,0,0,112,0,0,0,20,0,0,0,0,0,0,2489.63589279,2489.63589279,0.0,0.0,5.13057521373,4.10213120663,0.0,137.561187744,92301.2510817,510733.292476,33477.5468396,548474.814368,83713.7079385,0.0,63.0500411987,28.6684102545,9250.48962189,9802.90353359,10276.6504898,305.580621915,306.803365388,305.571007187,GH201400000100
2058169.57986,63,63,0,0,0,0,0,0,0,0,0,0,0,65.7700042725,0.0640348582038,0.0886562381758,0.0962589540877,0.0,0.0,0.0,0.814322054386,1.8150510788,1.49756276608,0.0,0.0,0.0,23.6296844482,32.7387237549,35.6229019165,107.7,99.96666666666665,103.68333333333334,38.77199913337827,35.98799919560551,37.32599916569889,27.274999999999995,27.566666666666663,27.575,2.08912279135,242.206904968,6099.61726759,6088.31632971,5647.6700772,829,117,575,0,0,0,0,0,0,137,0,0,0,0,829,117,575,0,0,0,0,0,0,137,0,0,0,0,829,117,575,0,0,0,0,0,0,137,0,0,0,0,108028.265931,12965.1987786,43.3995168034,0.0,3.34367396232,3.75956932183,0.0,5.44641828537,130789.6751,400058.896587,56912.6815926,483071.470052,146413.812523,0.0,71.288606257,21.3418941003,180.960304561,177.300621198,171.372860037,300.311610368,301.153391391,300.872288875,GH201400000101
390858.563409,12,12,0,0,0,0,0,0,0,0,0,0,0,11.0,1.43101169356,1.71597687434,1.71847944683,0.0,0.0,0.0,5.51295566559,6.70914936066,5.60201644897,0.772669553757,1.06507182121,1.13302993774,85.2528610229,102.289649963,102.266593933,94.80833333333334,94.40833333333333,95.40833333333333,11.376999745704234,11.328999746777118,11.448999744094909,26.291666666666664,26.308333333333334,26.625000000000004,1.09295415422,283.853904972,5468.5,5981.625,5552.125,133,7,96,30,0,0,0,0,0,0,0,0,0,0,133,5,94,34,0,0,0,0,0,0,0,0,0,0,133,5,93,35,0,0,0,0,0,0,0,0,0,0,267779.866491,88395.8963511,3.69483333621,0.0,4.02468350171,3.64789857115,0.0,29.2352027893,110659.861438,692263.090959,42316.5281718,794549.598413,120156.750931,0.0,67.6700744629,25.4672603688,322.939146583,327.809436512,302.744220267,302.292727273,302.356,302.8675,GH201400000102
1379459.06703,63,63,0,0,0,0,0,0,0,0,0,0,0,66.1200027466,0.195632814299,0.14806230389,0.143766503077,0.0,0.0,0.0,5.18912506104,3.68398165703,3.01550531387,0.0,0.0,0.0,72.4845809937,54.8318634033,53.3150177002,100.125,90.99166666666669,91.675,24.029999462887645,21.837999511882664,22.00199950821698,28.133333333333333,28.208333333333336,28.441666666666666,0.475265360704,98.2673530286,2613.720252,2774.92071804,3499.15715466,836,100,217,29,0,0,0,57,0,307,0,126,0,0,836,99,220,31,0,0,0,57,0,307,0,122,0,0,836,99,219,32,0,0,0,57,0,307,0,122,0,0,292840.829481,2219.21208956,108.531521232,0.0,3.46229542277,3.95988931771,0.0,19.4599876404,183088.310233,515252.39747,34454.8016037,645114.46857,137399.567974,0.0,77.1532196258,31.8185135115,119.634199619,107.284594086,113.253778088,301.126290894,302.486541243,303.083466454,GH201400000103
9062458.45021,10,10,0,0,0,0,0,0,0,0,0,0,0,10.9499998093,10.5732117183,11.8352098399,12.003216436,7.57015037537,9.32676029205,8.86691093445,14.5908899307,15.2849617004,17.6135578156,10.6117076874,11.8482818604,11.8695678711,626.080566406,699.685913086,709.201660156,107.9,121.15833333333333,100.84166666666665,12.947999710589647,14.538999675028027,12.100999729521572,26.2,26.11666666666667,26.616666666666667,0.834185465658,280.717684233,3611.74850975,4144.27083174,3741.7173451,132,0,0,132,0,0,0,0,0,0,0,0,0,0,132,0,0,132,0,0,0,0,0,0,0,0,0,0,132,0,0,132,0,0,0,0,0,0,0,0,0,0,181453.868234,99810.3669288,0.0,0.0,3.05818428205,3.63302928587,0.0,204.712036133,27208.8646451,622892.622738,27496.9657291,708022.883367,36344.3022118,0.0,67.1811608206,36.5108745889,12154.3389309,12569.3298161,13498.5798343,305.822285719,306.604301595,306.827539688,GH201400000104
442160.866346,12,12,0,0,0,0,0,0,0,0,0,0,0,10.9600000381,0.484164526956,0.716341189735,0.63880451714,0.0,0.0,0.0,2.29741430283,2.71960115433,2.54385399818,0.213403403759,0.367943316698,0.369558870792,29.0881767273,42.9428367615,38.2844467163,95.48333333333333,79.66666666666669,87.56666666666666,11.457999743893742,9.559999786317348,10.507999765127897,27.975000000000005,28.383333333333333,28.375,0.207633722823,4.12793439029,3925.77777778,4113.81818182,4623.66666667,130,16,85,7,0,0,0,18,0,0,0,4,0,0,130,16,82,10,0,0,0,18,0,0,0,4,0,0,130,16,82,10,0,0,0,18,0,0,0,4,0,0,32972.7324984,886.947103744,53.7322728631,0.0,4.0274766347,3.74310696779,0.0,3.78892660141,118469.336926,427086.499092,31768.5097398,479276.077314,135523.567437,0.0,67.6200408936,22.1947205011,248.017454584,257.849009429,243.974228094,304.841666667,304.452727273,304.725454545,GH201400000105
792749.508578,9,9,0,0,0,0,0,0,0,0,0,0,0,10.9699993134,0.840589693561,0.84224729049,0.745504848377,0.0,0.0,0.0,4.38487768173,4.4522485733,3.86850619316,0.425311565399,0.410848081112,0.38406932354,50.1842575073,50.1748275757,44.4225845337,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.327920916987,11.0172428177,3374.97907881,3773.36151964,3304.49071501,132,26,40,5,0,0,0,11,0,48,0,2,0,0,132,28,44,5,0,0,0,11,0,42,0,2,0,0,132,28,44,5,0,0,0,11,0,42,0,2,0,0,2853.00637357,2852.92321299,44.2328417512,0.0,4.54040590242,3.7810210214,0.0,9.75515556335,47689.2816783,759506.104318,240148.665481,798564.744594,41472.1891857,0.0,58.3300209045,41.1058052243,260.167415172,250.188314151,228.234845659,299.925133852,300.552040246,300.092937648,GH201400000106
2612849.31591,62,62,0,0,0,0,0,0,0,0,0,0,0,65.7900009155,0.0140260521401,0.0135537748154,0.0300515033244,0.0,0.0,0.0,0.627438426018,0.739314317703,0.888623178005,0.0,0.0,0.0,4.98160791397,4.7374124527,10.8066062927,107.7,99.96666666666667,103.68333333333334,51.69599884450436,47.98399892747402,49.767998887598516,27.275,27.566666666666666,27.575,0.522837430508,117.051574969,5906.23160739,6459.13178418,6316.86709747,831,313,342,0,0,0,0,0,0,176,0,0,0,0,831,313,342,0,0,0,0,0,0,176,0,0,0,0,831,313,342,0,0,0,0,0,0,176,0,0,0,0,130404.444158,6520.75919287,57.5989095098,0.0,3.6181523118,3.81899763087,0.0,8.40766429901,131935.47621,406227.715689,66797.2877078,497388.885495,133153.241654,0.0,71.9693200249,21.6386491496,103.230393025,104.359419721,106.52388424,300.063877895,301.125088503,300.207987923,GH201400000107
2755707.90218,9,9,0,0,0,0,0,0,0,0,0,0,0,10.9899997711,6.82192989764,8.06859022223,8.9199711762,4.11844825745,4.91717815399,5.19421768188,10.2328586578,11.6035346985,13.5032014847,6.99790668488,8.12013244629,8.48469924927,403.184020996,476.543212891,526.912719727,107.9,121.15833333333333,100.84166666666665,NA,NA,NA,26.2,26.11666666666667,26.616666666666667,0.70686376679,259.395889238,5441.68290352,5640.6276008,5588.47143301,133,0,35,98,0,0,0,0,0,0,0,0,0,0,133,0,35,98,0,0,0,0,0,0,0,0,0,0,133,0,35,98,0,0,0,0,0,0,0,0,0,0,173311.700376,93252.8187774,0.0,0.0,3.18435740568,3.679007751,0.0,47.0418052673,29159.3145184,616582.334219,28383.0573997,700019.359759,35983.4379023,0.0,67.080039978,42.7205982818,4685.36361541,5191.9271723,5695.27302684,301.829461028,303.830436497,303.149772715,GH201400000108
292838.115908,10,10,0,0,0,0,0,0,0,0,0,0,0,11.1199998856,0.109821738124,0.15445723154,0.152003227675,0.0,0.0,0.0,0.899162769318,1.04945027828,1.19418942928,0.0,0.0,0.0,6.56964015961,9.28656005859,9.17061424255,87.61726037130481,83.2474624871321,90.8243285483259,NA,NA,NA,28.01635567852287,28.137143070425875,28.233008209364826,0.891511107999,287.365123714,3732.11060157,3560.24851318,3744.31222895,133,78,11,1,0,0,0,0,0,0,0,43,0,0,133,78,11,1,0,0,0,0,0,0,0,43,0,0,133,78,11,1,0,0,0,0,0,0,0,43,0,0,653679.691327,9629.17639825,76.6005422111,0.0,3.15366304317,4.34379412963,0.0,2.14775753021,107038.412592,804314.114871,347922.808038,986354.791529,231309.592857,0.0,58.0225795556,26.7887010125,210.612735862,216.226457691,239.047289156,307.794616252,311.143882044,309.547622088,GH201400000109
3220974.16043,63,63,0,0,0,0,0,0,0,0,0,0,0,65.6900024414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341350467042,23.2726023696,3508.94124006,3441.70948956,3789.33614729,829,238,350,0,0,0,0,0,0,0,0,241,0,0,829,238,350,0,0,0,0,0,0,0,0,241,0,0,829,238,350,0,0,0,0,0,0,0,0,241,0,0,22157.8404529,13576.4186854,54.5111661503,0.0,4.0542509374,3.80246442949,0.0,1.97319674492,100434.380693,452560.984604,19533.0554366,501668.893528,114061.460037,0.0,66.4078452879,20.5375453892,25.4575832766,23.8649025768,29.9933961438,307.873159269,308.184872639,307.348472989,GH201400000110
1394182.92964,66,66,0,0,0,0,0,0,0,0,0,0,0,65.7700042725,0.0167175887754,0.0176503100611,0.0358690911708,0.0,0.0,0.0,0.572439074516,0.619688868523,1.21412622929,0.0,0.0,0.0,6.15187978745,6.57761859894,13.3189315796,69.87499999999999,43.69166666666668,70.76666666666667,25.154999437741935,15.728999648429452,25.47599943056703,26.975,27.566666666666666,27.566666666666666,2.724541472,198.349381454,5331.08447274,5604.90492376,5649.49260799,832,0,832,0,0,0,0,0,0,0,0,0,0,0,832,0,831,1,0,0,0,0,0,0,0,0,0,0,832,0,830,2,0,0,0,0,0,0,0,0,0,0,42435.5887597,39531.737098,15.2765177772,0.0,3.82282264136,3.72535793902,0.0,14.2079801559,57253.8794984,497931.104726,0.0,550770.742576,65604.5154071,0.0,65.2925667503,21.1104716538,159.653273417,166.778307645,179.996887577,301.41457796,301.906236122,301.067778428,GH201400000111
5488933.85453,12,12,0,0,0,0,0,0,0,0,0,0,0,10.9699993134,6.79442889929,8.69538961887,8.7585015202,1.83670473099,2.54531741142,3.39161920547,17.4633693695,22.6565151215,16.9186916351,5.27602672577,7.27850437164,7.68875408173,404.171417236,516.684692383,519.295898438,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693806505016,17.3742620153,1959.84771939,1452.441932,1835.66338891,130,14,0,104,0,0,0,3,0,0,0,9,0,0,130,14,0,104,0,0,0,3,0,0,0,9,0,0,130,14,0,104,0,0,0,3,0,0,0,9,0,0,3445.99341973,3445.99341973,0.0949958910822,0.0,4.2765718989,4.05523793942,0.0,33.0663452148,96736.7375423,484246.53342,21100.2699953,524594.36906,98832.62079,0.0,64.0425238401,28.6578069298,726.749235276,906.526549484,755.172300523,304.651173644,307.210785628,305.570680577,GH201400000112
10666165.6112,10,10,0,0,0,0,0,0,0,0,0,0,0,10.9399995804,10.2220233438,12.7702419418,12.7195248255,2.23686480522,2.31998896599,2.78323507309,15.9543609619,26.7310447693,24.3560848236,10.7393360138,13.1667146683,12.9933652878,603.508300781,754.985107422,752.195068359,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426938894438,12.0994907419,1973.69472738,1554.63462656,1561.5657373,132,0,12,114,0,0,0,0,0,4,0,2,0,0,132,0,12,114,0,0,0,0,0,4,0,2,0,0,132,0,12,114,0,0,0,0,0,4,0,2,0,0,4270.8157144,4270.8157144,0.0,0.0,4.10098638302,3.84701839243,0.0,128.241668701,35944.2138134,703627.224841,194137.298496,736739.200767,10383.5324138,0.0,59.0200195312,32.1992433764,6044.35061317,6405.3037847,6440.4328487,303.774833866,304.161447949,304.329775186,GH201400000113
11058174.9152,10,10,0,0,0,0,0,0,0,0,0,0,0,11.0,12.1410730399,14.1333817361,13.3004069725,8.10796165466,8.83370494843,8.30200386047,15.1870212555,17.0603885651,17.4980697632,11.9231710434,14.0152368546,13.3858919144,721.124755859,838.934387207,789.528442383,107.9,121.15833333333335,100.84166666666667,NA,NA,NA,26.200000000000003,26.11666666666667,26.616666666666667,0.861053455349,249.238533028,4335.7350399,4399.6823343,4260.39147573,135,0,1,134,0,0,0,0,0,0,0,0,0,0,135,0,1,134,0,0,0,0,0,0,0,0,0,0,135,0,1,134,0,0,0,0,0,0,0,0,0,0,174497.221545,102999.927311,0.0,0.0,3.23702096404,3.66585363075,0.0,134.373748779,20116.2831552,626330.420239,35165.2679406,709378.745779,28371.677328,0.0,67.000038147,39.4521279982,12336.6561606,12873.9771933,13452.6375951,304.91753506,306.53043691,306.457652336,GH201400000114
1456155.53726,66,64,0,0,0,0,0,0,0,0,0,2,0,66.3499984741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.65572933308184,77.80136742971506,79.30463216815974,25.15799943767488,18.991999575495722,20.11599955037236,28.23865243750066,28.427535628765735,28.60528491842445,0.742579994242,181.12323558,4027.88038651,4101.42502936,3953.70423481,838,61,175,0,0,0,0,0,0,253,0,349,0,0,838,61,175,0,0,0,0,0,0,253,0,349,0,0,838,61,175,0,0,0,0,0,0,253,0,349,0,0,449339.720544,32654.5603374,93.1644506845,0.0,3.43112790762,4.15524388377,0.0,0.750367820263,266591.536532,501458.868973,246362.774175,672721.989906,151546.494335,0.0,70.2697639831,28.2560576425,13.8392655306,17.511245985,15.8205849784,305.725185536,307.753758553,308.29428271,GH201400000115
674718.987824,10,10,0,0,0,0,0,0,0,0,0,0,0,10.9299993515,1.68390398063,1.94075629274,2.1943978782,0.0,0.0,0.0,5.04138660431,5.65229415894,5.43289041519,1.02447736263,1.24487841129,1.42855548859,100.121673584,115.466812134,130.648910522,95.48333333333333,79.66666666666669,87.56666666666666,NA,NA,NA,27.975000000000005,28.383333333333333,28.375,0.72251336975,26.1233668589,4110.04795803,4312.37178225,4415.28448398,131,19,90,6,0,0,0,10,0,2,0,4,0,0,131,19,90,6,0,0,0,10,0,2,0,4,0,0,131,19,89,7,0,0,0,10,0,2,0,4,0,0,48843.2340725,3686.36898112,6.04421985244,0.0,4.45653602508,3.78263906307,0.0,13.7637243271,76116.0932848,461756.023192,0.0,520666.484689,94077.9609564,0.0,67.6100387573,26.3835664565,881.353151917,861.878752364,856.81593815,302.694230429,303.606194455,302.73392777,GH201400000116
915023.449956,10,10,0,0,0,0,0,0,0,0,0,0,0,10.9499998093,3.13789981462,3.85378554596,4.64701233704,0.821871101856,1.12035942078,1.32130372524,10.7024030685,12.6515645981,12.8785543442,2.74884104729,3.61111736298,4.66130256653,183.810699463,225.765441895,272.618499756,69.875,43.69166666666668,70.76666666666667,8.384999812580645,5.242999882809817,8.491999810189009,26.975,27.56666666666667,27.56666666666667,1.91540647931,31.6827480214,1213.16666667,858.416666667,1364.25,131,16,48,24,0,14,0,16,0,0,0,13,0,0,131,16,48,24,0,14,0,16,0,0,0,13,0,0,131,16,48,24,0,14,0,16,0,0,0,13,0,0,2970.07505301,2969.98964095,4.42319163873,0.0,4.9736712417,4.02296898128,0.0,19.7447071075,87925.5136392,529090.788864,37668.2630572,567119.860163,71619.4678875,0.0,62.6800422668,25.0642216617,1572.79106413,1669.52619788,1623.09431652,304.251666667,305.393333333,304.746666667,GH201400000117
363184.954195,12,8,0,0,0,0,0,0,0,0,0,4,0,10.9499998093,0.341963073031,0.54103612821,0.390255724178,0.0,0.0,0.0,2.05856537819,3.08348560333,2.39945673943,0.0,0.111285589635,0.0,20.2162303925,32.075252533,23.1456947327,120.00833333333335,118.06666666666666,111.70833333333334,14.400999678112566,14.167999683320522,13.404999700374901,26.91666666666667,27.183333333333334,27.391666666666666,5.15322559464,286.109676287,5701.00434536,5776.48315657,6131.02310876,133,21,63,4,0,0,0,0,0,45,0,0,0,0,133,21,62,5,0,0,0,0,0,45,0,0,0,0,133,21,60,7,0,0,0,0,0,45,0,0,0,0,94441.5963389,41460.3550034,48.4739604918,0.0,2.83670863279,3.58099766237,0.0,0.876502513885,7931.20117309,522312.916752,9015.05832977,591081.93552,28157.1831576,0.0,67.6200440098,22.9463033458,232.345837473,279.727892877,280.427297891,298.929180791,298.5441874,298.689413344,GH201400000118
1537876.63495,64,51,0,0,0,0,0,0,0,0,0,13,0,65.9300003052,0.0489651806329,0.053401362787,0.0374222989543,0.0,0.0,0.0,1.11167013645,1.18370950222,0.817186236382,0.0,0.0,0.0,18.1660041809,19.8672389984,13.9590787888,113.44166666666668,127.95000000000003,111.50000000000001,40.838999087177214,46.061998970434075,40.139999102801085,26.758333333333336,26.833333333333336,27.20833333333334,0.772104584373,147.978633853,6434.42872754,5976.94177505,6327.3872233,832,12,708,7,0,0,0,0,0,105,0,0,0,0,832,12,708,7,0,0,0,0,0,105,0,0,0,0,832,12,707,8,0,0,0,0,0,105,0,0,0,0,108587.021423,75297.9366756,91.7322970002,0.0,3.09073197537,3.67085681472,0.0,8.12242031097,46964.2995345,576723.237073,50230.4319628,644303.882757,8260.382788,0.0,66.0608742052,35.2803507507,97.0384393775,102.060403672,101.379779918,299.155915903,299.873062005,300.188806901,GH201400000119
10138992.1638,9,9,0,0,0,0,0,0,0,0,0,0,0,10.970000267,7.30388463195,8.69607015739,8.17503134336,1.68494987488,1.64203667641,2.18158102036,15.2000999451,29.3121910095,25.872844696,6.71486949921,8.48111343384,7.66902351379,429.05657959,509.449157715,479.124267578,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.711750407602,14.7222035655,1239.27258392,1137.73368128,1211.68401295,134,3,3,78,0,0,0,49,0,0,0,1,0,0,134,3,3,78,0,0,0,49,0,0,0,1,0,0,134,3,3,78,0,0,0,49,0,0,0,1,0,0,1808.55408586,1807.54944355,0.0903357750453,0.0,4.23233969781,3.87618263568,0.0,68.1442642212,37425.8652861,699982.082962,190772.490007,732951.397506,6800.92289712,0.0,59.0200195312,32.1992433764,4018.37272245,4322.57049703,4486.46541505,303.789675252,304.004652445,304.280496248,GH201400000120
3196675.0379,67,67,0,0,0,0,0,0,0,0,0,0,0,65.7900009155,1.99302954438,2.55053471991,2.73701172357,0.0,0.0,0.0,11.1618356705,15.6990470886,15.0566682816,1.06846702099,1.35816025734,1.51698732376,734.91809082,940.294067383,1008.4541626,69.05833333333335,98.53333333333333,91.25833333333335,33.147999259084465,47.29599894285202,43.8039990209043,27.150000000000002,27.333333333333332,27.508333333333333,0.627486445344,29.3978872928,4484.72912381,4017.2031789,4937.73656007,826,13,645,160,0,0,0,0,0,5,0,3,0,0,826,13,636,169,0,0,0,0,0,5,0,3,0,0,826,13,636,169,0,0,0,0,0,5,0,3,0,0,7751.19678096,7750.97996259,5.11778491374,0.0,4.33183386707,3.7829054765,0.0,226.817428589,70943.0283067,644294.254863,135993.183843,680167.761811,49129.4238374,0.0,60.2284666344,22.6091631621,1081.55638824,1147.99022056,1174.24685159,301.851653304,302.428881218,301.710490291,GH201400000121
1971126.34134,12,12,0,0,0,0,0,0,0,0,0,0,0,11.0499992371,3.08979056989,3.56944305596,4.2148105282,0.426343888044,0.40182569623,0.648866713047,8.99268627167,13.3896818161,12.1441698074,2.33951377869,2.44234824181,3.42845273018,184.0340271,212.989196777,250.956054688,111.75833333333334,107.19166666666666,110.85833333333333,NA,NA,NA,26.216666666666665,26.15833333333333,26.508333333333333,1.30036658967,396.010856881,5366.11479109,5721.19821012,5615.86706357,135,22,33,80,0,0,0,0,0,0,0,0,0,0,135,19,30,86,0,0,0,0,0,0,0,0,0,0,135,19,26,90,0,0,0,0,0,0,0,0,0,0,282783.477652,63850.0794219,0.109908694437,0.0,3.99368996065,3.73378018493,0.0,60.8280601501,116550.266152,650755.216584,3894.43799464,758629.967495,127530.818235,0.0,68.3800735474,24.3246438519,872.673794599,920.300339624,884.635604072,302.571753289,303.101857162,303.999077955,GH201400000122
6557025.79182,64,64,0,0,0,0,0,0,0,0,0,0,0,65.7800064087,2.32708120524,2.51480405969,2.89535908055,0.0,0.0,0.0,13.7508020401,12.6978492737,13.6802883148,1.41313183308,1.57556569576,1.92504262924,852.359924316,921.629516602,1061.68322754,69.875,43.69166666666668,70.76666666666667,16.76999962516129,10.485999765619635,16.983999620378018,26.975,27.56666666666667,27.56666666666667,0.921333414858,31.7039384486,2856.42685009,2717.98177872,2656.90530366,829,82,491,51,0,0,0,134,0,46,0,25,0,0,829,82,491,51,0,0,0,134,0,46,0,25,0,0,829,82,491,51,0,0,0,134,0,46,0,25,0,0,14117.6647612,14117.6647612,9.1249937166,0.0,4.48080329851,3.75223574964,0.0,216.333190918,76740.206289,526687.646419,27845.651975,568635.011015,62695.5197191,0.0,62.954264622,29.5248323799,639.591707173,674.199182846,698.906611118,304.940644824,305.680055857,304.702067541,GH201400000124
1030007.14019,10,10,0,0,0,0,0,0,0,0,0,0,0,11.0,2.6408607768,2.71574419494,3.25729126947,0.432770133018,0.476744413376,0.634573698044,7.21559476852,7.31718921661,9.11942577362,1.74220919609,1.97819542885,2.4521791935,158.001403809,162.319869995,194.932922363,99.71666666666667,90.13333333333334,102.72500000000001,NA,NA,NA,26.333333333333332,26.458333333333332,26.683333333333334,0.836676834391,309.352926148,6270.43450986,6530.9561096,6673.6516534,133,7,25,101,0,0,0,0,0,0,0,0,0,0,133,6,24,103,0,0,0,0,0,0,0,0,0,0,133,6,22,105,0,0,0,0,0,0,0,0,0,0,269194.404406,92946.8469653,0.817592823215,0.0,3.94691173479,3.66048597048,0.0,26.2994365692,133529.507947,720481.55159,70899.4018712,823874.64576,142046.48971,0.0,67.7800674438,20.7664028548,1092.1753246,1124.29789165,1025.01550891,300.536769074,301.377303043,300.4395924,GH201400000125
