dhswi_quintile,0,1,2,3,4
0,0.6580188679245284,0.2783018867924528,0.05188679245283019,0.009433962264150943,0.0023584905660377358
1,0.4406580493537015,0.36780258519388953,0.15863689776733256,0.03055229142185664,0.0023501762632197414
2,0.14081632653061224,0.30918367346938774,0.386734693877551,0.14285714285714285,0.02040816326530612
3,0.0023094688221709007,0.04387990762124711,0.3394919168591224,0.3903002309468822,0.22401847575057737
4,0.0,0.00424929178470255,0.049575070821529746,0.23371104815864022,0.7124645892351275
