poorer_quintile,same_quintile,wealthier_quintile,classification
0.27934093789607095,0.47046894803548794,0.25019011406844105,all
0.24388111888111888,0.469030969030969,0.28708791208791207,male_hoh
0.35354063234909855,0.4734779200418082,0.1729814476090933,female_hoh
