DHSID,education_buildings_count,education_buildings_avgarea,education_buildings_totalarea,education_buildings_ratio,recreational_buildings_count,recreational_buildings_avgarea,recreational_buildings_totalarea,recreational_buildings_ratio,commercial_buildings_count,commercial_buildings_avgarea,commercial_buildings_totalarea,commercial_buildings_ratio,government_buildings_count,government_buildings_avgarea,government_buildings_totalarea,government_buildings_ratio,religious_buildings_count,religious_buildings_avgarea,religious_buildings_totalarea,religious_buildings_ratio,industrial_buildings_count,industrial_buildings_avgarea,industrial_buildings_totalarea,industrial_buildings_ratio,health_buildings_count,health_buildings_avgarea,health_buildings_totalarea,health_buildings_ratio,residential_buildings_count,residential_buildings_avgarea,residential_buildings_totalarea,residential_buildings_ratio,all_buildings_count,all_buildings_totalarea,all_buildings_avgarea,buffer_area,all_buildings_ratio
BD201800000171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.26364776,0.0
BD201800000172,3.0,1200.800182409557,3602.400547228671,4.594095143865073e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1084.6997601215103,2169.3995202430206,2.7666073415181048e-05,0.0,0.0,0.0,0.0,5.0,5771.800067471691,1154.3600134943383,78413712.2636499,7.360702485383178e-05
BD201800000173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.2636468,0.0
BD201800000174,5.0,9866.622831501834,49333.11415750917,0.0006291388678505293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2012.284114593068,24147.409375116815,0.00030794880994699603,2.0,231.839412782331,463.678825564662,5.91323650136145e-06,0.0,0.0,0.0,0.0,19.0,73944.20235819065,3891.8001241152974,78413712.2636488,0.000943000914298887
BD201800000175,4.0,9394.287165956617,37577.14866382647,0.00047921655000187307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,391.1158785570829,782.2317571141658,9.975701118243973e-06,13.0,1761.2254208311267,22895.930470804647,0.0002919888602368607,9.0,366.3265568494845,3296.9390116453606,4.204543971289144e-05,1.0,538.4974264843311,538.4974264843311,6.867388508195304e-06,29.0,65090.747329874976,2244.5085286163785,78413712.26365115,0.0008300939395780646
BD201800000176,1.0,13621.915538208254,13621.915538208254,0.00017371853907907324,0.0,0.0,0.0,0.0,6.0,4121.126651839147,24726.759911034882,0.00031533719291207553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7406.009403118711,140714.1786592555,0.001794509845244047,1.0,4189.983860854649,4189.983860854649,5.343432596031977e-05,0.0,0.0,0.0,0.0,27.0,183252.83796935328,6787.1421470130845,78413712.26365095,0.0023369999031955155
BD201800000177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.26364763,0.0
BD201800000178,6.0,646.9071254420952,3881.442752652571,4.949954084053822e-05,0.0,0.0,0.0,0.0,1.0,399.68286300389843,399.68286300389843,5.097104211315311e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,185.3921657729393,185.3921657729393,2.3642824758711217e-06,8.0,4466.517781429409,558.3147226786762,78413712.26364626,5.6960927527724666e-05
BD201800000179,3.0,4040.7776655996736,12122.332996799021,0.00015459455555478079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13473.595213011315,309892.68989926024,0.0039520216675537605,3.0,483.097701656942,1449.2931049708259,1.848264880124442e-05,0.0,0.0,0.0,0.0,29.0,323464.3160010301,11153.941931070003,78413712.26364732,0.0041250988719097855
BD201800000180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.26364836,0.0
BD201800000181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.26365188,0.0
BD201800000182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.2636456,0.0
BD201800000183,3.0,307.67578079856133,923.027342395684,1.1771249131685669e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,199.42747565558156,598.2824269667447,7.62981893976884e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,416.13776827428916,416.13776827428916,5.306951504542173e-06,7.0,1937.4475376367177,276.77821966238827,78413712.26364525,2.470801957599668e-05
BD201800000184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.26364763,0.0
BD201800000185,3.0,691.568002050982,2074.704006152946,2.645843368794094e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,599.299296947738,4195.0950786341655,5.349950866411298e-05,0.0,0.0,0.0,0.0,1.0,395.4879894270778,395.4879894270778,5.0436075274354225e-06,8.0,238.6846329032418,1909.4770632259344,2.4351315708734964e-05,19.0,8574.764137440125,451.3033756547434,78413712.26364551,0.00010935286558822431
BD201800000186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,726.9722260348786,1453.9444520697573,1.8541966833315764e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1453.9444520697573,726.9722260348786,78413712.26364964,1.8541966833315764e-05
BD201800000187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.26364917,0.0
BD201800000188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.26364602,0.0
BD201800000189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.26364642,0.0
BD201800000190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.26365393,0.0
BD201800000191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.26364954,0.0
BD201800000192,14.0,685.7940603890823,9601.116845447154,0.0001224418098350649,0.0,0.0,0.0,0.0,1.0,3791.2472681835243,3791.2472681835243,4.834928941300858e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2058.760102507251,4117.520205014502,5.251020626558607e-05,5.0,681.9330486396516,3409.665243198258,4.348302286383307e-05,22.0,20919.549561843436,950.888616447429,78413712.26364855,0.0002667843283774926
BD201800000193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9576.03759405945,9576.03759405945,0.0001221219773636296,0.0,0.0,0.0,0.0,2.0,205.80336195309422,411.60672390618845,5.249167677743061e-06,3.0,9987.644317965638,3329.2147726552125,78413712.26364851,0.00012737114504137267
BD201800000194,15.0,651.5583719936894,9773.375579905342,0.00012463860334841026,0.0,0.0,0.0,0.0,6.0,423.17398839085604,2539.0439303451362,3.238010109517771e-05,0.0,0.0,0.0,0.0,1.0,14.608102942907953,14.608102942907953,1.862952603722084e-07,5.0,3550.1361462035675,17750.680731017837,0.00022637215122955803,2.0,264.9460121108162,529.8920242216324,6.757644918531403e-06,97.0,281.69736100769114,27324.64401774604,0.0003484676752182428,126.0,57932.24438617889,459.77971735062613,78413712.26364917,0.0007388024710702924
BD201800000195,1.0,3875.9561992347203,3875.9561992347203,4.942957152956583e-05,0.0,0.0,0.0,0.0,3.0,665.7209113654034,1997.16273409621,2.546955980583145e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9576.03759405945,9576.03759405945,0.00012212197736363235,2.0,264.9460121108162,529.8920242216324,6.757644918531611e-06,73.0,90.70708234871631,6621.617011456291,8.444463117869918e-05,80.0,22600.6655630683,282.50831953835376,78413712.26364675,0.0002882233847962604
BD201800000196,2.0,2322.804417624917,4645.608835249834,5.9244852732262295e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6731.592602168252,87510.70382818727,0.0011160127648841877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,92156.3126634371,6143.754177562473,78413712.2636483,0.0011752576176164498
BD201800000197,14.0,1053.8218398571678,14753.505758000349,0.00018814956379562347,0.0,0.0,0.0,0.0,5.0,383.7949423005408,1918.974711502704,2.4472437997204707e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,5648.183077343905,333242.8015632904,0.004249802642206901,4.0,312.03823413536725,1248.152936541469,1.591753407037904e-05,25.0,169.03501977036458,4225.875494259115,5.389204735073303e-05,107.0,355389.31046359404,3321.3954248934024,78413712.26364505,0.004532234225420841
BD201800000198,21.0,1311.8398863704404,27548.637613779247,0.0003513242367757544,0.0,0.0,0.0,0.0,2.0,524.0058247158076,1048.0116494316153,1.3365157944670917e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2973.1500360996156,115952.85140788501,0.0014787318194810423,7.0,524.6222769022863,3672.355938316004,4.683308355519022e-05,9.0,2546.9241890657268,22922.317701591543,0.00029232537320157676,78.0,171144.17431100341,2194.1560809103003,78413712.26364657,0.0021825796709582343
BD201800000199,23.0,808.7654530444988,18601.605420023472,0.00023722388448437891,0.0,0.0,0.0,0.0,12.0,531.4100799995441,6376.92095999453,8.132405386641344e-05,0.0,0.0,0.0,0.0,1.0,148.6595491774003,148.6595491774003,1.8958361348530826e-06,83.0,4657.456407509107,386568.88182325586,0.004929863293852184,3.0,358.1981533016729,1074.5944599050188,1.3704165111988492e-05,48.0,614.254146756661,29484.19904431973,0.0003760082030702118,170.0,442254.861256676,2601.4991838628002,78413712.26365016,0.005640019436520031
BD201800000200,1.0,361.1195921681732,361.1195921681732,4.605311771925795e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12777.316343383396,12777.316343383396,0.0001629474740390159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13138.43593555157,6569.217967775785,78413712.26364647,0.00016755278581094172
BD201800000201,3.0,634.820992839196,1904.462978517588,2.4287371730524566e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3809.7117727171108,76194.23545434221,0.0009716952973500048,1.0,1197.2281461425741,1197.2281461425741,1.5268096759877736e-05,0.0,0.0,0.0,0.0,24.0,79295.92657900238,3303.9969407917656,78413712.26364702,0.0010112507658404071
BD201800000202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5529.59377512246,60825.53152634706,0.0007757001903166632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,60825.53152634706,5529.59377512246,78413712.26364702,0.0007757001903166632
BD201800000203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.26364909,0.0
BD201800000204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.26365177,0.0
BD201800000205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.26364793,0.0
BD201800000206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.89924227846072,69.79848455692144,8.901311077103566e-07,2.0,69.79848455692144,34.89924227846072,78413712.26364718,8.901311077103566e-07
BD201800000207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.26364908,0.0
BD201800000208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93.6531833440077,93.6531833440077,1.1943470171278394e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93.6531833440077,93.6531833440077,78413712.26364718,1.1943470171278394e-06
BD201800000209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,108.14701951628747,21304.962844708632,0.0002716994544662769,197.0,21304.962844708632,108.14701951628747,78413712.2636475,0.0002716994544662769
BD201800000210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1470.031877220852,2940.063754441704,3.749425539957214e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2940.063754441704,1470.031877220852,78413712.26364596,3.749425539957214e-05
BD201800000211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2576.0717713057365,2576.0717713057365,3.28523123946029e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2576.0717713057365,2576.0717713057365,78413712.26364398,3.28523123946029e-05
BD201800000212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.2636528,0.0
BD201800000213,1.0,457.67411882448823,457.67411882448823,5.836659247628243e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,40.07771573183272,200.38857865916358,2.55552980307067e-06,6.0,658.0626974836518,109.67711624727531,78413712.2636492,8.392189050698912e-06
BD201800000214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.82859839941995,105.82859839941995,1.349618521357552e-06,1.0,105.82859839941995,105.82859839941995,78413712.26364711,1.349618521357552e-06
BD201800000215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78413712.26364933,0.0
BD201800000216,1.0,6866.57893215503,6866.57893215503,0.0005473037442950834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6866.57893215503,6866.57893215503,12546193.962182827,0.0005473037442950834
BD201800000217,2.0,393.26471194789866,786.5294238957973,6.269067944163136e-05,0.0,0.0,0.0,0.0,15.0,656.7208878302857,9850.813317454285,0.000785163480426507,0.0,0.0,0.0,0.0,3.0,1276.5579309712605,3829.6737929137817,0.00030524586216800176,3.0,1560.1649985212805,4680.494995563841,0.00037306094658440454,3.0,1264.6204312183472,3793.8612936550417,0.0003023914109004154,1752.0,137.79579635675037,241418.23521702664,0.01924234839224537,1778.0,264359.6080405094,148.68369406102892,12546193.962183831,0.02107090077176633
BD201800000218,4.0,1230.2309667753382,4920.923867101353,0.00039222443730221076,0.0,0.0,0.0,0.0,3.0,862.0482743551812,2586.1448230655437,0.000206129829561132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,867.9063781309751,2603.7191343929253,0.00020753059790413347,0.0,0.0,0.0,0.0,47.0,116.10712562002432,5457.034904141143,0.000434955407240646,57.0,15567.822728700965,273.1196969947538,12546193.962182315,0.0012408402720081222
BD201800000219,3.0,744.0189013737585,2232.0567041212753,0.00017790707770414305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,322.243343212843,322.243343212843,2.5684549767376876e-05,0.0,0.0,0.0,0.0,1.0,454.3622769461472,454.3622769461472,3.621514845982048e-05,5.0,347.0271709821859,1735.1358549109295,0.00013829977921121447,10.0,4743.798179191195,474.37981791911955,12546193.962182628,0.0003781065551425549
BD201800000220,15.0,317.29184360107513,4759.377654016127,0.00037934832415009294,0.0,0.0,0.0,0.0,22.0,309.16275146680033,6801.580532269608,0.0005421230177670683,0.0,0.0,0.0,0.0,2.0,157.67498265476038,315.34996530952077,2.5135109999100587e-05,24.0,317.3685386180252,7616.844926832604,0.0006071040308950643,5.0,501.67476446236134,2508.3738223118066,0.0001999310571694176,252.0,120.53871626095878,30375.756497761613,0.0024211132546906977,320.0,52377.28339850128,163.6790106203165,12546193.962182978,0.004174754794671442
BD201800000221,9.0,1965.6786397176209,17691.107757458587,0.0014100776546881794,0.0,0.0,0.0,0.0,9.0,8398.93102581941,75590.37923237467,0.006024964978241072,0.0,0.0,0.0,0.0,2.0,73.64478095046815,147.2895619009363,1.1739780394348651e-05,14.0,944.2634704364764,13219.68858611067,0.001053681190164706,3.0,655.7700729997063,1967.3102189991187,0.0001568053407215735,160.0,444.96239720683434,71193.9835530935,0.0056745482947008095,197.0,179809.7589099375,912.7398929438451,12546193.962183416,0.01433181723891069
BD201800000222,39.0,341.85398533628984,13332.305428115304,0.0010626573659150947,2.0,13957.582152557768,27915.164305115537,0.0022249906536798104,124.0,456.49018544914617,56604.78299569413,0.004511709540463406,0.0,0.0,0.0,0.0,26.0,516.6853936220238,13433.820234172617,0.0010707486489259653,30.0,311.9534969495061,9358.604908485182,0.000745931789090193,7.0,521.5858315965373,3651.1008211757617,0.0002910126236036542,1404.0,141.39253159982323,198515.11436615183,0.015822735959964408,1632.0,322810.8930589104,197.8007923155088,12546193.96218493,0.025729786581642534
BD201800000223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3030.6713116996902,30306.713116996903,0.002415610121152787,0.0,0.0,0.0,0.0,9.0,115.19321594361571,1036.7389434925415,8.263374108653547e-05,19.0,31343.452060489446,1649.6553716047076,12546193.962183688,0.0024982438622393227
BD201800000224,1.0,248.8800209286285,248.8800209286285,1.9837093359052212e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,127.4543500913031,127.4543500913031,1.0158805967408503e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.0,104.68163159084676,80709.53795654286,0.006432989813469361,773.0,81085.87232756279,104.89763561133607,12546193.96218437,0.006462985712795822
BD201800000225,2.0,3315.066329561637,6630.132659123274,0.0005284576883720786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2956.801635521634,2956.801635521634,0.00023567319654342554,0.0,0.0,0.0,0.0,3.0,9586.934294644907,3195.6447648816356,12546193.962183598,0.0007641308849155041
BD201800000226,2.0,3408.4946242562814,6816.989248512563,0.0005433511763854489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,391.1158785570829,782.2317571141658,6.234813198902692e-05,6.0,1063.7777567349365,6382.666540409619,0.0005087332907213135,7.0,404.7514551543855,2833.2601860806985,0.00022582627007207114,1.0,538.4974264843311,538.4974264843311,4.292117817622209e-05,18.0,17353.645158601375,964.0913977000764,12546193.962183762,0.0013831800473440823
BD201800000227,1.0,248.8800209286285,248.8800209286285,1.9837093359052436e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,288.44600430706913,576.8920086141383,4.598143551366747e-05,2.0,7581.386699074341,15162.773398148682,0.0012085556339915633,1.0,167.7171899072421,167.7171899072421,1.3367973619151939e-05,24.0,107.29925227631487,2575.182054631557,0.0002052560372008812,30.0,18731.444672230245,624.3814890743415,12546193.962184228,0.001492998173684316
BD201800000228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6357.271977110784,6357.271977110784,0.0005067092056979449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8704.19920512874,87041.9920512874,0.0069377208987555766,1.0,4189.983860854649,4189.983860854649,0.00033396453725199334,0.0,0.0,0.0,0.0,12.0,97589.24788925282,8132.437324104401,12546193.96218435,0.007778394641705514
BD201800000229,2.0,874.098434879656,1748.196869759312,0.00013934081324014063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2053.3449497592437,8213.379799036975,0.0006546511096347642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9961.576668796286,1660.2627781327144,12546193.962184368,0.0007939919228749047
BD201800000230,3.0,307.67578079856133,923.027342395684,7.357030707303416e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,923.027342395684,307.67578079856133,12546193.962183457,7.357030707303416e-05
BD201800000231,2.0,911.9961933455527,1823.9923866911054,0.00014538212881046948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,522.7056420353683,2090.8225681414733,0.00016664994774063033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,237.64568074359192,1425.8740844615515,0.00011364993150588483,12.0,5340.68903929413,445.05741994117756,12546193.962182188,0.00042568200805698464
BD201800000233,1.0,3875.9561992347203,3875.9561992347203,0.00030893482205978143,0.0,0.0,0.0,0.0,3.0,665.7209113654034,1997.16273409621,0.000159184748786444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,264.9460121108162,529.8920242216324,4.223528074082189e-05,23.0,91.6010600478138,2106.8243810997174,0.0001679253793979303,29.0,8509.83533865228,293.44259788456134,12546193.962183682,0.0006782802309849776
BD201800000234,10.0,635.1273892195321,6351.273892195321,0.0005062311256576628,0.0,0.0,0.0,0.0,1.0,478.58319040494905,478.58319040494905,3.814568719784668e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6694.790329138557,13389.580658277115,0.0010672225137468912,4.0,481.8980508119729,1927.5922032478916,0.0001536395985155391,4.0,59.49914387162768,237.99657548651072,1.8969623473372333e-05,21.0,22385.02651961179,1065.9536437910376,12546193.962183097,0.0017842085485913124
BD201800000235,7.0,1137.7156648358493,7964.009653850945,0.0006347749507027062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5305.952541034719,31835.71524620831,0.0025374799195811595,1.0,249.77810946335842,249.77810946335842,1.9908675907311498e-05,3.0,79.5631351272867,238.6894053818601,1.902484578999284e-05,17.0,40288.19241490448,2369.8936714649694,12546193.962182434,0.0032111883919811704
BD201800000236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12546193.962184789,0.0
BD201800000237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8379.916679536753,83799.16679536754,0.006679250061648354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,83799.16679536754,8379.916679536753,12546193.962183677,0.006679250061648354
