DHSID,minor_roads_count,minor_roads_length,nocars_roads_count,nocars_roads_length,small_roads_count,small_roads_length,major_roads_count,major_roads_length,unknown_roads_count,unknown_roads_length,links_roads_count,links_roads_length,minor_roads_nearest-osmid,minor_roads_nearestdist,nocars_roads_nearest-osmid,nocars_roads_nearestdist,small_roads_nearest-osmid,small_roads_nearestdist,major_roads_nearest-osmid,major_roads_nearestdist,unknown_roads_nearest-osmid,unknown_roads_nearestdist,links_roads_nearest-osmid,links_roads_nearestdist,all_roads_length,all_roads_count,all_roads_nearestdist
BD201800000025,2.0,1610.6498060425424,0.0,0.0,0.0,0.0,6.0,8155.178173985368,0.0,0.0,0.0,0.0,655226762,0.0008348453440752202,655226769,0.002552062999920518,789920708,0.006330967026569636,655226854,0.0014539674137249243,641286901,0.034982218267128586,561303213,0.05291094405797967,9765.82798002791,8.0,0.0008348453440752202
BD201800000026,62.0,13498.601538302197,43.0,13820.652997839177,0.0,0.0,9.0,777.1675791373658,35.0,9539.453095192039,0.0,0.0,165022259,0.6185751805247531,837753940,0.6749971065680755,465585637,0.6207981047482861,327665433,0.613781558047719,857901217,1.0491121996151462,311197624,0.911665322292136,37635.87521047078,149.0,0.613781558047719
BD201800000027,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1278.4683382908286,0.0,0.0,0.0,0.0,692199084,0.0174294539200853,837745305,0.10392266892492592,837745304,0.05765316866912329,175792573,0.014741348301190655,164049970,0.11139653152580441,589090852,0.421084910345665,1278.4683382908286,2.0,0.014741348301190655
BD201800000028,28.0,14803.648790763345,2.0,7081.560331507099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567184895,0.6641150456058507,557027056,0.6711829903745922,753741340,0.6712355684862519,567184890,0.6522759645623784,550298578,0.9054844002843462,524460731,0.8685627360263427,21885.209122270444,30.0,0.6522759645623784
BD201800000029,11.0,1147.8765379508081,1.0,257.6574146133447,0.0,0.0,1.0,30.076584067393284,0.0,0.0,0.0,0.0,469846801,0.004743693858811808,622016147,0.1536158350666744,760727182,0.10125868261382792,133807007,0.04264818416918642,138303239,0.22460168308265424,559552496,0.24853904483227912,1435.6105366315462,13.0,0.004743693858811808
BD201800000030,66.0,32017.710412391512,7.0,4419.156322914105,2.0,1735.4416387883034,28.0,13671.954957894968,6.0,756.1887068420151,0.0,0.0,653118199,0.0008235359425989904,514142267,0.005188514754228759,103688511,0.005370567791565449,103688385,0.005534101417744068,101885738,0.023774705210718592,101865827,0.058322306598662145,52600.4520388309,109.0,0.0008235359425989904
BD201800000031,143.0,46810.95413152994,0.0,0.0,1.0,191.20795881893858,8.0,2531.860578491526,0.0,0.0,0.0,0.0,528741647,0.622268470949754,528751417,0.6229099231728731,244868751,0.6222716011860314,244868741,0.6216822980559449,533403627,0.7146815500392122,311197624,1.133439716554533,49534.02266884041,152.0,0.6216822980559449
BD201800000032,42.0,13422.05889556495,0.0,0.0,0.0,0.0,1.0,185.410104306086,0.0,0.0,0.0,0.0,828557023,0.007798156951400662,837811169,0.0388773835709492,798333531,0.09630173475951756,671229488,0.024747547809036687,550298578,0.1589502920221692,278473788,0.15055291123275907,13607.468999871035,43.0,0.007798156951400662
BD201800000033,31.0,11309.981832220807,0.0,0.0,7.0,3496.8891231516022,20.0,5188.459752421122,13.0,13716.609426203831,0.0,0.0,804767905,0.06513276706858512,838624549,0.14193281313844205,445271475,0.1391740787423067,389359962,0.07925525510359306,520120946,0.021645913725103227,594328576,0.3583351017845719,33711.94013399736,71.0,0.021645913725103227
BD201800000034,30.0,8571.59806610717,0.0,0.0,2.0,1407.5636741477638,40.0,25472.165547019016,0.0,0.0,0.0,0.0,559619101,0.00026753712178405803,577678320,0.003915475886769579,558406357,0.011401495091655492,557609171,2.779601304907568e-05,721910652,0.07419450310848076,763496749,0.16753193997657498,35451.32728727395,72.0,2.779601304907568e-05
BD201800000035,35.0,6494.864591563772,0.0,0.0,0.0,0.0,11.0,8394.389269905743,0.0,0.0,0.0,0.0,522567812,0.0030943141062188,385087696,0.03713510103856271,522884265,0.015100622035690589,218259666,0.007560564462345683,863375960,0.05534580093711444,667331493,0.24243448649821775,14889.253861469515,46.0,0.0030943141062188
BD201800000036,55.0,17418.47864194007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443444880,0.010838535689723797,838496288,0.019307393271141452,520743043,0.04347794507896956,225802457,0.0013829448885785392,421999238,0.024477995108287492,414912537,0.23234655211960228,17418.47864194007,55.0,0.0013829448885785392
BD201800000037,58.0,37542.95512000871,24.0,10553.80326273433,0.0,0.0,1.0,766.2472621190049,0.0,0.0,0.0,0.0,516803954,0.002881419115112983,516803949,0.0020106032349738664,653873980,0.017767616176862594,133571689,0.01353482551606462,163569213,0.02507499697134225,101865827,0.10490840407945165,48863.00564486204,83.0,0.0020106032349738664
