DHSID,minor_roads_count,minor_roads_length,nocars_roads_count,nocars_roads_length,small_roads_count,small_roads_length,major_roads_count,major_roads_length,unknown_roads_count,unknown_roads_length,links_roads_count,links_roads_length,minor_roads_nearest-osmid,minor_roads_nearestdist,nocars_roads_nearest-osmid,nocars_roads_nearestdist,small_roads_nearest-osmid,small_roads_nearestdist,major_roads_nearest-osmid,major_roads_nearestdist,unknown_roads_nearest-osmid,unknown_roads_nearestdist,links_roads_nearest-osmid,links_roads_nearestdist,all_roads_length,all_roads_count,all_roads_nearestdist
BD201800000177,51.0,25186.157131774493,0.0,0.0,0.0,0.0,7.0,6589.81988634751,0.0,0.0,0.0,0.0,525285405,0.02773227542981555,645006225,0.04112784105103808,644394689,0.03366153567337522,665905091,0.02773227542981555,578665925,0.2521994603194774,653936558,0.8823026427527066,31775.977018122,58.0,0.02773227542981555
BD201800000178,23.0,6854.04749530605,0.0,0.0,3.0,518.8165816029227,25.0,18288.391963241706,3.0,503.9448100277155,0.0,0.0,859390322,0.07961916802180011,295902166,0.12076489137237315,662450288,0.1137141822655176,657038119,0.0974327903616629,791120036,0.4037698572622212,278473788,0.7432019053120841,26165.200850178393,54.0,0.07961916802180011
BD201800000179,51.0,12797.022456639848,0.0,0.0,0.0,0.0,20.0,8896.774694465019,0.0,0.0,0.0,0.0,559721594,0.00031582584402507075,519434933,0.006961077450289946,837787764,0.007519545958556294,254528082,0.001653569496636758,519407109,0.009635273346535418,381277622,0.032825780269560206,21693.797151104867,71.0,0.00031582584402507075
BD201800000180,2.0,449.9814936328266,0.0,0.0,0.0,0.0,7.0,5498.942712005972,0.0,0.0,0.0,0.0,888735862,0.24167114658188424,837810985,0.3036619622636073,743653750,0.2574978613873392,666960671,0.23976474044123888,791120036,0.5233979337657766,524460731,0.6569986405688616,5948.924205638798,9.0,0.23976474044123888
BD201800000181,4.0,4089.697199815148,0.0,0.0,0.0,0.0,3.0,2923.7208654386,0.0,0.0,0.0,0.0,548178461,0.0008275040890504649,548316010,0.0014479046151171932,548951210,0.006954420449330794,57046815,0.0023211945933801228,533793753,0.08647745411263975,694835881,0.21845192552107084,7013.418065253748,7.0,0.0008275040890504649
BD201800000182,6.0,2236.433587385551,0.0,0.0,0.0,0.0,2.0,2549.2898151726895,0.0,0.0,0.0,0.0,679513465,0.017964363914822853,839653750,0.07064277444361122,742093167,0.017316199871813855,233333017,0.013563931417326319,233332809,0.003046147013227129,667331491,0.1355942255683748,4785.72340255824,8.0,0.003046147013227129
BD201800000183,64.0,84117.87178947522,0.0,0.0,0.0,0.0,16.0,5776.478778719492,1.0,1099.385356965601,0.0,0.0,524948067,0.43936545641693675,706851981,0.44034277740757755,785978015,0.443279444216528,524941043,0.43915954037935934,533403627,0.6112481250436115,653936558,1.200176034931679,90993.73592516032,81.0,0.43915954037935934
BD201800000184,19.0,4690.347620600049,0.0,0.0,0.0,0.0,10.0,7286.630406162969,0.0,0.0,0.0,0.0,540201089,0.0007836560352531582,589373790,0.005583624865564555,531685378,0.006265655547999537,556101758,0.009972983048002192,532262666,0.007443848895409185,559810055,0.13780075302392256,11976.978026763018,29.0,0.0007836560352531582
BD201800000185,81.0,49109.17401279197,5.0,8097.280324418921,2.0,1601.116109189797,70.0,45102.762522840065,1.0,334.09562095464645,0.0,0.0,101997485,0.0020071649449121256,648337681,0.02624139815186666,646770195,0.016975927685355583,101125536,0.011886096405364506,151255879,0.057697272608125794,367224903,0.08656076586258092,104244.4285901954,159.0,0.0020071649449121256
BD201800000186,23.0,4779.591081296424,0.0,0.0,0.0,0.0,1.0,81.06317986341313,0.0,0.0,0.0,0.0,530127135,0.06192137864055492,744302463,0.06063331829808487,529155420,0.06683704420847161,162212277,0.06184856171799174,533403627,0.0940159278707445,653936558,0.6827065891381071,4860.654261159837,24.0,0.06063331829808487
BD201800000187,51.0,14880.276339634827,0.0,0.0,0.0,0.0,15.0,18041.508413858068,0.0,0.0,0.0,0.0,32696665,0.0009125428758505313,158471679,0.00024199912619702889,464852479,0.0009125428758505313,32696652,0.003927816644691947,534908743,0.0337892372025378,653936558,0.5855730041158345,32921.784753492895,66.0,0.00024199912619702889
BD201800000188,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6704.393170793202,0.0,0.0,0.0,0.0,715926204,0.0045364593470397325,653629232,0.0716685926935819,777111669,0.08865351642900904,396009021,0.0005128936923015619,653572961,0.11341385976583346,700058700,0.3029428910760668,6704.393170793202,11.0,0.0005128936923015619
BD201800000189,1.0,362.99200035527707,0.0,0.0,0.0,0.0,3.0,11154.105891436897,0.0,0.0,0.0,0.0,658988527,0.8078442185444917,837753940,0.8790581122376646,465585637,0.8210879708615849,327665433,0.8312116063677768,533403627,1.0644418567671494,311197624,1.1542328258590895,11517.097891792175,4.0,0.8078442185444917
BD201800000190,7.0,6304.687366674259,0.0,0.0,0.0,0.0,5.0,1801.826000466563,0.0,0.0,0.0,0.0,658988527,0.7072004958439895,837753940,0.7929055816913237,465585637,0.733742492592897,327665433,0.7546784116084345,857901217,1.0567325019060716,551359658,1.0962079970625922,8106.513367140822,12.0,0.7072004958439895
BD201800000191,654.0,316832.1164906607,1.0,99.0061575044035,0.0,0.0,7.0,19038.472725264437,0.0,0.0,0.0,0.0,549537938,0.0006512366012145677,549537936,0.0021816524171229586,549456989,0.010886772431964613,729276241,0.022635109087304647,448509204,0.15109297602327332,558731078,0.07013641179693192,335969.59537342953,662.0,0.0006512366012145677
BD201800000192,429.0,224927.07562351334,0.0,0.0,5.0,1017.6674055414413,23.0,23749.33781589378,0.0,0.0,0.0,0.0,467564890,0.18167864198495134,356428914,0.2266709553077742,723032674,0.21083362428930735,238824591,0.17248029905098272,354130676,0.2693239763378256,367224903,0.5251618067796141,249694.08084494856,457.0,0.17248029905098272
BD201800000193,158.0,61744.729110443775,18.0,14820.117101198208,14.0,1630.7741928047665,6.0,10177.503582528025,0.0,0.0,0.0,0.0,859390322,0.03670877234025844,295902166,0.09574640351868854,662450288,0.09656178402408754,657038119,0.0725045261119387,791120036,0.38229681209536714,524460731,0.7469122600094229,88373.12398697477,196.0,0.03670877234025844
BD201800000194,275.0,132141.43038642165,67.0,34755.429725332695,59.0,35273.72128932298,36.0,24227.234098685836,0.0,0.0,0.0,0.0,113140438,0.445093465713105,645006225,0.4950714515309148,550647359,0.4456762510279572,244861073,0.49568713967260214,578665925,0.7259600742546525,524460731,0.943143460086056,226397.81549976315,437.0,0.445093465713105
BD201800000195,246.0,108919.23409667428,78.0,48613.14587546312,56.0,26082.2597337504,33.0,27313.269529792364,0.0,0.0,0.0,0.0,467888292,0.006332607093267688,785984601,0.014255586104384422,610992302,0.08631523699937245,426584695,0.01366140875593043,656903582,0.08201066144039086,653936558,0.27164597615462166,210927.90923568016,413.0,0.006332607093267688
BD201800000196,262.0,153126.18802863194,9.0,30487.503903769673,4.0,510.65901263938076,9.0,5307.740232008582,11.0,5799.951137238721,0.0,0.0,753741339,0.8224386899376179,720430545,0.8384800543799327,753741340,0.8201584290284246,558333712,0.8132625267445474,561272302,1.015585481662476,692088804,1.0315609382717037,195232.04231428826,295.0,0.8132625267445474
BD201800000197,2655.0,2811879.8834744655,49.0,25580.915104555323,80.0,95843.60616376529,67.0,70742.25090076508,3.0,2032.1774162124336,1.0,511.99991519826347,753741339,0.8312386128444418,720430545,0.8415573274803787,753741340,0.8293824003638224,558333712,0.8206219591574775,561272302,1.0062455521522717,692088804,1.0421383223466862,3006590.832974962,2855.0,0.8206219591574775
BD201800000198,2468.0,2864185.9533554115,73.0,27740.931042889883,54.0,101178.92711934244,63.0,92034.16330258129,3.0,2032.1774162124336,0.0,0.0,469330210,0.013768833981393315,838650538,0.05171353150341057,469330202,0.00949033131833543,249689229,0.02459759042348633,173334977,0.22029556112608925,101865827,0.5229434715364127,3087172.152236438,2661.0,0.00949033131833543
BD201800000199,3546.0,3840835.3928313656,106.0,49431.64245396035,81.0,90060.22144574,80.0,146965.24028657968,3.0,2032.1774162124336,2.0,1092.3070270013682,751352269,0.47747087129465704,578353233,0.5515553731356455,569864535,0.5291921686865263,576898870,0.46465620079848535,857901217,0.54461834565801,551359658,0.5679991019498734,4130416.9814608595,3818.0,0.46465620079848535
BD201800000200,45.0,7968.314557054851,0.0,0.0,2.0,936.361641621477,25.0,29067.375149623982,0.0,0.0,0.0,0.0,469282327,0.021683745606228162,837810985,0.16878011493242015,743653750,0.1759370031852971,657038119,0.033276839965328125,791120036,0.4816249994312532,524460731,0.6300912905542148,37972.05134830031,72.0,0.021683745606228162
BD201800000201,161.0,78023.53173184858,19.0,18421.0662926316,4.0,1459.2413872555107,71.0,47367.50635737871,3.0,726.464206188251,3.0,1373.5668044747165,689892436,0.009991402858325076,838426621,0.024229546277928993,666425971,0.06278997824767597,672810300,0.00886423062354638,157314374,0.15675342348250906,415083796,0.2122401227436708,147371.37677977735,261.0,0.00886423062354638
BD201800000202,47.0,22307.851544092868,0.0,0.0,1.0,733.1724984884182,43.0,37812.74637840054,3.0,1213.1452708307797,1.0,386.0562225776302,392988411,0.0036667452776717037,560890645,0.14209346821257782,839401185,0.08099271535956334,392988412,0.0045462637762168695,529367965,0.09457423206776017,859350199,0.18987602699022915,62452.971914390226,95.0,0.0036667452776717037
BD201800000203,28.0,13729.51946784632,1.0,599.3041425472859,0.0,0.0,6.0,3940.316545380338,0.0,0.0,0.0,0.0,804767905,0.0005930978931973094,838624549,0.13198731372876935,445271475,0.13522465262597916,749971065,0.06409079040702367,520120946,0.04833263316398277,594328576,0.3636853098620916,18269.140155773945,35.0,0.0005930978931973094
BD201800000204,2.0,955.1502185137906,1.0,121.33404427518634,0.0,0.0,5.0,2919.9296486242165,0.0,0.0,0.0,0.0,692221685,0.39604141032344126,685355661,0.4987766885714103,837748034,0.44195847723876724,129637452,0.43211486833845214,529367965,0.6963822314214639,311197624,0.5303366310487322,3996.4139114131935,8.0,0.39604141032344126
BD201800000205,14.0,7558.438688880764,0.0,0.0,0.0,0.0,5.0,2495.2043154553485,0.0,0.0,0.0,0.0,591987787,0.00048545443361728717,592018797,0.0033336004066387304,722880960,0.0063011716671694945,592022880,0.005250375333787226,156615145,0.09521291219218987,724774715,0.02953186649231238,10053.643004336112,19.0,0.00048545443361728717
BD201800000206,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5117.988363366744,0.0,0.0,0.0,0.0,547170262,0.01754509461912296,561924843,0.03378276718353782,581526721,0.06869779922473979,277042296,0.014578943599065627,538310766,0.10703110171798547,763496748,0.14135302486016252,5117.988363366744,3.0,0.014578943599065627
BD201800000207,4.0,1584.4659218614447,0.0,0.0,6.0,3181.9909675656068,0.0,0.0,0.0,0.0,0.0,0.0,574982274,0.0022073649848403988,575896396,0.0006992243152462982,571876360,0.03908840201083635,438744153,0.0036862427370777545,533793753,0.18083510741272685,744276379,0.19013633230281995,4766.4568894270515,10.0,0.0006992243152462982
BD201800000208,106.0,50316.84736024199,3.0,1871.0057961489917,0.0,0.0,38.0,13263.575220447336,0.0,0.0,0.0,0.0,519709764,0.014627843943749812,519562604,0.02375307860440076,519311837,0.02269365738486243,519410975,0.018038352631232553,524431034,0.02247583526851988,731860343,0.3915698289274167,65451.42837683832,147.0,0.014627843943749812
BD201800000209,89.0,34743.933838782876,13.0,31075.18936399172,1.0,223.33065720670646,31.0,22514.224877932505,0.0,0.0,0.0,0.0,553676299,0.0013252423781282443,837806294,0.051317249249875255,546805989,0.1094433868133935,245580762,0.02313843812690637,651201848,0.07980050037805,731843846,0.15705019794777106,88556.67873791381,134.0,0.0013252423781282443
BD201800000210,7.0,2458.877740788187,1.0,50.300083565904394,0.0,0.0,21.0,30280.852109044776,3.0,1197.6380872588397,0.0,0.0,774702637,0.13328469810327143,837811517,0.16321386982023986,662228400,0.19912249921232,138303250,0.016477451101927915,138303239,0.04669217765819105,559552496,0.5133119473603182,33987.66802065771,32.0,0.016477451101927915
BD201800000211,8.0,4662.518648801804,3.0,823.118283352992,0.0,0.0,32.0,17377.694201957143,0.0,0.0,0.0,0.0,567184895,0.8743557499286833,557027056,0.8812070255633695,753741340,0.8773824540864211,567184890,0.862516872776414,550298578,1.1156769428684103,692088804,1.0784646377392622,22863.33113411194,43.0,0.862516872776414
BD201800000212,33.0,16073.016380344936,5.0,519.5445128744167,10.0,4688.059140383438,20.0,44937.11485600322,0.0,0.0,0.0,0.0,720317769,0.000998215371304619,837812794,0.07102861020808972,457038788,0.07853759386781271,156936225,0.008943054535675591,156936236,0.04381936592510101,819005654,0.22441358529105496,66217.73488960601,68.0,0.000998215371304619
BD201800000213,438.0,190009.08226373588,183.0,168680.18792406074,56.0,16121.079622989224,37.0,33503.6866610761,0.0,0.0,0.0,0.0,431869263,0.6008961346293741,661299444,0.6131042936955721,550647359,0.601121675807533,752024164,0.6003159939671152,550298578,0.8686381773358828,524460731,0.8284675846350176,408314.03647186194,714.0,0.6003159939671152
BD201800000214,27.0,10231.14750457544,0.0,0.0,1.0,84.70972256722132,4.0,3382.941482687571,0.0,0.0,0.0,0.0,470116561,0.11433809974634453,669413474,0.10196742645442454,669413488,0.0904204080376709,262338153,0.062368191153151745,173774889,0.43258763363324126,278473788,0.7383724638026757,13698.798709830231,32.0,0.062368191153151745
BD201800000215,54.0,48006.01783454685,6.0,2149.7353283431053,7.0,2544.1018797486345,57.0,19178.675935148007,0.0,0.0,2.0,227.0731868356218,674713568,0.0976256509439607,837811517,0.09860182677979536,759339289,0.18717214833068352,138303242,0.018325654560059655,138303239,0.023309611493264368,559552496,0.44321341881812876,72105.60416462223,126.0,0.018325654560059655
BD201800000216,382.0,175501.05726847055,0.0,0.0,2.0,1593.4233483054593,7.0,31929.00319417604,0.0,0.0,0.0,0.0,699695859,0.017563966803493994,525796459,0.019221219732630843,631792049,0.02335694536614204,60602073,0.003722174936444533,363531774,0.14585261259611626,843868874,0.027031008655997422,209023.48381095205,391.0,0.003722174936444533
BD201800000217,1038.0,523415.0564314524,33.0,11604.780167515799,32.0,9612.40017410289,50.0,31325.29696461561,0.0,0.0,2.0,719.0481090699184,544797481,0.0001520748001301265,559854180,0.0029560090959949753,541561938,0.001989112101496534,240891767,0.001144599011485251,563039474,0.0062003611671143976,541189928,0.02216455789181959,576676.5818467566,1155.0,0.0001520748001301265
BD201800000218,671.0,516900.1387131147,10.0,5507.449901799237,4.0,826.7540923674546,16.0,46894.67668161991,0.0,0.0,2.0,1092.3070270013682,366133357,0.07182450855405872,465577936,0.08266461258628788,461722926,0.08266461258628788,366133355,0.0685037331549806,550298578,0.4762556758483811,278473788,0.4602825769989068,571221.3264159028,703.0,0.0685037331549806
BD201800000219,96.0,88960.0454744883,1.0,352.5655901338851,0.0,0.0,6.0,2066.4532495932176,0.0,0.0,0.0,0.0,650436036,0.03795190569673372,842318413,0.06768151506764934,650465958,0.050973145883599746,555107064,0.09095448274267692,518609354,0.10036608920373329,555415237,0.12998979104567857,91379.06431421541,103.0,0.03795190569673372
BD201800000220,1652.0,1473735.0818934564,75.0,39578.90646106398,24.0,4990.2284145318945,106.0,109046.93082027747,1.0,5739.91690361028,20.0,8713.015705755059,559841354,0.00012935872276319,577417008,0.0020807121618079422,571636808,0.003854754993595685,308319880,0.001535890925343218,563041178,0.0006856465231609793,563072556,0.012681347312061537,1641804.080198695,1878.0,0.00012935872276319
BD201800000221,1312.0,1650706.206372601,69.0,48558.20579507496,36.0,28349.989979642258,68.0,47201.26090752906,0.0,0.0,2.0,1178.2509289494067,628793479,0.1938960030394098,669413483,0.1834278561996446,669413488,0.18530587817216373,385132525,0.14156838074227146,173334977,0.4647693227425302,278473788,0.6721341001035168,1775993.9139837967,1487.0,0.14156838074227146
BD201800000222,1253.0,983869.3405133488,44.0,30145.366918755524,33.0,8272.459313936219,156.0,120380.7861629408,1.0,173.13463680867463,25.0,16186.960099796064,431869263,0.35518635790622516,661773473,0.41240564394861784,550647360,0.3555831620624191,44880799,0.3805470213120547,791120036,0.6317756642198311,524460731,0.683340447085515,1159028.047645586,1512.0,0.35518635790622516
BD201800000223,484.0,219548.28700860732,11.0,3683.1392093662594,18.0,18217.897473387235,6.0,3044.6037006207166,1.0,537.6185456211444,0.0,0.0,658991227,0.0030029291604347676,454559003,0.08050522317678138,703059249,0.0878372614674279,550037886,0.0030029291604347676,542562574,0.21895381105882175,694835881,0.24563842288016816,245031.54593760267,520.0,0.0030029291604347676
BD201800000224,422.0,205757.69669558376,4.0,832.1783862243194,9.0,2154.363829641344,2.0,289.3814313454228,0.0,0.0,0.0,0.0,859390322,0.10537453273973187,295902166,0.16301052261357912,662450288,0.17977008520741855,657038119,0.08825802995969458,791120036,0.40301949529526443,524460731,0.7086568007873191,209033.62034279483,437.0,0.08825802995969458
BD201800000225,1.0,630.7773827381309,0.0,0.0,0.0,0.0,8.0,3913.736419066456,0.0,0.0,0.0,0.0,777215056,0.006623962280126216,758020285,0.02587127056537641,581526709,0.02165563177590614,57767855,0.005179524857363864,751654808,0.08343254805210888,763496748,0.07949267639499957,4544.513801804587,9.0,0.005179524857363864
BD201800000226,531.0,562064.6377684948,2.0,208.84811559635807,3.0,77500.1474779344,12.0,3301.494284717916,2.0,866.7104271906951,0.0,0.0,753741339,0.9206467227821975,557027056,0.92916678776599,753741340,0.9170055610195597,567184890,0.9089267435359435,561272302,1.141591978388511,692088804,1.1219602234586379,643941.8380739341,550.0,0.9089267435359435
BD201800000227,386.0,351078.9250545529,8.0,2506.3153719046522,8.0,1723.810865996281,3.0,989.5283753627803,0.0,0.0,0.0,0.0,692221685,0.24509344753881718,803851693,0.43673698516792847,701653803,0.383367774646289,827551057,0.2968330264445704,164049970,0.6149830220200989,311197624,0.6998066396130993,356298.57966781664,405.0,0.24509344753881718
BD201800000228,43.0,18020.021295047365,0.0,0.0,32.0,5478.75127677171,16.0,7023.881838462268,0.0,0.0,0.0,0.0,752824798,0.043697642885582415,584077280,0.20543659271155026,837754646,0.04907007318633812,254993689,0.01214642351780837,529367965,0.14928304887144397,859350200,0.26793313926044415,30522.654410281342,91.0,0.01214642351780837
BD201800000229,25.0,5811.452538018339,0.0,0.0,0.0,0.0,5.0,1905.3400779941185,0.0,0.0,0.0,0.0,399431041,0.5567657977599239,356579289,0.5890247993919985,354902692,0.5905181319011943,576898870,0.5519991600010169,354130676,0.5998711320884771,551359658,0.6568494856127253,7716.792616012457,30.0,0.5519991600010169
BD201800000230,8.0,24070.113237117894,0.0,0.0,0.0,0.0,1.0,291.68004573522956,0.0,0.0,0.0,0.0,468588784,0.006080586658801695,523193625,0.03853943152085118,469378316,0.04252770974377439,184478006,0.011338749139293985,536615516,0.051951226680712954,370133634,0.06204788659596146,24361.793282853123,9.0,0.006080586658801695
BD201800000231,70.0,34525.390536969884,3.0,7303.808414733763,9.0,955.0910284644762,61.0,34689.825905485945,1.0,334.09562095464645,0.0,0.0,808487736,0.0060609970615053185,708403659,0.1048816632762657,606912679,0.04817399121601691,434319933,0.003342605991707175,770437030,0.14620731568835915,735349983,0.10455462086233726,77808.21150660871,144.0,0.003342605991707175
BD201800000233,46.0,19179.133541050076,20.0,10912.61360239529,14.0,8010.601180489427,23.0,8484.334162853924,0.0,0.0,0.0,0.0,518684365,0.0018938443429047528,519983344,0.002299586264871868,519415467,0.0005188825707515759,518634833,0.00048196315517876965,520327463,0.003798729848460598,731860343,0.4164733788803725,46586.68248678872,103.0,0.00048196315517876965
BD201800000234,668.0,832642.6037252354,5.0,6505.965852243234,3.0,7890.629111442922,24.0,27993.016187634188,0.0,0.0,0.0,0.0,528103686,0.11029012003371468,559627382,0.1693258492218464,837748034,0.11401266009349852,129637452,0.10930905314099114,529367965,0.355514560244956,311197624,0.19220409968636998,875032.2148765558,700.0,0.10930905314099114
BD201800000235,423.0,519287.55436792463,7.0,2485.4546487776834,24.0,20614.561972903273,17.0,14132.615835014758,0.0,0.0,0.0,0.0,470116190,0.32160248565020805,838608077,0.37620937394679976,819658947,0.39127175334144343,261561732,0.26241996501550585,520120946,0.3327031460186584,558731078,0.46371580483808855,556520.1868246204,471.0,0.26241996501550585
BD201800000236,17.0,4657.168704676002,1.0,4254.360813168891,3.0,672.9271612569371,8.0,3774.6853694049596,0.0,0.0,0.0,0.0,467880819,0.015702490511469425,584079373,0.18499634779394317,837753262,0.06967446870500828,739590593,0.02563862835205221,529367965,0.1708738946395715,859350200,0.29846236418601796,13359.14204850679,29.0,0.015702490511469425
BD201800000237,57.0,33079.92293476144,1.0,1005.6225806005448,2.0,187.20788868289873,5.0,4194.005461542845,1.0,2919.6000720852517,0.0,0.0,701696077,0.005161969384069856,839678966,0.026198388711076586,767579615,0.02269380168155361,701698139,0.025069794740291803,341780434,0.10250156872970127,775163464,0.19618875095881896,41386.35893767298,66.0,0.005161969384069856
BD201800000238,10.0,2420.584823142618,0.0,0.0,0.0,0.0,10.0,4688.813770533282,0.0,0.0,0.0,0.0,598500694,0.005096814431246438,560598436,0.029315626995567064,563182019,0.027334112166265984,771902281,0.0007895112615543679,330752178,0.05811116894220197,370133634,0.18180610278623938,7109.3985936759,20.0,0.0007895112615543679
BD201800000239,12.0,6049.767671730513,0.0,0.0,0.0,0.0,7.0,3200.239945197352,0.0,0.0,0.0,0.0,469330210,0.013372074570685946,838650538,0.0500740772872514,469330202,0.006395300974234478,249689229,0.023860551383496676,173334977,0.22509916365834196,101865827,0.5262813303330395,9250.007616927865,19.0,0.006395300974234478
BD201800000240,5.0,1122.232914478583,1.0,50.300083565904394,0.0,0.0,10.0,11245.648019350205,0.0,0.0,0.0,0.0,676390577,0.09352243998760323,356703306,0.11013034743842845,356474497,0.11189220990706317,353105405,0.08322496056232244,354130676,0.14220387303632484,367224903,0.4813729420029058,12418.181017394692,16.0,0.08322496056232244
BD201800000241,4.0,3123.880945424042,0.0,0.0,0.0,0.0,4.0,1377.8668615480806,0.0,0.0,0.0,0.0,714670733,0.2650883387566704,605350720,0.3181175745585564,605350696,0.3263175132049601,327665434,0.21912892348856144,529367965,0.5845865912754677,311197624,0.4203005748559658,4501.747806972122,8.0,0.21912892348856144
BD201800000242,935.0,725970.7098065685,67.0,29910.166371459683,40.0,16392.20956547494,24.0,16029.834916986058,1.0,23.12046237826214,3.0,789.9268476726451,469920763,0.0011714499832133712,596831587,0.02326030823020208,469920764,0.0012905900013962647,243062413,0.0022486144447589414,539415640,0.05162426562618344,623183190,0.08210615969123969,789115.96797054,1070.0,0.0011714499832133712
BD201800000243,1432.0,904705.3522124295,275.0,211312.67490579723,78.0,82491.98357387085,154.0,150071.34975753727,3.0,2511.9741222181506,33.0,21987.708485566425,470683390,0.03302080216331106,838625173,0.04794941413057455,477515433,0.024359083223109822,163393880,0.021208016713208884,173324405,0.08291417864829229,101865827,0.30783260602097423,1373081.0430574194,1975.0,0.021208016713208884
BD201800000244,1280.0,755109.9263870089,47.0,43499.29286545944,125.0,40209.39907753551,89.0,49727.07136781468,0.0,0.0,0.0,0.0,557027063,0.4532376699235646,661299444,0.4551248110023952,661299443,0.4557020542934659,366110133,0.4429300875232786,550298578,0.6947962602836082,524460731,0.6555304954137315,888545.6896978185,1541.0,0.4429300875232786
BD201800000245,1552.0,803073.2433275788,136.0,132267.67445335048,30.0,15711.319453463844,53.0,15970.544348961901,0.0,0.0,5.0,2741.669243562563,547170262,0.004933388135461406,561924843,0.03058236738734094,582122603,0.0577431054506005,277042296,0.0009108063320415138,538310766,0.12205253635657438,763496748,0.1363993668274914,969764.4508269177,1776.0,0.0009108063320415138
BD201800000246,1158.0,999494.007294122,73.0,70041.03743408149,15.0,8840.440941582707,81.0,63466.18227474191,2.0,5913.051540418955,11.0,4225.518818219357,366133357,0.2016742176717873,465577936,0.21875983509101204,669413488,0.1927859832429995,248824769,0.03289479116012424,498733490,0.5123471701717484,278473788,0.5671805542701778,1151980.2383031663,1340.0,0.03289479116012424
BD201800000247,1256.0,842987.0615310308,394.0,209049.99915290662,119.0,59488.54792762234,212.0,138267.53777043562,1.0,1561.8969568314646,36.0,22238.389119456864,410603264,0.0006522750677906129,560617976,0.039471441717334604,641160255,0.0527974312590218,410581721,0.001318619641444713,161927921,0.057913928580371504,161176948,0.11925318230063237,1273593.4324582838,2018.0,0.0006522750677906129
BD201800000248,1483.0,1252217.394475944,67.0,37492.5055864491,57.0,15627.554872554632,177.0,144592.57431767407,2.0,5913.051540418955,27.0,16502.71289730126,469349357,0.04750565932994057,700952748,0.060357575331842675,461722926,0.14374838296719603,461722315,0.04685110839254588,498733490,0.3462470524682155,278473788,0.3926073351529191,1472345.7936903422,1813.0,0.04685110839254588
BD201800000249,2077.0,1050669.4731683007,62.0,44706.59251187873,139.0,54087.53319907804,115.0,60655.46283315214,0.0,0.0,1.0,490.87313896159543,525387555,0.3164145524317123,792369785,0.33547732751999115,772238747,0.29884896713008585,530566118,0.33685849322454553,533403627,0.3712805308373031,653936558,0.8177469378102009,1210609.9348513712,2394.0,0.29884896713008585
BD201800000250,1258.0,761983.5175010052,225.0,105378.05475343743,137.0,81797.58104218358,91.0,42565.56640709805,1.0,311.29800149758785,10.0,3184.0638610731617,859390322,0.025804992297005884,295902166,0.08907050022548527,662450288,0.10239028080755315,657038119,0.07443239311851005,791120036,0.3600300131386823,524460731,0.7543487419848713,995220.081566295,1722.0,0.025804992297005884
BD201800000251,1696.0,2274485.0452727033,210.0,168502.69496092194,214.0,108882.92614485085,137.0,136200.78559522727,0.0,0.0,22.0,7365.180015478414,685532931,0.016868248118872012,837811552,0.052745339220736646,729153727,0.05086555707214411,795167657,0.0018627178849643612,500182390,0.21999210771491837,559552496,0.32192352371994415,2695436.631989182,2279.0,0.0018627178849643612
BD201800000252,715.0,407193.1673394688,10.0,53073.221184758775,35.0,20530.396362474563,20.0,22785.11965726926,0.0,0.0,0.0,0.0,591557500,0.0001870146572004954,589607734,0.015848232560921847,591550406,0.0019481379154264033,255478519,0.0011124897247294986,604468013,0.07583221232740037,618357693,0.030031035868611333,503581.90454397135,780.0,0.0001870146572004954
BD201800000253,1451.0,1976800.9527331488,88.0,80493.60716730847,209.0,98198.46476746521,133.0,108256.82732441247,1.0,233.51983253423128,7.0,3211.111197128105,468437223,0.004467301315575173,838519866,0.06511751786840254,739615913,0.027185156845796626,236712168,0.003921076359293438,530492783,0.15280581457510148,653936558,0.38887328258258597,2267194.483021997,1889.0,0.003921076359293438
BD201800000254,1150.0,1299490.429116127,57.0,57427.35458220617,33.0,27076.786182340285,40.0,15205.676944836081,1.0,233.51983253423128,0.0,0.0,335103081,2.6778547970257806e-05,336881742,0.003359174162204331,532241359,0.0036102264500228673,335097448,0.002009025110140515,308667289,0.004968570986623305,541189928,0.008663760892506396,1399433.7666580437,1281.0,2.6778547970257806e-05
BD201800000255,1526.0,755081.5987404598,131.0,128781.97689684754,46.0,29128.167467654246,68.0,21289.120887578356,0.0,0.0,4.0,2628.1739684186864,522826793,0.0013820521921110406,522826798,0.004603890125443159,881749651,0.004757080112231332,522826819,0.002297802478763936,521853837,0.027194198828864948,667331493,0.2137126264444943,936909.0379609586,1775.0,0.0013820521921110406
BD201800000256,1692.0,1154249.0305076954,113.0,63083.64198544881,147.0,69343.02985122941,87.0,72179.86086080187,1.0,23.12046237826214,16.0,7142.493409384386,528103686,0.2813232302676426,685355661,0.2700343241750925,528093607,0.28077469628292223,327665427,0.23276842165419698,529367965,0.4844128099443179,311197624,0.3167957130304715,1366021.1770769379,2056.0,0.23276842165419698
BD201800000257,1475.0,2104290.0167991263,60.0,25444.140842458706,64.0,32879.539959790694,67.0,66278.50195202623,0.0,0.0,4.0,865.2815363362943,774702637,0.014368455756721998,503156568,0.07117831396042174,662228400,0.08416597116088897,495413616,0.061652782307600656,503156370,0.07128773157479563,692086797,0.5409963814546698,2229757.481089738,1670.0,0.014368455756721998
