DHSID,links_roads_length,major_roads_length,minor_roads_length,nocars_roads_length,small_roads_length,unknown_roads_length,all_roads_length
NG201800000268,0.0,0.0,28851.154736914155,0.0,0.0,0.0,28851.154736914155
NG201800000269,0.0,3406.216806753344,38566.21324831064,0.0,9801.336999489326,0.0,51773.767054553304
NG201800000270,0.0,0.0,22477.063010093392,129.70784852912016,0.0,0.0,22606.770858622513
NG201800000271,0.0,0.0,21495.60897941682,0.0,0.0,0.0,21495.60897941682
NG201800000272,0.0,5886.523063942465,20499.73331984947,0.0,0.0,0.0,26386.256383791937
NG201800000273,0.0,21422.63253184119,57872.379352830976,1036.3731076493775,0.0,0.0,80331.38499232153
NG201800000274,0.0,10241.586915581676,25311.104348830846,1813.2419528499504,809.9382217064472,0.0,38175.87143896893
NG201800000275,0.0,8555.26764609457,55364.35726755672,31.67607226590612,105.98638001367928,0.0,64057.28736593088
NG201800000276,0.0,472.4685414320929,26119.383129246256,0.0,0.0,0.0,26591.85167067835
NG201800000277,0.0,15221.195337058658,115721.03537235234,18850.393571574165,25986.93716780856,0.0,175779.5614487937
NG201800000278,0.0,15269.067742049723,159760.49120228048,19874.281539479372,8674.071396944983,0.0,203577.91188075457
NG201800000279,0.0,0.0,44848.790361059844,0.0,1192.995737074582,0.0,46041.78609813443
NG201800000280,0.0,10311.198735873248,30637.7994196463,0.0,1179.2632511309503,0.0,42128.2614066505
NG201800000281,0.0,10013.979704583038,19074.06023165013,266.3556666127358,0.0,0.0,29354.395602845907
NG201800000282,0.0,0.0,25612.443531497927,151.00143609280283,0.0,0.0,25763.44496759073
NG201800000283,0.0,8777.370383280713,20042.544114456825,0.0,0.0,0.0,28819.91449773754
NG201800000284,0.0,18816.015402277328,5532.227017700756,0.0,0.0,0.0,24348.242419978083
NG201800000285,0.0,8965.946330757773,84495.91827818821,807.5326958048702,50722.04057493492,0.0,144991.43787968578
NG201800000286,0.0,21741.973193452963,19199.803060235412,2434.132619271215,13707.21601050326,0.0,57083.12488346285
NG201800000287,0.0,0.0,83852.60576545051,0.0,15169.841707673271,0.0,99022.44747312379
NG201800000288,0.0,15780.039452688034,63746.76475803047,0.0,4452.439807460059,0.0,83979.24401817856
NG201800000289,0.0,4985.429309560545,15985.235616749933,0.0,2464.8890430792676,0.0,23435.553969389744
NG201800000290,255.89841269941536,12405.557023280338,81212.058437902,0.0,110.97674278395644,0.0,93984.4906166657
NG201800000291,993.1558564114164,42747.67119565752,123336.78240999345,0.0,504.5666837965265,0.0,167582.17614585892
NG201800000292,1030.1698402301145,40864.487056787846,137083.79154429838,0.0,505.688794726612,0.0,179484.13723604297
NG201800000293,0.0,5495.3025200907105,13091.042853979707,0.0,197.71911629198547,0.0,18784.0644903624
NG201800000294,0.0,25831.20226601946,123670.71134150273,0.0,2409.904463144365,0.0,151911.81807066654
NG201800000295,0.0,9846.936397496245,91129.03683367778,0.0,0.0,0.0,100975.97323117402
NG201800000296,0.0,0.0,13517.23244088767,0.0,1918.9437133108413,0.0,15436.17615419851
NG201800000297,0.0,14285.753496740213,24017.179507170553,0.0,379.8505517913097,0.0,38682.78355570207
NG201800000298,0.0,21576.912198507824,188964.75777226573,2167.4368893129376,18789.658829788706,0.0,231498.7656898752
NG201800000299,0.0,0.0,122560.56227285456,0.0,0.0,0.0,122560.56227285456
NG201800000300,0.0,14549.553612529407,103485.62011018171,3250.737890847516,9155.218458673484,0.0,130441.13007223212
NG201800000301,25.607048777324273,25487.121188666133,51777.29521159222,0.0,452.2114247931114,0.0,77742.2348738288
NG201800000302,0.0,0.0,19083.020463517485,0.0,139.6824478846155,0.0,19222.7029114021
NG201800000303,0.0,12893.989277477689,58627.43170601999,0.0,598.2472721865249,0.0,72119.6682556842
NG201800000304,0.0,20162.775873624898,49722.380595586306,0.0,829.6155246007753,0.0,70714.77199381197
NG201800000305,0.0,20921.183255026837,82595.10375647084,0.0,22152.64706157295,0.0,125668.93407307063
NG201800000306,0.0,19012.198419978617,13619.003480854375,0.0,19525.19755606255,0.0,52156.39945689554
NG201800000307,37.72869895199532,28552.441258827894,62403.697979748154,0.0,0.0,0.0,90993.86793752805
NG201800000308,0.0,9608.99127296022,85134.38272940612,0.0,3887.6655522884903,0.0,98631.03955465482
NG201800000309,0.0,26088.08871520322,52693.02523498013,0.0,17711.50660174653,0.0,96492.62055192988
NG201800000310,0.0,10680.81359777705,15329.95858114741,0.0,12650.80937061541,0.0,38661.58154953987
NG201800000311,0.0,13841.85994037674,40459.23362621657,0.0,594.4260888671317,0.0,54895.51965546044
NG201800000312,0.0,0.0,35682.87124276354,0.0,7681.9449862630945,0.0,43364.816229026634
NG201800000313,0.0,0.0,28579.93748192564,0.0,0.0,0.0,28579.93748192564
NG201800000314,0.0,8724.558686384129,35400.48630529799,482.84676547322437,9790.626459352388,0.0,54398.518216507735
NG201800000315,0.0,9418.917136708087,26552.87262687538,0.0,0.0,0.0,35971.78976358347
NG201800000316,0.0,0.0,58742.04355975155,0.0,13649.155379211816,0.0,72391.19893896337
NG201800000317,0.0,20093.01772320902,30361.708426844816,0.0,59.269001020978564,0.0,50513.995151074814
NG201800000318,0.0,6212.532961236854,6828.986773174597,0.0,0.0,0.0,13041.519734411451
NG201800000319,0.0,0.0,84731.28056826637,0.0,1690.847246206635,0.0,86422.12781447302
NG201800000320,0.0,10530.148192447043,55516.627157213356,0.0,12541.764866123245,0.0,78588.54021578364
NG201800000321,0.0,4482.500935248952,2286.1224076423305,0.0,0.0,0.0,6768.623342891283
NG201800000322,0.0,10155.974939815493,7035.03354304894,0.0,8234.978977082394,0.0,25425.987459946824
NG201800000323,0.0,0.0,14898.638590625245,0.0,5239.8534652596845,0.0,20138.49205588493
NG201800000324,0.0,15386.058347811138,23221.78933533961,0.0,4684.876050643588,0.0,43292.72373379434
NG201800000325,0.0,988.347303812844,32891.24509388965,0.0,0.0,0.0,33879.592397702494
NG201800000326,0.0,12388.248783108407,11754.582326016907,0.0,834.4719411260918,0.0,24977.303050251405
NG201800000327,65.81377064251191,1164.9935679986063,49882.68259554591,0.0,7524.656582128777,0.0,58638.146516315814
NG201800000328,104.56599870038531,13004.71182949089,152652.40045446123,0.0,79.26309215707396,0.0,165840.9413748096
NG201800000329,178.03352934028027,38402.3517183214,102345.40943216198,141.6483504149926,867.5495981430653,0.0,141934.9926283817
NG201800000330,105.5762396641589,37253.08580909423,102500.06739227092,160.05515143462708,685.271288418951,0.0,140704.05588088286
NG201800000331,885.703680661301,42784.70460672701,121670.31129383075,0.0,2677.653343334103,0.0,168018.37292455317
NG201800000332,19.98800431939418,8913.935015700345,116171.73986429101,1370.0371142740182,13843.01035059466,0.0,140318.71034917943
NG201800000333,0.0,24568.524818302496,167726.98741734357,141.67456435967472,546.191610520332,0.0,192983.3784105261
NG201800000334,28.079885566341527,7615.887951704971,107523.59458487076,1243.9945171806962,4392.489412800989,0.0,120804.04635212375
NG201800000335,12.21228068099293,7537.426621944554,85862.59335534918,0.0,3566.3602255120354,0.0,96978.59248348676
NG201800000336,0.0,15222.032486925833,171189.59044101083,0.0,5088.073724197704,0.0,191499.69665213436
NG201800000337,72.45728967612138,14212.347365094973,157305.0287556005,1150.0052488334732,2068.5743206907814,0.0,174808.41297989586
NG201800000338,19.804064701301563,16751.40255422696,107873.46950620381,158.64561973624947,6797.427169653236,0.0,131600.74891452154
NG201800000339,0.0,5089.297114923236,21344.549670504875,855.7149530031916,0.0,0.0,27289.561738431305
NG201800000340,65.81377064251191,23803.332299088906,183448.7546129286,1851.1423298785503,26412.74407646357,0.0,235581.78708900214
NG201800000341,0.0,23831.022150212088,191977.2730367491,3331.3148138848483,47771.050327783145,0.0,266910.6603286292
NG201800000342,0.0,20183.50008093255,33852.125969419016,1343.4320055568558,19073.664096966626,0.0,74452.72215287504
NG201800000343,0.0,0.0,82812.06651577585,3869.2600029479777,3083.292238662839,0.0,89764.61875738666
NG201800000344,0.0,0.0,225565.71954552946,3871.7193007843257,9861.569059391957,0.0,239299.00790570572
NG201800000345,0.0,5636.71519265319,51921.46048900341,24.516521444080762,27937.388164889715,0.0,85520.08036799039
NG201800000346,0.0,9613.699920009727,66853.84087535647,0.0,208.13187385794146,0.0,76675.67266922414
NG201800000347,0.0,21710.84514504495,59444.0688780613,0.0,0.0,0.0,81154.91402310625
NG201800000348,0.0,33521.18669888749,174640.0732559547,45498.31010843631,25031.529988984166,0.0,278691.10005226266
NG201800000349,0.0,16656.227540522523,94550.85350954255,1900.361867932923,51894.35144522903,0.0,165001.79436322703
NG201800000350,0.0,18173.640974487014,34147.73239923795,0.0,3250.353812641335,0.0,55571.727186366305
NG201800000351,0.0,25839.382545178385,115065.55828754371,2132.1625168774785,14845.174523010692,0.0,157882.27787261028
NG201800000352,0.0,15652.448485534696,59567.62525262302,7036.411752218388,6501.980290454995,0.0,88758.4657808311
NG201800000353,0.0,21472.8780995888,65745.80463538367,578.9602637461899,2993.598910155304,0.0,90791.24190887397
NG201800000354,126.94161446614604,38633.87395966805,217237.33672468067,3554.722914391099,27724.500038435915,0.0,287277.3752516419
NG201800000355,0.0,10124.857591442082,100342.63122220678,489.5443122826134,1855.0386576471183,0.0,112812.07178357859
NG201800000356,0.0,12788.515636464963,283211.1414673363,18173.399661413066,172.61736277421662,0.0,314345.6741279885
NG201800000357,0.0,10041.506478424291,86261.62671706665,13793.144976036834,55183.69239892366,0.0,165279.97057045143
NG201800000358,0.0,15583.852138175556,41497.50587667011,0.0,0.0,0.0,57081.35801484567
NG201800000359,0.0,10611.392872006503,52967.039071521605,2493.1837410574394,7125.791141360751,0.0,73197.4068259463
NG201800000360,0.0,10646.04483096382,25077.149556361528,0.0,4108.8076282941,0.0,39832.00201561945
NG201800000361,0.0,2992.404679587851,34873.72665179418,4869.755663890424,37563.5492935955,0.0,80299.43628886796
NG201800000362,0.0,18949.278344562146,32129.427137820207,0.0,4800.137970964508,0.0,55878.84345334687
NG201800000363,0.0,24229.6955723528,69947.29517881853,315.3881312540417,462.0607056191198,0.0,94954.43958804451
NG201800000364,0.0,10694.076529682025,74580.54604395614,0.0,2620.0221167528443,0.0,87894.64469039101
NG201800000365,0.0,5492.51874357848,22874.622327025885,0.0,0.0,0.0,28367.141070604364
NG201800000366,0.0,6334.267809385958,52402.584165397464,0.0,1707.6895578183032,0.0,60444.541532601725
NG201800000367,91.02487518930917,18675.140477518675,182342.3083480582,0.0,166.72086499549053,0.0,201275.1945657617
NG201800000368,72.73163767827062,10015.311614001577,98753.89616332119,0.0,1422.5940776157724,0.0,110264.5334926168
NG201800000369,226.77201205131865,38503.36504659614,180186.17384702282,458.18582429247385,2030.1133285933713,0.0,221404.61005855614
NG201800000370,72.73163767827062,12921.557412697388,113125.03614679097,0.0,592.7471813063191,0.0,126712.07237847295
NG201800000371,205.3300761219316,26707.67350057892,178992.2499663663,0.0,1500.9721031785111,0.0,207406.22564624564
NG201800000372,0.0,0.0,21450.01186947801,0.0,0.0,0.0,21450.01186947801
NG201800000373,0.0,14376.49694368731,67028.12394506775,0.0,0.0,0.0,81404.62088875506
NG201800000374,0.0,0.0,51746.85366792629,0.0,0.0,0.0,51746.85366792629
NG201800000375,0.0,0.0,65463.81744326729,0.0,0.0,0.0,65463.81744326729
NG201800000376,0.0,9537.113538706539,23420.383009204255,0.0,0.0,0.0,32957.49654791079
NG201800000377,0.0,5623.244818413641,25281.65319362974,0.0,0.0,0.0,30904.89801204338
NG201800000378,0.0,0.0,21410.36913707362,0.0,0.0,0.0,21410.36913707362
NG201800000379,0.0,20932.187338213233,142384.74622435082,983.1983273493436,3706.193537497434,0.0,168006.32542741083
NG201800000380,0.0,19194.45619872283,10714.001017893013,0.0,2065.3062975390117,0.0,31973.763514154856
NG201800000381,0.0,0.0,11547.333151316345,0.0,0.0,0.0,11547.333151316345
NG201800000382,0.0,29639.82888522106,13783.307432449004,0.0,2537.7406844849365,0.0,45960.87700215501
NG201800000383,0.0,21188.31564243038,20152.256439863886,0.0,0.0,0.0,41340.57208229427
NG201800000384,100.13685399421593,14785.03340472765,0.0,0.0,0.0,0.0,14885.170258721866
NG201800000385,0.0,7695.3836814698525,9979.80462711497,0.0,0.0,0.0,17675.188308584824
NG201800000386,0.0,13160.882720076917,0.0,0.0,0.0,0.0,13160.882720076917
NG201800000387,0.0,18238.891657993543,984.6466829947739,0.0,489.5301600487996,0.0,19713.068501037116
NG201800000388,0.0,9869.275009051868,59436.65039113935,0.0,0.0,0.0,69305.92540019122
NG201800000389,0.0,0.0,10449.76240857706,0.0,0.0,0.0,10449.76240857706
NG201800000390,0.0,22060.282673626854,80139.70890529834,391.85652223477746,1609.8780978798177,0.0,104201.7261990398
NG201800000391,0.0,22230.528089663505,11147.040182982,0.0,0.0,0.0,33377.568272645505
NG201800000392,0.0,16057.150968356682,32791.13732125381,0.0,672.7399987808119,0.0,49521.0282883913
NG201800000393,0.0,3202.5114870648713,30957.729256939347,8177.112686908151,5354.4518177344235,0.0,47691.805248646786
NG201800000394,0.0,0.0,7560.83589261018,0.0,0.0,0.0,7560.83589261018
NG201800000395,0.0,6461.483122596464,25388.82900508385,0.0,0.0,0.0,31850.312127680314
NG201800000396,0.0,16327.624898469414,80803.87540297079,0.0,6367.826904656187,0.0,103499.3272060964
NG201800000397,0.0,23470.15351685526,14004.446150889707,0.0,0.0,0.0,37474.599667744966
NG201800000398,0.0,4438.155455112077,45681.690184339684,0.0,0.0,0.0,50119.84563945176
NG201800000399,0.0,3576.2149438403844,17785.629779561787,0.0,0.0,0.0,21361.84472340217
NG201800000400,165.06092999823633,20566.87059926769,128832.14388902612,0.0,137.74557325180197,0.0,149701.82099154385
NG201800000401,236.63526750244083,15502.734383272751,122131.33537209516,0.0,796.8002030763934,0.0,138667.50522594675
NG201800000402,96.52184895026599,18797.521631246545,101569.4312886224,0.0,0.0,0.0,120463.47476881921
NG201800000403,133.32904366974284,15276.616469534232,89453.64984665702,0.0,0.0,0.0,104863.59535986099
NG201800000404,0.0,10745.061465875915,70387.2580697854,66.18198901366706,1952.0621939895009,0.0,83150.56371866449
NG201800000405,51.44133578423164,6793.399539265669,609.4656051780222,0.0,0.0,0.0,7454.306480227922
NG201800000406,0.0,0.0,72010.92325560455,11934.724528390707,15044.148205817417,0.0,98989.79598981267
NG201800000407,0.0,9880.777295588892,26105.3808461596,0.0,27.810150163826947,0.0,36013.96829191232
NG201800000408,0.0,12026.65217437366,64343.43112882532,0.0,627.6491125850011,0.0,76997.73241578398
NG201800000409,0.0,0.0,87134.79859117737,4472.671169129595,4818.95743951094,0.0,96426.4271998179
NG201800000410,0.0,13654.95031543015,63126.1739545493,3541.4061218843162,1639.1894548895577,0.0,81961.71984675332
NG201800000411,0.0,20192.869393301487,7080.404132087455,0.0,0.0,0.0,27273.27352538894
NG201800000412,0.0,18121.07721756864,8230.766193344594,949.3841997617023,0.0,0.0,27301.227610674938
NG201800000413,0.0,9987.047344019089,31761.717826343134,538.0918973706512,13729.368992661603,0.0,56016.226060394474
NG201800000414,0.0,16609.65224393239,21558.52434844075,0.0,0.0,0.0,38168.176592373144
NG201800000415,0.0,9683.829778517254,15598.909795455811,0.0,0.0,0.0,25282.739573973064
NG201800000416,0.0,9673.19802654952,57850.6757626455,0.0,31293.338056041423,0.0,98817.21184523644
NG201800000417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000418,0.0,0.0,20793.02528833109,0.0,0.0,0.0,20793.02528833109
NG201800000419,0.0,0.0,9827.242831472406,28328.239960451305,0.0,0.0,38155.482791923714
NG201800000420,0.0,10104.701012139603,65609.59460567003,0.0,0.0,0.0,75714.29561780964
NG201800000421,0.0,9064.994867121943,150970.04479641916,0.0,0.0,0.0,160035.0396635411
NG201800000422,0.0,0.0,11026.343693389843,0.0,0.0,0.0,11026.343693389843
NG201800000423,0.0,8843.160074338512,0.0,0.0,0.0,0.0,8843.160074338512
NG201800000424,0.0,15385.80648508168,66382.6640340085,0.0,3063.26316879135,0.0,84831.73368788154
NG201800000425,0.0,0.0,15172.248149104404,0.0,0.0,0.0,15172.248149104404
NG201800000426,0.0,12108.996691710603,1038.2149590113538,0.0,0.0,0.0,13147.211650721956
NG201800000427,0.0,18061.254297590138,74025.40156908224,274.5542668558521,1319.2310113087458,0.0,93680.44114483696
NG201800000428,0.0,15796.910589327666,31627.145718384934,765.0962423319129,4879.108540078135,0.0,53068.26109012265
NG201800000429,0.0,0.0,41269.795278005746,0.0,338.7097358373942,0.0,41608.50501384314
NG201800000430,0.0,9183.44749230103,0.0,0.0,0.0,0.0,9183.44749230103
NG201800000431,0.0,10058.64551031591,32790.43445586894,0.0,2339.112458556094,0.0,45188.19242474095
NG201800000432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000433,0.0,0.0,14783.754731333003,0.0,0.0,0.0,14783.754731333003
NG201800000434,0.0,19985.917173886726,1953.8720300322464,0.0,0.0,0.0,21939.789203918972
NG201800000435,36.22123758291856,19471.82845614902,142493.86794501042,237.0537633614213,15637.121089996628,0.0,177876.0924921004
NG201800000436,0.0,13673.966144952326,120686.7202649079,0.0,1627.2315786119766,0.0,135987.91798847218
NG201800000437,0.0,12281.336899309154,147916.04555453625,0.0,1715.1522736774461,0.0,161912.53472752284
NG201800000438,0.0,5888.419922997968,10505.507708266641,0.0,0.0,0.0,16393.92763126461
NG201800000439,36.22123758291856,15078.98557891251,72938.11627687323,376.4675223711437,29516.03112858639,0.0,117945.82174432618
NG201800000440,0.0,1775.1402111526006,12103.521531141794,45.89696455910177,26570.777233676814,0.0,40495.33594053031
NG201800000441,88.44641917854322,23490.083583386302,185939.71403513342,665.0573765319687,891.2831447242597,0.0,211074.5845589545
NG201800000442,7.712137684610828,26217.85543796783,203114.3943635245,177.80685207335645,819.859084122782,0.0,230337.6278753731
NG201800000443,0.0,6057.427910367791,68264.9718942432,0.0,16879.538046223577,0.0,91201.93785083457
NG201800000444,0.0,0.0,16753.88377106112,1002.2250276717377,2961.4067490311427,0.0,20717.515547764
NG201800000445,0.0,0.0,22935.593610773212,0.0,643.7186932200702,0.0,23579.312303993283
NG201800000446,0.0,4384.13879147159,61833.72159218838,0.0,15312.513945680923,0.0,81530.3743293409
NG201800000447,0.0,0.0,6808.954168095224,0.0,2194.321162639292,0.0,9003.275330734516
NG201800000448,0.0,0.0,26078.142865494356,5299.373391771995,0.0,0.0,31377.51625726635
NG201800000449,0.0,0.0,9852.193584237193,1215.6035255530899,2961.4067490311427,0.0,14029.203858821425
NG201800000450,0.0,0.0,10721.617723451243,3552.465713762776,0.0,0.0,14274.08343721402
NG201800000451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000452,0.0,0.0,71653.92286141345,3132.7538711613856,104561.45208957381,0.0,179348.12882214866
NG201800000453,0.0,0.0,42641.21582064639,0.0,0.0,0.0,42641.21582064639
NG201800000454,0.0,23050.805594984122,36663.9535261345,6319.502089540294,55020.7845773232,0.0,121055.04578798212
NG201800000455,0.0,1532.2060314099263,16990.19408752665,0.0,8728.680632664162,0.0,27251.080751600733
NG201800000456,0.0,9280.766802024531,1530.3407888813283,0.0,0.0,0.0,10811.10759090586
NG201800000457,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NG201800000458,0.0,0.0,2483.4558272207887,4938.7761909662895,0.0,0.0,7422.232018187078
NG201800000459,0.0,10882.786182860713,10428.423555530364,0.0,0.0,0.0,21311.209738391077
NG201800000460,0.0,0.0,4801.539479340883,237.87139627520628,0.0,0.0,5039.4108756160895
NG201800000461,0.0,0.0,6152.378228319123,235150.456838048,0.0,0.0,241302.83506636712
NG201800000462,0.0,9621.037837116048,0.0,0.0,0.0,0.0,9621.037837116048
NG201800000463,0.0,5212.692252697869,0.0,0.0,0.0,0.0,5212.692252697869
NG201800000464,0.0,15302.766729100138,34688.13750310449,371.5660932025069,41098.48356778794,0.0,91460.95389319508
NG201800000465,0.0,8409.081030798192,0.0,0.0,6445.613442300651,0.0,14854.694473098843
NG201800000466,0.0,27813.56410392951,46509.59646349036,5883.296302132563,154687.76661926435,0.0,234894.2234888168
NG201800000467,0.0,14385.407521224159,2608.01838061598,0.0,1566.8876906360447,0.0,18560.313592476185
NG201800000468,0.0,20089.243811934168,9527.477568571276,3375.8873232193564,31221.375928813897,0.0,64213.9846325387
NG201800000469,0.0,15328.489088214119,76881.6629215773,3246.9488302823493,40625.78064951407,0.0,136082.88148958783
NG201800000470,0.0,5872.910349986285,23620.206891102884,0.0,245.99782956391942,0.0,29739.115070653086
NG201800000471,0.0,3772.153187479131,21476.011146895944,0.0,8247.705520920466,0.0,33495.86985529555
NG201800000472,0.0,2975.83005331565,72352.74995782031,0.0,58.99639697435688,0.0,75387.57640811031
NG201800000473,0.0,10336.399665002564,66220.22648611326,0.0,190.41086953876362,0.0,76747.03702065459
NG201800000474,9.981156421788322,4668.452750064887,9907.866364911786,0.0,0.0,0.0,14586.30027139846
NG201800000475,0.0,16393.93202992411,7678.759490165191,0.0,1941.3874447566739,0.0,26014.078964845976
NG201800000476,0.0,11769.152407398848,9797.517776310162,0.0,118.79595316007774,0.0,21685.466136869087
NG201800000477,0.0,17953.629279707453,19423.79106694813,0.0,0.0,0.0,37377.420346655585
NG201800000478,0.0,10093.98586476184,19169.782614832122,0.0,2961.5720226397407,0.0,32225.340502233703
NG201800000479,0.0,25475.66474026593,19560.40718760073,0.0,0.0,0.0,45036.07192786666
NG201800000480,0.0,10877.830963308736,6833.848234124767,0.0,0.0,0.0,17711.679197433503
NG201800000481,0.0,16974.160714615835,36101.88343745975,0.0,961.9869937574674,0.0,54038.031145833054
NG201800000482,0.0,0.0,28003.56653545743,0.0,0.0,0.0,28003.56653545743
NG201800000483,0.0,10544.29861083487,21162.605396146802,0.0,0.0,0.0,31706.904006981673
NG201800000484,0.0,0.0,35159.60067668776,0.0,0.0,0.0,35159.60067668776
NG201800000485,0.0,0.0,30978.717182235778,0.0,0.0,0.0,30978.717182235778
NG201800000486,0.0,0.0,6969.45776401725,0.0,0.0,0.0,6969.45776401725
NG201800000487,0.0,0.0,9770.30531860434,0.0,0.0,0.0,9770.30531860434
NG201800000488,0.0,13043.226185941927,5531.224990995099,0.0,0.0,0.0,18574.451176937026
NG201800000489,0.0,15843.45608194757,61014.463776171106,0.0,31291.085524369017,0.0,108149.0053824877
NG201800000490,0.0,11485.502137899572,5935.044175301407,0.0,0.0,0.0,17420.54631320098
NG201800000491,0.0,0.0,12171.207162925717,0.0,0.0,0.0,12171.207162925717
NG201800000492,0.0,14150.141963193175,98183.83358296056,0.0,0.0,0.0,112333.97554615374
NG201800000493,0.0,15430.66078339126,11553.964475626131,0.0,0.0,0.0,26984.62525901739
NG201800000494,0.0,0.0,16449.684970809732,0.0,0.0,0.0,16449.684970809732
NG201800000495,0.0,7996.196694814988,30023.80775113964,0.0,0.0,0.0,38020.004445954626
NG201800000496,0.0,18353.367755647818,12009.492651995191,0.0,0.0,0.0,30362.86040764301
NG201800000497,0.0,7668.727253750038,20258.06337121384,0.0,0.0,0.0,27926.790624963876
NG201800000498,0.0,0.0,72618.90193253738,0.0,1878.5987968606853,0.0,74497.50072939806
NG201800000499,34.45550217195086,11188.324761022932,51455.96515393261,0.0,152.71692509995844,0.0,62831.462342227445
NG201800000500,144.88481014732554,39819.02742075768,154429.44779168753,594.7320148544028,8165.0991510386375,0.0,203153.1911884856
NG201800000501,141.18084659572352,40307.79016444467,162176.97268170543,882.9687374721095,19083.64103368132,0.0,222592.55346389924
NG201800000502,0.0,17223.80827563356,48542.52284860154,0.0,1044.4228298594758,0.0,66810.75395409459
NG201800000503,0.0,10387.270455096394,39081.43706369215,0.0,14911.76539796154,0.0,64380.47291675009
NG201800000504,0.0,29405.624119239234,68859.20961515084,0.0,3279.5430134555572,0.0,101544.37674784564
NG201800000505,0.0,15531.587987699984,140911.013504768,7017.633147517414,0.0,0.0,163460.2346399854
NG201800000506,0.0,10418.69179111168,35777.6215048547,0.0,8949.118027384262,0.0,55145.43132335064
NG201800000507,0.0,15826.88357780252,37477.842299076,398.8147417594889,1745.3503211389325,0.0,55448.890939776946
NG201800000508,0.0,22285.421484524857,62583.233106532556,398.8147417594889,1053.763176115897,0.0,86321.23250893281
NG201800000509,0.0,0.0,1136.3878322526589,0.0,0.0,0.0,1136.3878322526589
NG201800000510,0.0,11099.907923932884,110243.85996704843,1867.162628061527,916.0063617988906,0.0,124126.93688084173
NG201800000511,0.0,6858.260681034268,33034.794662709275,0.0,0.0,0.0,39893.055343743545
NG201800000512,0.0,4908.872232300283,47654.453109989874,0.0,5212.7571821747715,0.0,57776.082524464924
NG201800000513,80.94428873076835,6626.1169020162715,27482.382367333576,0.0,0.0,0.0,34189.44355808062
NG201800000514,0.0,6691.11374562196,29224.45182826513,0.0,0.0,0.0,35915.56557388709
NG201800000515,0.0,5261.4791353685705,16983.48407109931,0.0,546.9221636208932,0.0,22791.885370088774
NG201800000516,3033.410876274549,23463.26255580256,174383.2921594241,1336.8539897794553,492.9591716622598,0.0,202709.77875294292
NG201800000517,68.51115191282085,14823.119487629036,148867.32388473867,148.31305767821902,0.0,0.0,163907.26758195876
NG201800000518,0.0,13972.455755274512,183667.22915368603,105.27397711716829,0.0,0.0,197744.95888607771
NG201800000519,139.12872971974684,18300.55051851837,89013.96894337356,275.3141508631886,7649.638095966853,0.0,115378.6004384417
NG201800000520,1014.7665432028487,26031.902468392225,110214.89893593296,0.0,11799.230272868965,0.0,149060.798220397
NG201800000521,112.82456074025805,21843.75803667904,118470.1841231774,273.26945235077045,5611.935318402612,0.0,146311.9714913501
NG201800000522,43.01786119612727,32764.416064200675,169243.23327888554,688.2908820905301,6580.266006494992,0.0,209319.22409286787
NG201800000523,45.82485113728184,23929.13188372244,161083.21313426504,498.41663986885476,0.0,0.0,185556.58650899364
NG201800000524,26.747693276925844,31124.506719465626,85242.99744919161,0.0,4292.463304197258,0.0,120686.71516613141
NG201800000525,254.35305728309282,18547.22340507837,123778.63934422098,96.28393877412817,2013.5586236725771,0.0,144690.05836902917
NG201800000526,12.527262499646694,11173.246303518552,3684.017230981912,0.0,286.1569797607009,0.0,15155.947776760811
NG201800000527,0.0,6849.556246064822,12333.258402028698,0.0,716.701482163505,0.0,19899.516130257023
NG201800000528,0.0,8214.026656846756,31827.8726797577,0.0,0.0,0.0,40041.89933660446
NG201800000530,0.0,28772.29778510156,43230.07948951841,0.0,3748.8724932670075,0.0,75751.24976788697
NG201800000531,0.0,4510.339402666415,38878.00270090966,0.0,0.0,0.0,43388.34210357608
NG201800000532,29.58287004926312,11557.185315243125,68397.35729730732,0.0,0.0,0.0,79984.1254825997
NG201800000533,0.0,17093.551092233243,89157.10397389761,0.0,0.0,0.0,106250.65506613086
NG201800000534,0.0,0.0,76516.92224379395,0.0,0.0,0.0,76516.92224379395
NG201800000535,0.0,14985.532634347714,45036.023333689445,0.0,0.0,0.0,60021.55596803716
NG201800000536,0.0,15009.47446606023,76203.03829508647,370.2744326836617,1151.2782184240873,0.0,92734.06541225445
NG201800000537,44.225696109726265,10487.357562263347,89236.73907318294,879.7299249147163,6400.632499123501,0.0,107048.68475559422
NG201800000538,0.0,20550.32443393067,70272.63329207295,0.0,14695.225354914028,0.0,105518.18308091765
NG201800000539,0.0,20393.17874484731,80980.62228408738,0.0,4436.680900089185,0.0,105810.48192902387
NG201800000540,0.0,4952.918679884424,8069.061705912497,0.0,0.0,0.0,13021.98038579692
NG201800000541,0.0,11379.95167889755,45607.779178142424,38.54650157354877,8620.282213373914,0.0,65646.55957198744
NG201800000542,0.0,11688.07814442573,13175.671799308477,0.0,158.5947886361096,0.0,25022.344732370315
NG201800000543,0.0,10240.3049052135,24164.266693749112,0.0,0.0,0.0,34404.57159896261
