DHSID,links_roads_length,major_roads_length,minor_roads_length,nocars_roads_length,small_roads_length,unknown_roads_length,all_roads_length
NG201800000146,0.0,17464.832898472683,122406.5213131777,780.7038741547198,4438.37293652543,0.0,145090.43102233054
NG201800000147,2547.799442229978,22583.70441639094,116369.00879801584,0.0,3411.2165944241947,0.0,144911.72925106095
NG201800000148,0.0,6399.175942171918,49522.948042375356,0.0,496.96557057937093,0.0,56419.089555126644
NG201800000149,10.430492608891612,23336.082027664135,127976.70608571597,0.0,265.02806549179456,0.0,151588.2466714808
NG201800000150,10.430492608891612,23026.780629082485,145449.82401817324,0.0,265.02806549179456,0.0,168752.0632053564
NG201800000151,0.0,23165.739291806232,99052.47352205633,0.0,392.962192855177,0.0,122611.17500671775
NG201800000152,0.0,12491.863396861438,10894.940812272795,0.0,0.0,0.0,23386.804209134232
NG201800000153,0.0,5720.6122541678205,6014.749083849607,0.0,0.0,0.0,11735.361338017428
NG201800000154,4431.15114708557,61200.51740181475,809804.8256261118,185.4640260043455,34644.361484230525,0.0,910266.3196852469
NG201800000155,0.0,0.0,41738.88413012672,0.0,530.7855150892605,0.0,42269.669645215974
NG201800000156,140.20758082034618,32300.50682893688,201065.31241631007,9520.649569846524,20860.128291944446,0.0,263886.80468785827
NG201800000157,0.0,10685.383180849647,0.0,0.0,0.0,0.0,10685.383180849647
NG201800000158,0.0,10243.834332295766,90426.19348073022,0.0,1998.1202659976636,0.0,102668.14807902365
NG201800000159,0.0,16576.753444579554,22452.563064003964,0.0,3504.5779711829728,0.0,42533.894479766495
NG201800000160,0.0,11529.705807366561,10533.216712838492,0.0,93.33471866553407,0.0,22156.257238870585
NG201800000161,0.0,0.0,30232.568217277993,0.0,3884.932405570047,0.0,34117.50062284804
NG201800000162,215.2817488071925,36258.23081657468,114776.60312220285,0.0,299.16031641545294,0.0,151549.2760040002
NG201800000163,0.0,27492.793050635817,19083.059863161736,0.0,1042.977882999488,0.0,47618.83079679705
NG201800000164,0.0,18509.119278769784,19048.974982679283,0.0,0.0,0.0,37558.09426144906
NG201800000165,0.0,29798.58927560215,3829.9688259449335,0.0,0.0,0.0,33628.55810154708
NG201800000166,0.0,32756.03775570468,16298.099248134893,0.0,0.0,0.0,49054.137003839576
NG201800000167,0.0,22988.54445266306,92290.72743296123,0.0,471.32490872964854,0.0,115750.59679435393
NG201800000168,0.0,10263.521110397434,9181.570757929356,0.0,0.0,0.0,19445.09186832679
NG201800000169,0.0,2220.9149329850898,26883.039715204366,0.0,4993.594319605728,0.0,34097.548967795185
NG201800000170,0.0,38299.58572993412,14584.588873865538,0.0,0.0,0.0,52884.17460379966
NG201800000171,0.0,25589.033452605887,11597.084876100784,0.0,0.0,0.0,37186.11832870667
NG201800000172,0.0,16420.489785627404,3447.482984087903,0.0,0.0,0.0,19867.972769715307
NG201800000173,0.0,16232.783433669101,5270.577544740618,0.0,0.0,0.0,21503.36097840972
NG201800000174,0.0,9372.722118021373,1130.7251854576284,0.0,0.0,0.0,10503.447303479
NG201800000175,0.0,10486.472154081262,18682.550838845702,0.0,0.0,0.0,29169.022992926963
NG201800000176,0.0,9266.515626797425,15988.170236944592,1645.4613658184294,0.0,0.0,26900.147229560444
NG201800000177,0.0,14230.224083974364,11798.281178835921,0.0,0.0,0.0,26028.505262810286
NG201800000178,0.0,10213.284475820861,10595.488422042083,0.0,0.0,0.0,20808.772897862946
NG201800000179,0.0,12869.545323843553,15866.023085820765,0.0,0.0,0.0,28735.568409664316
NG201800000180,27.420963434544504,8801.280468345227,111465.19534151559,0.0,3006.3869739998063,0.0,123300.28374729517
NG201800000181,0.0,6259.1545959185405,49381.03898573774,83.57694445072477,4463.964769716226,0.0,60187.73529582323
NG201800000182,81.6822324409305,22632.816813512592,150127.1941788122,464.9680655828335,3345.814745601615,0.0,176652.47603595018
NG201800000183,299.0699149696263,28082.090470356015,98442.12047911156,196.95549744783716,701.4581900771091,0.0,127721.69455196215
NG201800000184,191.51302896218314,19033.401973302214,96629.57759328929,276.6977183074049,724.2952890629421,0.0,116855.48560292403
NG201800000185,0.0,17091.009429979662,90126.67142692281,0.0,281.49775040121773,0.0,107499.1786073037
NG201800000186,40.296140922822154,21151.470180102177,114783.87826549137,1278.4649855385708,1925.8639802662515,0.0,139179.9735523212
NG201800000187,0.0,10787.23098362565,59358.62820033747,1450.7594669383002,231.08798000691473,0.0,71827.70663090833
NG201800000188,24.41717123070397,7408.769573233112,98292.66012515462,1091.6085567226326,3635.0417248524996,92.16872518484226,110544.66587637842
NG201800000189,57.446266427107474,10704.054459098901,105665.17833425355,1321.6218112684799,1004.2030150424969,92.16872518484226,118844.67261127538
NG201800000190,0.0,0.0,36456.0152077066,4259.490744561116,9717.404019751515,0.0,50432.90997201923
NG201800000191,0.0,14900.711584158982,159256.1665879088,1822.267970418654,6429.46666440049,0.0,182408.6128068869
NG201800000192,0.0,7239.469670205756,149329.67539848434,24139.38270522876,14463.795765293242,0.0,195172.32353921208
NG201800000193,0.0,12981.107437921164,61666.49706120645,34022.83790269155,10321.920416527624,0.0,118992.3628183468
NG201800000194,0.0,0.0,141923.43958227872,5629.392403289755,20091.1159054118,0.0,167643.9478909803
NG201800000195,0.0,8296.641971065445,238211.772472758,318.37120261150284,2397.4625308158224,0.0,249224.2481772508
NG201800000196,0.0,11181.786467070146,133886.01545217622,329.1441966379181,6841.623803791995,0.0,152238.56991967626
NG201800000197,0.0,0.0,126039.3322376454,77.58556979506852,5569.509430151793,0.0,131686.42723759226
NG201800000198,0.0,10105.733288259413,58640.676123384575,82.47318419558792,6139.265758020724,0.0,74968.1483538603
NG201800000199,0.0,10043.930607866172,11409.606055848222,1945.2759557432903,275.2273809277406,0.0,23674.040000385427
NG201800000200,0.0,11453.050861956774,9737.058024317774,95.50664264690269,44.6168788753843,0.0,21330.232407796833
NG201800000201,0.0,12142.624444854568,19993.722648140927,2933.486068040672,970.8183365100414,0.0,36040.651497546205
NG201800000202,0.0,8357.011128574688,16399.6781592877,0.0,1358.643193075994,0.0,26115.332480938385
NG201800000203,0.0,7587.616623060514,27290.193071622904,24430.51126885391,2730.0784749362456,0.0,62038.39943847357
NG201800000204,0.0,8494.783194657495,34901.114103524145,553.6845533664597,2002.2503004667187,0.0,45951.83215201482
NG201800000206,0.0,8049.899872990455,21201.284443150234,838.9413079954713,4148.225918336397,0.0,34238.35154247256
NG201800000207,0.0,8592.400259574028,33297.59813183303,5743.278837615103,47422.61964561063,0.0,95055.8968746328
NG201800000208,0.0,5116.102234474546,7024.239966158873,0.0,0.0,0.0,12140.342200633419
NG201800000209,0.0,9857.533918568506,38767.40159924505,5776.526948394005,90900.21189603246,0.0,145301.67436224
NG201800000210,0.0,10602.16254689122,15518.177217106935,0.0,0.0,0.0,26120.339763998156
NG201800000211,0.0,21182.725447515404,12401.144722182005,1892.8562540744238,0.0,0.0,35476.726423771834
NG201800000212,0.0,0.0,29436.971231921885,1582.566401411756,1521.917490863895,0.0,32541.45512419754
NG201800000213,0.0,16944.00034143487,35087.43094803446,117.45939219668304,1754.3963309303626,0.0,53903.287012596375
NG201800000214,0.0,26832.80962036485,29374.316692348464,3625.145736344363,4732.929744401675,0.0,64565.20179345935
NG201800000215,0.0,16817.927450337833,19576.653697547277,3552.37550662037,2861.011763109249,0.0,42807.96841761473
NG201800000216,37.497054163631596,29376.834771198213,138045.35885278086,5068.376257719946,1437.3846113722723,0.0,173965.45154723493
NG201800000217,38.88279632634736,21737.99005938581,151605.5875822235,2359.654088624356,5760.242872720574,0.0,181502.3573992806
NG201800000218,1257.1242027260116,46342.4062857605,143638.1813133095,412.59996931534397,2228.9544699729977,0.0,193879.26624108435
NG201800000219,0.0,11815.647645435687,43729.62219749058,0.0,974.8855098923063,0.0,56520.155352818576
NG201800000220,270.94823259050514,25320.769048925868,125888.71662252973,1284.3938623961844,11263.146536833992,0.0,164027.97430327628
NG201800000221,918.9968444258262,22415.02508057518,87251.95524041234,0.0,1845.870518616987,0.0,112431.84768403033
NG201800000222,805.6593149273383,14510.14785372824,84686.05568730619,472.00917929388885,2036.0006704898944,0.0,102509.87270574555
NG201800000223,151.31729132529264,8637.860287235068,51337.77386349643,1165.7214678917535,13607.710570331732,0.0,74900.38348028027
NG201800000224,47.36210018215513,12110.976191752165,62300.30112502765,0.0,51.62222564488913,0.0,74510.26164260686
NG201800000225,234.1602528727799,3427.7162262774323,82428.71532273483,0.0,86.84017700152181,0.0,86177.43197888657
NG201800000226,85.32797357804635,11665.953832919156,30758.38726430143,0.0,0.0,0.0,42509.669070798634
NG201800000227,0.0,7362.718527527904,25264.66566161413,0.0,0.0,0.0,32627.384189142034
NG201800000228,0.0,16775.260154694584,65502.32233482955,0.0,1072.6134286194283,0.0,83350.19591814357
NG201800000229,0.0,17400.24485412491,85867.0713436736,0.0,1072.6134286194283,0.0,104339.92962641793
NG201800000230,0.0,16490.3952623605,15870.95930386849,0.0,0.0,0.0,32361.35456622899
NG201800000231,0.0,10134.998916377173,10083.920778221367,0.0,618.5310739748024,0.0,20837.45076857334
NG201800000232,270.31212014915576,65167.647738935106,75146.15477460893,0.0,1386.7628479753416,0.0,141970.87748166852
NG201800000233,0.0,17491.325225078206,35098.20349425557,0.0,626.3097749688399,0.0,53215.83849430261
NG201800000234,0.0,23387.49413503527,32792.24419078414,0.0,275.8269461461395,0.0,56455.565271965555
NG201800000235,0.0,15381.94827156676,20956.95194130433,0.0,0.0,0.0,36338.90021287109
NG201800000236,85.32797357804635,25080.545971993262,40639.483406221945,0.0,0.0,0.0,65805.35735179325
NG201800000237,50.19628094114722,31737.144117995536,45830.27376236187,0.0,0.0,0.0,77617.61416129855
NG201800000238,0.0,15337.900125439024,23644.8485052497,0.0,0.0,0.0,38982.74863068873
NG201800000239,0.0,4007.552830149558,61546.93486074128,0.0,0.0,0.0,65554.48769089085
NG201800000240,0.0,11447.951778275654,34677.77000156482,0.0,0.0,0.0,46125.721779840474
NG201800000241,0.0,0.0,34518.31824780564,0.0,0.0,0.0,34518.31824780564
NG201800000242,0.0,0.0,8620.751285808461,0.0,0.0,0.0,8620.751285808461
NG201800000243,0.0,4830.029380656409,23562.600762442857,0.0,0.0,0.0,28392.630143099264
NG201800000244,0.0,17944.889644285424,278.13938514971073,0.0,0.0,0.0,18223.029029435136
NG201800000245,0.0,13275.854693617712,32890.90005234261,0.0,1539.3248502137278,0.0,47706.07959617405
NG201800000246,0.0,0.0,79367.64058689297,0.0,8778.398153076496,0.0,88146.03873996947
NG201800000247,0.0,15934.193236189252,3045.2409802276197,0.0,0.0,0.0,18979.43421641687
NG201800000248,0.0,9211.484164931317,7996.271597072311,0.0,0.0,0.0,17207.755762003628
NG201800000249,0.0,16315.657299583077,66720.85664352275,0.0,0.0,0.0,83036.51394310583
NG201800000250,0.0,2551.2468859594032,19405.650112395066,0.0,0.0,0.0,21956.89699835447
NG201800000251,0.0,20037.176774642267,1599.2347839283748,0.0,0.0,0.0,21636.411558570642
NG201800000252,0.0,9835.1027331723,0.0,0.0,0.0,0.0,9835.1027331723
NG201800000253,0.0,7535.154669335958,118322.12347251394,0.0,416.0426613964884,0.0,126273.32080324639
NG201800000254,0.0,9613.218904486428,124731.35718400421,0.0,0.0,0.0,134344.57608849063
NG201800000255,66.00142943531343,11687.469400855429,74975.31632439657,0.0,615.1852564286761,54.640953593256825,87398.61336470925
NG201800000256,0.0,7525.2176898925445,105699.77636193915,5333.2307920424455,8286.056194003038,0.0,126844.28103787717
NG201800000257,275.4522571724457,15562.15260959994,68809.73677063127,2716.128928625954,6625.161441627828,0.0,93988.63200765743
NG201800000258,1254.8685585324124,49678.18782046646,125591.07903939525,2932.794094533352,14917.542600692499,0.0,194374.47211361997
NG201800000259,0.0,6559.560395202721,34610.98632822545,0.0,1163.3048609655993,0.0,42333.85158439377
NG201800000260,110.2153616143095,16425.78263254067,115836.15057841598,253.8794609063022,967.697915631394,0.0,133593.72594910866
NG201800000261,0.0,5375.12181483595,89707.08002432075,1821.4937748797333,9749.180938915277,0.0,106652.87655295171
NG201800000262,0.0,7453.791440491202,35297.761088792206,0.0,653.9604492663962,0.0,43405.5129785498
NG201800000263,0.0,16190.277171308971,90334.50684146133,712.4138083108306,0.0,0.0,107237.19782108114
NG201800000264,0.0,11867.72045527409,29544.2926139882,0.0,8673.821340414719,0.0,50085.83440967701
NG201800000265,0.0,17497.089359348487,65497.61274888995,2515.273422459438,2945.9062319575687,0.0,88455.88176265545
NG201800000266,0.0,1199.7878531143122,29752.909230503315,0.0,0.0,0.0,30952.697083617626
NG201800000267,0.0,0.0,105045.17771295206,12888.562626811634,26938.293579373727,0.0,144872.03391913744
